City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Household_Income_Not_Seasonally_Adjusted_(weighted)_SAIPE,Estimated_Median_Household_Income_ACS,Estimated_Mean_Household_Income_ACS,Estimated_Median_Household_Income_Families_ACS,Estimated_Mean_Household_Income_Families_ACS,Estimated_Median_Household_Income_Married_Couples_ACS,Estimated_Mean_Household_Income_Married_Couples_ACS,Estimated_Median_Household_Income_Nonfamilies_ACS,Estimated_Mean_Household_Income_Nonfamilies_ACS,2021_estimated_population,2020_census,
36,Arizona,AZ,Mesa,1/1/2011," $50,785.00 "," $44,527.00 "," $59,353.00 "," $56,218.00 "," $69,209.00 "," $68,012.00 "," $80,325.00 "," $30,314.00 "," $37,454.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2012," $51,442.00 "," $47,256.00 "," $61,259.00 "," $55,424.00 "," $69,902.00 "," $65,079.00 "," $80,715.00 "," $30,157.00 "," $41,007.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2013," $52,066.00 "," $47,561.00 "," $61,889.00 "," $57,113.00 "," $70,664.00 "," $67,621.00 "," $81,026.00 "," $31,113.00 "," $41,879.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2014," $53,929.00 "," $47,675.00 "," $63,235.00 "," $59,084.00 "," $75,192.00 "," $68,513.00 "," $85,699.00 "," $29,629.00 "," $37,879.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2015," $56,017.00 "," $49,177.00 "," $66,017.00 "," $61,260.00 "," $77,648.00 "," $71,149.00 "," $86,052.00 "," $32,138.00 "," $42,332.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2016," $58,742.00 "," $52,393.00 "," $71,350.00 "," $59,833.00 "," $79,160.00 "," $74,080.00 ",," $34,573.00 "," $49,079.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2017," $62,221.00 "," $55,014.00 "," $74,232.00 "," $67,826.00 "," $86,412.00 "," $79,279.00 "," $98,971.00 "," $37,200.00 "," $47,821.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2018," $65,234.00 "," $58,247.00 "," $75,590.00 "," $65,916.00 "," $86,047.00 "," $78,510.00 "," $99,506.00 "," $38,505.00 "," $49,811.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2019," $68,634.00 "," $63,836.00 "," $85,599.00 "," $74,359.00 "," $97,177.00 "," $87,655.00 "," $108,019.00 "," $44,906.00 "," $59,632.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2020," $71,799.00 "," $61,640.00 "," $81,099.00 "," $72,907.00 "," $92,326.00 "," $85,590.00 "," $106,100.00 "," $41,160.00 "," $53,528.00 ",509475,504258,
36,Arizona,AZ,Mesa,1/1/2021,," $69,266.00 "," $90,131.00 "," $83,116.00 "," $104,349.00 "," $93,704.00 "," $117,452.00 "," $44,989.00 "," $60,986.00 ",509475,504258,
37,Missouri,MO,Kansas City,1/1/2011," $48,517.24 "," $43,810.00 "," $60,968.00 "," $55,887.00 "," $72,692.00 "," $75,113.00 "," $92,084.00 "," $32,130.00 "," $43,563.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2012," $49,594.87 "," $41,877.00 "," $60,521.00 "," $53,708.00 "," $74,483.00 "," $75,055.00 "," $99,007.00 "," $31,320.00 "," $40,722.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2013," $51,088.69 "," $45,551.00 "," $60,934.00 "," $57,686.00 "," $73,977.00 "," $73,315.00 "," $91,923.00 "," $32,575.00 "," $43,506.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2014," $52,656.60 "," $44,173.00 "," $62,430.00 "," $62,096.00 "," $78,923.00 "," $81,422.00 "," $99,329.00 "," $30,209.00 "," $41,266.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2015," $56,322.66 "," $50,259.00 "," $67,700.00 "," $65,356.00 "," $82,866.00 "," $85,544.00 "," $103,705.00 "," $32,687.00 "," $48,113.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2016," $57,131.29 "," $51,235.00 "," $69,301.00 "," $64,095.00 "," $84,200.00 "," $82,291.00 "," $105,122.00 "," $35,341.00 "," $48,026.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2017," $57,389.26 "," $51,330.00 "," $73,522.00 "," $68,780.00 "," $92,706.00 "," $90,507.00 "," $116,824.00 "," $36,654.00 "," $49,463.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2018," $59,119.71 "," $54,372.00 "," $74,575.00 "," $71,542.00 "," $91,020.00 "," $92,200.00 "," $111,411.00 "," $38,935.00 "," $53,247.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2019," $62,336.11 "," $55,259.00 "," $75,118.00 "," $72,775.00 "," $91,496.00 "," $93,775.00 "," $111,551.00 "," $40,284.00 "," $54,754.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2020," $64,452.12 "," $56,179.00 "," $77,114.00 "," $73,786.00 "," $94,839.00 "," $94,138.00 "," $117,350.00 "," $38,204.00 "," $53,589.00 ",508394,508090,
37,Missouri,MO,Kansas City,1/1/2021,," $63,396.00 "," $83,593.00 "," $81,658.00 "," $101,841.00 "," $98,303.00 "," $122,530.00 "," $43,109.00 "," $58,980.00 ",508394,508090,
38,Georgia,GA,Atlanta,1/1/2011," $54,450.80 "," $43,903.00 "," $76,233.00 "," $53,094.00 "," $103,416.00 "," $101,182.00 "," $153,858.00 "," $37,945.00 "," $55,175.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2012," $55,363.42 "," $46,466.00 "," $82,530.00 "," $56,565.00 "," $107,759.00 "," $109,266.00 "," $160,597.00 "," $38,482.00 "," $62,309.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2013," $55,100.14 "," $46,485.00 "," $82,956.00 "," $61,659.00 "," $116,048.00 "," $105,187.00 "," $170,091.00 "," $38,089.00 "," $56,798.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2014," $55,186.43 "," $46,777.00 "," $83,565.00 "," $61,208.00 "," $117,528.00 "," $111,719.00 ",," $39,515.00 "," $57,320.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2015," $59,514.56 "," $50,210.00 "," $86,350.00 "," $64,825.00 "," $124,210.00 "," $112,444.00 "," $182,026.00 "," $42,785.00 "," $61,428.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2016," $62,370.34 "," $53,843.00 "," $92,273.00 "," $70,466.00 "," $127,200.00 "," $132,183.00 ",," $45,708.00 "," $65,843.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2017," $64,672.87 "," $57,597.00 "," $103,457.00 "," $78,645.00 "," $142,807.00 "," $139,372.00 "," $212,936.00 "," $46,710.00 "," $69,030.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2018," $70,316.82 "," $65,345.00 "," $108,730.00 "," $81,207.00 "," $151,271.00 "," $142,060.00 "," $213,034.00 "," $52,724.00 "," $75,709.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2019," $78,187.86 "," $66,657.00 "," $120,790.00 "," $95,081.00 "," $167,269.00 "," $165,303.00 "," $246,816.00 "," $53,912.00 "," $81,894.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2020," $71,372.75 "," $64,179.00 "," $111,013.00 "," $84,851.00 "," $156,467.00 "," $152,396.00 "," $227,365.00 "," $51,840.00 "," $75,632.00 ",496461,498715,
38,Georgia,GA,Atlanta,1/1/2021,," $74,107.00 "," $117,117.00 "," $101,490.00 "," $166,758.00 "," $152,638.00 ",," $58,614.00 "," $81,911.00 ",496461,498715,
39,Nebraska,NE,Omaha,1/1/2011," $51,741.00 "," $45,536.00 "," $64,941.00 "," $59,584.00 "," $81,714.00 "," $75,315.00 ",  N  ," $29,607.00 "," $39,968.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2012," $51,189.00 "," $45,159.00 "," $61,347.00 "," $56,422.00 "," $74,878.00 "," $74,491.00 ",," $31,092.00 "," $39,759.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2013," $51,959.00 "," $47,512.00 "," $65,874.00 "," $62,601.00 "," $82,150.00 "," $78,641.00 "," $99,641.00 "," $29,972.00 "," $39,519.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2014," $52,842.00 "," $48,410.00 "," $65,198.00 "," $61,561.00 "," $78,633.00 "," $77,258.00 ",," $31,507.00 "," $43,023.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2015," $58,405.00 "," $51,407.00 "," $72,243.00 "," $68,470.00 "," $90,115.00 "," $86,428.00 "," $108,905.00 "," $33,604.00 "," $44,966.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2016," $59,226.00 "," $52,672.00 "," $74,125.00 "," $72,556.00 "," $93,796.00 "," $87,454.00 "," $110,439.00 "," $33,517.00 "," $44,115.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2017," $61,706.00 "," $56,406.00 "," $78,037.00 "," $72,055.00 "," $95,360.00 "," $88,855.00 "," $114,256.00 "," $37,778.00 "," $48,413.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2018," $64,580.00 "," $59,266.00 "," $83,150.00 "," $77,640.00 "," $104,024.00 "," $91,147.00 ",," $37,107.00 "," $47,651.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2019," $67,264.00 "," $61,305.00 "," $83,541.00 "," $77,140.00 "," $102,383.00 "," $93,525.00 "," $120,677.00 "," $42,132.00 "," $53,231.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2020," $65,788.00 "," $62,213.00 "," $85,535.00 "," $80,956.00 "," $106,095.00 "," $97,245.00 "," $125,316.00 "," $39,536.00 "," $51,428.00 ",487300,486051,
39,Nebraska,NE,Omaha,1/1/2021,," $62,948.00 "," $91,342.00 "," $88,361.00 "," $117,040.00 "," $104,658.00 "," $139,569.00 "," $40,162.00 "," $53,701.00 ",487300,486051,
40,Colorado,CO,Colorado Springs,1/1/2011," $55,100.14 "," $50,945.00 "," $69,330.00 "," $64,217.00 "," $82,004.00 "," $75,963.00 "," $93,727.00 "," $32,477.00 "," $45,219.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2012," $55,186.43 "," $52,622.00 "," $69,599.00 "," $67,052.00 "," $83,303.00 "," $79,579.00 ",," $32,168.00 "," $43,079.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2013," $59,514.56 "," $53,550.00 "," $72,783.00 "," $68,373.00 "," $86,098.00 "," $81,117.00 ",," $33,717.00 "," $46,364.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2014," $62,370.34 "," $53,915.00 "," $72,869.00 "," $67,348.00 "," $87,286.00 "," $80,573.00 "," $100,499.00 "," $33,784.00 "," $43,235.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2015," $64,672.87 "," $56,079.00 "," $74,311.00 "," $71,934.00 "," $89,135.00 "," $86,863.00 "," $103,722.00 "," $33,736.00 "," $44,282.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2016," $70,316.82 "," $60,308.00 "," $77,939.00 "," $75,337.00 "," $93,680.00 "," $85,415.00 "," $105,237.00 "," $37,616.00 "," $48,617.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2017," $78,187.86 "," $59,514.00 "," $78,613.00 "," $71,772.00 "," $92,240.00 "," $87,265.00 "," $107,242.00 "," $39,767.00 "," $51,335.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2018," $71,372.75 "," $65,331.00 "," $83,303.00 "," $75,589.00 "," $97,313.00 "," $88,327.00 "," $112,062.00 "," $38,885.00 "," $52,678.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2019," $72,675.00 "," $70,527.00 "," $89,825.00 "," $84,717.00 "," $104,876.00 "," $95,831.00 "," $118,936.00 "," $44,102.00 "," $57,825.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2020," $72,459.00 "," $67,719.00 "," $88,315.00 "," $81,479.00 "," $104,178.00 "," $96,081.00 "," $118,676.00 "," $43,001.00 "," $56,306.00 ",483956,478961,
40,Colorado,CO,Colorado Springs,1/1/2021,," $74,579.00 "," $96,874.00 "," $91,259.00 "," $111,747.00 "," $104,527.00 "," $126,313.00 "," $49,663.00 "," $64,679.00 ",483956,478961,
41,North Carolina,NC,Raleigh,1/1/2011," $62,436.00 "," $52,040.00 "," $70,993.00 "," $61,619.00 "," $84,581.00 "," $81,376.00 ",  N  ," $39,477.00 "," $50,496.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2012," $64,107.00 "," $53,653.00 "," $74,113.00 "," $69,937.00 "," $89,782.00 "," $90,852.00 "," $110,733.00 "," $38,782.00 "," $49,669.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2013," $65,433.00 "," $55,170.00 "," $76,359.00 "," $68,890.00 "," $94,658.00 "," $89,911.00 ",," $41,541.00 "," $53,270.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2014," $66,950.00 "," $53,475.00 "," $79,401.00 "," $67,584.00 "," $98,215.00 "," $96,998.00 ",," $41,058.00 "," $53,396.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2015," $70,629.00 "," $56,910.00 "," $81,240.00 "," $71,192.00 "," $98,959.00 "," $96,025.00 ",," $44,175.00 "," $56,117.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2016," $76,173.00 "," $64,456.00 "," $92,275.00 "," $81,052.00 "," $113,396.00 "," $101,332.00 ",," $48,535.00 "," $63,425.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2017," $77,641.00 "," $64,660.00 "," $86,850.00 "," $82,597.00 "," $104,451.00 "," $106,229.00 ",," $47,727.00 "," $60,914.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2018," $80,169.00 "," $65,695.00 "," $93,712.00 "," $87,214.00 "," $118,095.00 "," $108,704.00 ",," $47,701.00 "," $61,901.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2019," $84,377.00 "," $69,333.00 "," $94,247.00 "," $90,081.00 "," $118,054.00 "," $116,832.00 ",," $49,736.00 "," $61,765.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2020," $88,763.00 "," $69,720.00 "," $98,016.00 "," $88,922.00 "," $121,593.00 "," $115,684.00 "," $148,962.00 "," $51,512.00 "," $66,833.00 ",469124,467665,
41,North Carolina,NC,Raleigh,1/1/2021,," $74,612.00 "," $104,131.00 "," $99,317.00 "," $129,659.00 "," $119,686.00 ",," $48,273.00 "," $70,259.00 ",469124,467665,
42,Virginia,VA,Virginia Beach,1/1/2011," $64,107.00 "," $64,614.00 "," $80,602.00 "," $74,341.00 "," $89,465.00 "," $88,522.00 "," $104,020.00 "," $46,170.00 "," $58,039.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2012," $61,523.00 "," $61,626.00 "," $79,970.00 "," $74,133.00 "," $89,977.00 "," $88,699.00 ",," $43,275.00 "," $55,716.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2013," $62,509.00 "," $62,855.00 "," $83,028.00 "," $74,621.00 "," $94,389.00 "," $91,723.00 ",," $41,453.00 "," $54,132.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2014," $67,676.00 "," $68,816.00 "," $85,199.00 "," $78,677.00 "," $94,792.00 "," $93,127.00 "," $110,908.00 "," $43,817.00 "," $56,718.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2015," $67,032.00 "," $67,281.00 "," $82,439.00 "," $77,264.00 "," $93,846.00 "," $90,588.00 "," $109,716.00 "," $45,502.00 "," $55,219.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2016," $70,596.00 "," $71,117.00 "," $90,576.00 "," $81,081.00 "," $101,379.00 "," $98,875.00 "," $118,639.00 "," $49,116.00 "," $62,015.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2017," $72,126.00 "," $72,586.00 "," $95,226.00 "," $86,305.00 "," $106,874.00 "," $101,661.00 "," $124,838.00 "," $48,537.00 "," $65,279.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2018," $76,520.00 "," $77,059.00 "," $98,295.00 "," $88,366.00 "," $112,371.00 "," $102,597.00 "," $126,887.00 "," $49,108.00 "," $63,389.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2019," $78,491.00 "," $79,054.00 "," $98,881.00 "," $91,608.00 "," $112,318.00 "," $104,852.00 "," $125,840.00 "," $53,550.00 "," $67,912.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2020," $73,961.00 "," $78,136.00 "," $101,686.00 "," $91,553.00 "," $115,604.00 "," $106,137.00 "," $133,324.00 "," $50,798.00 "," $66,493.00 ",457672,459470,
42,Virginia,VA,Virginia Beach,1/1/2021,," $81,634.00 "," $104,990.00 "," $96,946.00 "," $120,626.00 "," $111,556.00 ",," $53,524.00 "," $68,755.00 ",457672,459470,
43,California,CA,Long Beach,1/1/2011," $52,239.00 "," $51,214.00 "," $71,981.00 "," $56,371.00 "," $80,478.00 "," $78,676.00 "," $102,426.00 "," $40,148.00 "," $54,941.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2012," $52,929.00 "," $47,837.00 "," $67,438.00 "," $52,395.00 "," $73,585.00 "," $77,361.00 "," $96,336.00 "," $40,159.00 "," $53,589.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2013," $54,443.00 "," $52,116.00 "," $70,844.00 "," $59,511.00 "," $78,930.00 "," $75,131.00 "," $97,418.00 "," $42,126.00 "," $54,939.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2014," $55,686.00 "," $54,511.00 "," $76,381.00 "," $61,608.00 "," $86,326.00 "," $88,329.00 "," $110,261.00 "," $42,117.00 "," $56,808.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2015," $59,045.00 "," $54,971.00 "," $76,223.00 "," $62,042.00 "," $84,765.00 "," $83,159.00 "," $106,179.00 "," $42,378.00 "," $59,751.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2016," $61,308.00 "," $60,075.00 "," $81,177.00 "," $67,534.00 "," $90,704.00 "," $85,994.00 "," $111,706.00 "," $48,786.00 "," $61,683.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2017," $64,912.00 "," $60,557.00 "," $85,248.00 "," $67,882.00 "," $94,224.00 "," $85,678.00 "," $115,728.00 "," $50,556.00 "," $65,106.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2018," $67,986.00 "," $61,610.00 "," $83,294.00 "," $69,164.00 "," $94,598.00 "," $87,778.00 "," $115,957.00 "," $50,313.00 "," $64,577.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2019," $72,721.00 "," $67,804.00 "," $90,408.00 "," $77,901.00 "," $103,880.00 "," $101,310.00 ",," $50,726.00 "," $64,695.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2020," $75,624.00 "," $66,410.00 "," $89,912.00 "," $75,310.00 "," $100,926.00 "," $95,654.00 "," $122,536.00 "," $52,951.00 "," $68,436.00 ",456062,466742,
43,California,CA,Long Beach,1/1/2021,," $73,905.00 "," $96,361.00 "," $79,617.00 "," $108,530.00 "," $105,771.00 ",," $58,803.00 "," $73,722.00 ",456062,466742,
44,Florida,FL,Miami,1/1/2011," $40,476.00 "," $28,536.00 "," $48,812.00 "," $32,217.00 "," $56,151.00 "," $43,312.00 "," $72,178.00 "," $21,302.00 "," $37,645.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2012," $41,311.00 "," $28,301.00 "," $50,045.00 "," $32,083.00 "," $55,944.00 "," $41,317.00 ",," $20,455.00 "," $41,088.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2013," $41,840.00 "," $31,070.00 "," $54,861.00 "," $34,010.00 "," $60,462.00 "," $46,460.00 ",," $24,190.00 "," $46,112.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2014," $42,754.00 "," $31,917.00 "," $54,637.00 "," $36,473.00 "," $61,847.00 "," $48,665.00 "," $80,135.00 "," $23,337.00 "," $43,103.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2015," $43,687.00 "," $29,989.00 "," $54,477.00 "," $35,604.00 "," $63,606.00 "," $50,973.00 "," $82,921.00 "," $20,807.00 "," $42,793.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2016," $45,886.00 "," $34,901.00 "," $61,597.00 "," $37,110.00 "," $69,325.00 "," $47,432.00 "," $88,188.00 "," $26,523.00 "," $49,297.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2017," $49,758.00 "," $40,327.00 "," $67,340.00 "," $41,874.00 "," $67,847.00 "," $50,177.00 ",," $30,928.00 "," $62,871.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2018," $52,043.00 "," $41,818.00 "," $71,999.00 "," $46,701.00 "," $76,015.00 "," $59,050.00 "," $99,330.00 "," $31,813.00 "," $64,615.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2019," $54,991.00 "," $42,966.00 "," $72,311.00 "," $48,649.00 "," $80,135.00 "," $58,153.00 ",," $31,209.00 "," $58,033.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2020," $59,259.00 "," $44,268.00 "," $74,731.00 "," $48,003.00 "," $80,294.00 "," $58,859.00 "," $99,402.00 "," $32,001.00 "," $64,406.00 ",439890,442241,
44,Florida,FL,Miami,1/1/2021,," $48,789.00 "," $83,158.00 "," $55,218.00 "," $95,317.00 "," $68,522.00 "," $118,344.00 "," $37,494.00 "," $66,871.00 ",439890,442241,
45,California,CA,Oakland,1/1/2011," $67,295.00 "," $50,500.00 "," $76,693.00 "," $57,474.00 "," $89,040.00 "," $84,122.00 "," $114,291.00 "," $40,221.00 "," $58,404.00 ",433823,440646,
45,California,CA,Oakland,1/1/2012," $70,209.00 "," $48,196.00 "," $75,743.00 "," $52,792.00 "," $84,074.00 "," $76,526.00 "," $107,654.00 "," $41,160.00 "," $61,903.00 ",433823,440646,
45,California,CA,Oakland,1/1/2013," $72,128.00 "," $54,394.00 "," $80,605.00 "," $60,412.00 "," $92,461.00 "," $86,096.00 "," $119,510.00 "," $43,799.00 "," $61,323.00 ",433823,440646,
45,California,CA,Oakland,1/1/2014," $76,996.00 "," $56,188.00 "," $85,585.00 "," $64,491.00 "," $100,294.00 "," $91,555.00 "," $127,570.00 "," $46,151.00 "," $62,520.00 ",433823,440646,
45,California,CA,Oakland,1/1/2015," $81,462.00 "," $58,807.00 "," $87,107.00 "," $62,838.00 "," $99,264.00 "," $92,294.00 ",," $48,341.00 "," $67,339.00 ",433823,440646,
45,California,CA,Oakland,1/1/2016," $89,472.00 "," $68,060.00 "," $97,393.00 "," $76,164.00 "," $111,237.00 "," $101,015.00 "," $136,048.00 "," $54,956.00 "," $76,259.00 ",433823,440646,
45,California,CA,Oakland,1/1/2017," $95,550.00 "," $70,577.00 "," $102,628.00 "," $77,401.00 "," $116,976.00 "," $107,866.00 ",," $58,222.00 "," $79,753.00 ",433823,440646,
45,California,CA,Oakland,1/1/2018," $101,744.00 "," $76,469.00 "," $114,714.00 "," $83,718.00 "," $130,748.00 "," $119,677.00 "," $160,813.00 "," $62,192.00 "," $92,360.00 ",433823,440646,
45,California,CA,Oakland,1/1/2019," $107,589.00 "," $82,018.00 "," $117,378.00 "," $99,659.00 "," $136,186.00 "," $123,426.00 "," $164,355.00 "," $61,028.00 "," $93,209.00 ",433823,440646,
45,California,CA,Oakland,1/1/2020," $113,518.00 "," $80,143.00 "," $116,585.00 "," $92,046.00 "," $133,755.00 "," $122,927.00 "," $165,506.00 "," $64,498.00 "," $91,129.00 ",433823,440646,
45,California,CA,Oakland,1/1/2021,," $82,236.00 "," $122,444.00 "," $102,619.00 "," $141,420.00 "," $141,702.00 "," $174,845.00 "," $61,854.00 "," $91,269.00 ",433823,440646,
46,Minnesota,MN,Minneapolis,1/1/2011," $60,811.00 "," $46,682.00 "," $68,664.00 "," $65,159.00 "," $91,005.00 "," $90,729.00 "," $118,898.00 "," $36,599.00 "," $49,267.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2012," $62,500.00 "," $47,604.00 "," $68,726.00 "," $62,186.00 "," $85,072.00 "," $90,810.00 "," $111,135.00 "," $38,094.00 "," $53,173.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2013," $64,331.00 "," $50,563.00 "," $75,625.00 "," $67,125.00 "," $100,776.00 "," $90,972.00 ",," $37,865.00 "," $53,930.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2014," $64,490.00 "," $50,791.00 "," $74,043.00 "," $70,851.00 "," $97,177.00 "," $93,775.00 "," $121,107.00 "," $37,240.00 "," $53,335.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2015," $68,902.00 "," $54,571.00 "," $79,565.00 "," $77,427.00 "," $105,553.00 "," $103,075.00 ",," $39,209.00 "," $56,585.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2016," $71,184.00 "," $56,255.00 "," $80,256.00 "," $81,568.00 "," $107,822.00 "," $101,882.00 "," $130,559.00 "," $40,481.00 "," $56,679.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2017," $74,568.00 "," $60,789.00 "," $87,976.00 "," $82,994.00 "," $115,724.00 "," $104,810.00 "," $140,081.00 "," $46,974.00 "," $64,398.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2018," $76,067.00 "," $63,590.00 "," $91,392.00 "," $85,303.00 "," $117,133.00 "," $111,954.00 "," $144,339.00 "," $47,861.00 "," $66,351.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2019," $82,323.00 "," $65,889.00 "," $90,062.00 "," $87,727.00 "," $114,654.00 "," $116,489.00 "," $143,389.00 "," $49,618.00 "," $67,509.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2020," $81,772.00 "," $66,068.00 "," $93,145.00 "," $91,899.00 "," $121,220.00 "," $117,346.00 "," $149,217.00 "," $50,484.00 "," $68,354.00 ",425336,429954,
46,Minnesota,MN,Minneapolis,1/1/2021,," $69,397.00 "," $100,172.00 "," $102,959.00 "," $136,470.00 "," $125,085.00 "," $164,354.00 "," $52,357.00 "," $72,359.00 ",425336,429954,
47,Oklahoma,OK,Tulsa,1/1/2011," $46,443.77 "," $40,123.00 "," $62,845.00 "," $50,744.00 "," $76,980.00 "," $66,910.00 "," $97,596.00 "," $27,194.00 "," $41,363.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2012," $47,325.51 "," $40,440.00 "," $62,099.00 "," $50,460.00 "," $75,855.00 "," $67,587.00 "," $96,661.00 "," $28,412.00 "," $41,113.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2013," $48,112.67 "," $41,495.00 "," $63,299.00 "," $52,119.00 "," $78,026.00 "," $68,704.00 "," $100,365.00 "," $28,624.00 "," $40,660.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2014," $50,467.11 "," $42,803.00 "," $64,347.00 "," $52,492.00 "," $78,498.00 "," $68,660.00 "," $99,877.00 "," $32,322.00 "," $42,953.00 ",411401,413066,
47,Oklahoma,OK,Tulsa,1/1/2015," $51,281.63 "," $43,322.00 "," $68,161.00 "," $53,831.00 "," $84,243.00 "," $71,834.00 "," $107,431.00 "," $31,883.00 "," $43,349.00 ",411401,413066,
