Identifier,City_Rank_by_Population(2021),State,State_Abbreviation,City,Observation_Date,Single_Family_Median_Typical_Home_Value,One_Bedroom_Median_Typical_Home_Value,Two_Bedroom_Median_Typical_Home_Value,Three_Bedroom_Median_Typical_Home_Value,Four_Bedroom_Median_Typical_Home_Value,Five_Plus_Bedroom_Median_Typical_Home_Value,Data_Source_Link
201357,57,Nevada,NV,Henderson,1/1/2013,210579.50,68741.50,151183.50,181306.50,242596.00,329694.00,https://www.zillow.com/research/data/
201457,57,Nevada,NV,Henderson,1/1/2014,244122.50,76815.00,173047.50,212019.50,281395.00,372859.50,https://www.zillow.com/research/data/
201557,57,Nevada,NV,Henderson,1/1/2015,259386.00,79761.50,183786.50,227388.50,298825.00,388731.50,https://www.zillow.com/research/data/
201657,57,Nevada,NV,Henderson,1/1/2016,274015.00,86293.50,194988.00,242167.50,314275.50,402069.50,https://www.zillow.com/research/data/
201757,57,Nevada,NV,Henderson,1/1/2017,290866.50,94530.50,209522.00,258730.00,331394.00,419135.00,https://www.zillow.com/research/data/
201857,57,Nevada,NV,Henderson,1/1/2018,329735.50,124620.00,245309.50,296729.00,371567.00,460169.50,https://www.zillow.com/research/data/
201957,57,Nevada,NV,Henderson,1/1/2019,345381.50,136210.50,260257.50,312110.50,387771.50,476895.50,https://www.zillow.com/research/data/
202057,57,Nevada,NV,Henderson,1/1/2020,355309.50,138150.00,268276.50,321618.00,398975.50,490568.00,https://www.zillow.com/research/data/
202157,57,Nevada,NV,Henderson,1/1/2021,421088.00,164629.50,314696.00,380917.50,475272.00,588211.00,https://www.zillow.com/research/data/
201158,58,California,CA,Stockton,1/1/2011,133213.00,53985.50,78375.00,123675.00,165037.50,212502.50,https://www.zillow.com/research/data/
201258,58,California,CA,Stockton,1/1/2012,129688.50,51070.00,73885.50,120327.50,161991.00,209670.00,https://www.zillow.com/research/data/
201358,58,California,CA,Stockton,1/1/2013,155853.50,65119.50,91244.00,145005.50,194876.00,248437.50,https://www.zillow.com/research/data/
201458,58,California,CA,Stockton,1/1/2014,197140.00,82792.50,117113.00,182546.00,246203.00,303826.50,https://www.zillow.com/research/data/
201558,58,California,CA,Stockton,1/1/2015,208749.50,84735.00,127855.50,193902.00,256381.50,315153.50,https://www.zillow.com/research/data/
201658,58,California,CA,Stockton,1/1/2016,232154.50,97559.00,145877.50,217495.00,282378.00,338718.00,https://www.zillow.com/research/data/
201758,58,California,CA,Stockton,1/1/2017,258159.00,112123.00,170440.50,242625.50,311458.50,366390.50,https://www.zillow.com/research/data/
201858,58,California,CA,Stockton,1/1/2018,291519.00,146533.00,202257.00,275167.50,346159.00,404768.50,https://www.zillow.com/research/data/
201958,58,California,CA,Stockton,1/1/2019,302872.00,161246.50,217356.50,286854.00,355440.00,412483.00,https://www.zillow.com/research/data/
202058,58,California,CA,Stockton,1/1/2020,316692.00,169637.00,228779.50,300490.00,369081.00,429919.00,https://www.zillow.com/research/data/
202158,58,California,CA,Stockton,1/1/2021,399067.50,211833.50,290736.50,378809.00,462582.00,532217.50,https://www.zillow.com/research/data/
201160,60,Texas,TX,Corpus Christi,1/1/2011,125382.00,72074.50,88137.00,131952.00,197565.50,284011.50,https://www.zillow.com/research/data/
201260,60,Texas,TX,Corpus Christi,1/1/2012,126466.00,75487.00,88828.50,132435.50,200490.50,285954.00,https://www.zillow.com/research/data/
201360,60,Texas,TX,Corpus Christi,1/1/2013,129422.50,77752.00,89870.00,134965.00,204671.50,289741.50,https://www.zillow.com/research/data/
201460,60,Texas,TX,Corpus Christi,1/1/2014,136010.50,79874.50,95569.50,143100.50,220414.00,311617.50,https://www.zillow.com/research/data/
201560,60,Texas,TX,Corpus Christi,1/1/2015,147219.00,93007.50,104011.50,155259.50,235221.50,335593.50,https://www.zillow.com/research/data/
201660,60,Texas,TX,Corpus Christi,1/1/2016,152141.50,97108.50,107629.00,160057.00,241513.50,344220.00,https://www.zillow.com/research/data/
201760,60,Texas,TX,Corpus Christi,1/1/2017,157870.00,98193.00,110029.00,164659.50,245688.50,349015.50,https://www.zillow.com/research/data/
201860,60,Texas,TX,Corpus Christi,1/1/2018,159217.50,96946.00,111366.00,166727.50,246948.00,349858.50,https://www.zillow.com/research/data/
201960,60,Texas,TX,Corpus Christi,1/1/2019,159760.00,99696.00,112279.00,168889.50,249661.50,355419.00,https://www.zillow.com/research/data/
202060,60,Texas,TX,Corpus Christi,1/1/2020,171509.00,112714.00,121965.00,179956.50,259977.50,376309.50,https://www.zillow.com/research/data/
202160,60,Texas,TX,Corpus Christi,1/1/2021,190229.50,131930.00,138395.50,202956.50,289376.00,401970.00,https://www.zillow.com/research/data/
201161,61,California,CA,Riverside,1/1/2011,222791.00,105843.00,151920.00,194965.00,254406.00,354558.50,https://www.zillow.com/research/data/
201261,61,California,CA,Riverside,1/1/2012,222096.00,104231.50,151159.50,195668.00,253122.50,345740.50,https://www.zillow.com/research/data/
201361,61,California,CA,Riverside,1/1/2013,269656.50,135332.50,184612.00,239592.00,308052.50,413118.00,https://www.zillow.com/research/data/
201461,61,California,CA,Riverside,1/1/2014,319377.00,167530.00,227691.00,285187.00,363775.50,479574.50,https://www.zillow.com/research/data/
201561,61,California,CA,Riverside,1/1/2015,333516.00,181287.00,245010.00,298969.00,377783.00,490961.00,https://www.zillow.com/research/data/
201661,61,California,CA,Riverside,1/1/2016,353560.00,191800.00,261265.00,321078.00,395242.00,504579.50,https://www.zillow.com/research/data/
201761,61,California,CA,Riverside,1/1/2017,375222.00,208474.50,281806.50,342899.00,417769.00,529992.00,https://www.zillow.com/research/data/
201861,61,California,CA,Riverside,1/1/2018,406721.00,234244.50,313136.50,372427.00,452148.00,565459.00,https://www.zillow.com/research/data/
201961,61,California,CA,Riverside,1/1/2019,417773.00,250061.00,326216.50,385393.50,461422.50,569986.50,https://www.zillow.com/research/data/
202061,61,California,CA,Riverside,1/1/2020,434391.50,261700.00,340493.00,402038.50,479453.00,585441.50,https://www.zillow.com/research/data/
202161,61,California,CA,Riverside,1/1/2021,533322.00,307967.50,414127.50,496874.50,589724.00,713664.00,https://www.zillow.com/research/data/
201162,62,California,CA,Santa Ana,1/1/2011,344390.00,139020.70,212102.50,327106.50,384704.50,451539.50,https://www.zillow.com/research/data/
201262,62,California,CA,Santa Ana,1/1/2012,345064.00,152770.00,214022.00,327752.00,383653.00,452857.50,https://www.zillow.com/research/data/
201362,62,California,CA,Santa Ana,1/1/2013,417040.50,181858.50,272421.50,397522.50,457876.00,534799.50,https://www.zillow.com/research/data/
201462,62,California,CA,Santa Ana,1/1/2014,444438.00,203275.00,305746.00,424245.00,493266.50,570241.00,https://www.zillow.com/research/data/
201562,62,California,CA,Santa Ana,1/1/2015,466028.50,218078.50,326286.00,445701.50,514545.00,590642.50,https://www.zillow.com/research/data/
201662,62,California,CA,Santa Ana,1/1/2016,498901.00,232994.00,349202.00,477752.00,549564.50,631278.00,https://www.zillow.com/research/data/
201762,62,California,CA,Santa Ana,1/1/2017,532961.00,252774.50,372421.00,511981.50,582591.00,664862.00,https://www.zillow.com/research/data/
201862,62,California,CA,Santa Ana,1/1/2018,572469.00,278736.50,403976.00,551346.00,625090.50,711115.00,https://www.zillow.com/research/data/
201962,62,California,CA,Santa Ana,1/1/2019,581344.50,284277.00,415171.00,561061.00,631949.50,717084.50,https://www.zillow.com/research/data/
202062,62,California,CA,Santa Ana,1/1/2020,608552.50,296292.00,434418.00,589315.00,656354.00,741568.00,https://www.zillow.com/research/data/
202162,62,California,CA,Santa Ana,1/1/2021,712877.50,335764.00,508147.50,689446.00,776403.00,876335.00,https://www.zillow.com/research/data/
201163,63,Florida,FL,Orlando,1/1/2011,131868.00,50813.50,66635.00,111557.00,171321.00,253843.00,https://www.zillow.com/research/data/
201263,63,Florida,FL,Orlando,1/1/2012,135336.50,55244.00,70483.00,114563.50,176000.00,260192.00,https://www.zillow.com/research/data/
201363,63,Florida,FL,Orlando,1/1/2013,160676.50,66386.50,84726.50,137301.00,208614.50,302339.00,https://www.zillow.com/research/data/
201463,63,Florida,FL,Orlando,1/1/2014,184736.00,73772.50,97093.00,159031.00,235078.50,332218.50,https://www.zillow.com/research/data/
201563,63,Florida,FL,Orlando,1/1/2015,192253.00,76278.50,100961.00,166131.00,241882.50,338149.50,https://www.zillow.com/research/data/
201663,63,Florida,FL,Orlando,1/1/2016,210762.50,80612.00,109827.50,183016.50,259843.50,356819.50,https://www.zillow.com/research/data/
201763,63,Florida,FL,Orlando,1/1/2017,228492.50,87236.00,122384.50,200931.00,276422.00,374457.00,https://www.zillow.com/research/data/
201863,63,Florida,FL,Orlando,1/1/2018,248352.00,95966.50,137452.00,221214.00,295185.50,392941.00,https://www.zillow.com/research/data/
201963,63,Florida,FL,Orlando,1/1/2019,260555.50,106780.00,149532.00,233915.50,307134.50,405933.00,https://www.zillow.com/research/data/
202063,63,Florida,FL,Orlando,1/1/2020,273860.00,114353.50,159339.50,247352.50,319922.50,417766.00,https://www.zillow.com/research/data/
202163,63,Florida,FL,Orlando,1/1/2021,309523.00,121802.50,176827.50,279458.50,362824.50,470097.50,https://www.zillow.com/research/data/
201164,64,California,CA,Irvine,1/1/2011,709454.50,244968.00,418282.00,578521.50,785354.50,1207561.50,https://www.zillow.com/research/data/
201264,64,California,CA,Irvine,1/1/2012,705382.50,237025.00,406494.50,570626.00,781117.00,1195947.50,https://www.zillow.com/research/data/
201364,64,California,CA,Irvine,1/1/2013,846788.00,318868.00,492442.50,686851.00,928307.50,1426892.50,https://www.zillow.com/research/data/
201464,64,California,CA,Irvine,1/1/2014,887786.00,339333.50,514954.50,717971.50,967204.00,1500070.50,https://www.zillow.com/research/data/
201564,64,California,CA,Irvine,1/1/2015,910962.50,349147.00,523538.50,734461.50,997529.50,1549914.50,https://www.zillow.com/research/data/
201664,64,California,CA,Irvine,1/1/2016,947107.50,364230.00,545911.50,761818.50,1037004.50,1593618.50,https://www.zillow.com/research/data/
201764,64,California,CA,Irvine,1/1/2017,986444.50,384752.00,568896.50,792420.00,1077281.50,1627035.50,https://www.zillow.com/research/data/
201864,64,California,CA,Irvine,1/1/2018,1039436.00,420213.50,612937.00,839742.00,1134421.00,1681892.00,https://www.zillow.com/research/data/
201964,64,California,CA,Irvine,1/1/2019,1033155.50,417703.00,616034.00,838022.50,1127307.50,1650486.50,https://www.zillow.com/research/data/
202064,64,California,CA,Irvine,1/1/2020,1042498.00,422298.00,618847.50,850484.50,1133914.50,1646768.50,https://www.zillow.com/research/data/
202164,64,California,CA,Irvine,1/1/2021,1189227.50,480649.00,688402.50,955101.00,1297249.00,1864203.00,https://www.zillow.com/research/data/
201165,65,Ohio,OH,Cincinnati,1/1/2011,122862.00,86777.50,94274.50,119712.50,174722.50,220452.50,https://www.zillow.com/research/data/
201265,65,Ohio,OH,Cincinnati,1/1/2012,116978.00,79861.00,88635.00,113962.50,167440.50,214101.00,https://www.zillow.com/research/data/
201365,65,Ohio,OH,Cincinnati,1/1/2013,117550.50,81478.50,88311.50,114326.50,170953.50,221346.50,https://www.zillow.com/research/data/
201465,65,Ohio,OH,Cincinnati,1/1/2014,118274.00,81145.50,87329.50,114742.50,173747.00,230416.00,https://www.zillow.com/research/data/
201565,65,Ohio,OH,Cincinnati,1/1/2015,124065.00,90752.00,92805.50,120585.00,180806.00,239287.50,https://www.zillow.com/research/data/
201665,65,Ohio,OH,Cincinnati,1/1/2016,128959.50,94459.50,96659.50,125177.00,187326.00,247001.00,https://www.zillow.com/research/data/
201765,65,Ohio,OH,Cincinnati,1/1/2017,142937.00,107638.50,108706.50,138404.00,205306.50,270534.00,https://www.zillow.com/research/data/
201865,65,Ohio,OH,Cincinnati,1/1/2018,152737.00,114898.50,117750.00,148292.50,216692.50,283905.00,https://www.zillow.com/research/data/
201965,65,Ohio,OH,Cincinnati,1/1/2019,162385.50,125589.00,126994.50,157034.50,227201.50,298937.00,https://www.zillow.com/research/data/
202065,65,Ohio,OH,Cincinnati,1/1/2020,174786.00,133448.00,137847.50,168386.00,239554.00,312441.00,https://www.zillow.com/research/data/
202165,65,Ohio,OH,Cincinnati,1/1/2021,209273.50,156040.00,164074.00,201153.50,280312.50,368561.50,https://www.zillow.com/research/data/
201166,66,New Jersey,NJ,Newark,1/1/2011,222492.50,161820.50,185158.00,184306.00,197027.00,248158.00,https://www.zillow.com/research/data/
201266,66,New Jersey,NJ,Newark,1/1/2012,203184.00,152728.00,171231.50,162103.50,176882.50,223549.00,https://www.zillow.com/research/data/
201366,66,New Jersey,NJ,Newark,1/1/2013,192766.00,141342.00,159810.50,157175.50,167641.50,209564.00,https://www.zillow.com/research/data/
201466,66,New Jersey,NJ,Newark,1/1/2014,188359.50,150852.00,158854.50,153203.50,162531.00,210877.50,https://www.zillow.com/research/data/
201566,66,New Jersey,NJ,Newark,1/1/2015,196290.50,157162.00,158982.00,159194.50,165665.50,215164.00,https://www.zillow.com/research/data/
201666,66,New Jersey,NJ,Newark,1/1/2016,213306.50,164864.00,168852.00,173002.50,181245.50,229176.50,https://www.zillow.com/research/data/
201766,66,New Jersey,NJ,Newark,1/1/2017,235595.00,177084.50,181737.00,187419.00,198842.50,253065.50,https://www.zillow.com/research/data/
201866,66,New Jersey,NJ,Newark,1/1/2018,259271.00,199424.00,203568.50,210399.00,220435.50,283732.00,https://www.zillow.com/research/data/
201966,66,New Jersey,NJ,Newark,1/1/2019,291674.00,236426.50,240359.00,244578.00,254450.50,317369.50,https://www.zillow.com/research/data/
202066,66,New Jersey,NJ,Newark,1/1/2020,327033.50,242153.00,258312.00,273848.50,289652.00,359939.00,https://www.zillow.com/research/data/
202166,66,New Jersey,NJ,Newark,1/1/2021,383058.50,265725.50,286507.00,316510.00,339867.00,423252.50,https://www.zillow.com/research/data/
201167,67,Minnesota,MN,Saint Paul,1/1/2011,150690.00,97974.50,132697.00,149365.00,177796.50,257767.50,https://www.zillow.com/research/data/
201267,67,Minnesota,MN,Saint Paul,1/1/2012,145291.50,86547.50,124857.50,143871.50,175934.00,261130.00,https://www.zillow.com/research/data/
201367,67,Minnesota,MN,Saint Paul,1/1/2013,160690.50,97801.00,138233.50,159097.50,193079.00,283342.00,https://www.zillow.com/research/data/
201467,67,Minnesota,MN,Saint Paul,1/1/2014,178532.00,112312.00,154813.00,176579.00,213433.00,307506.00,https://www.zillow.com/research/data/
201567,67,Minnesota,MN,Saint Paul,1/1/2015,184113.50,117940.00,157999.00,182406.50,221083.50,319648.00,https://www.zillow.com/research/data/
201667,67,Minnesota,MN,Saint Paul,1/1/2016,189579.00,124768.50,165443.00,187322.00,226072.50,323172.00,https://www.zillow.com/research/data/
201767,67,Minnesota,MN,Saint Paul,1/1/2017,210114.50,138311.00,181465.50,207745.50,251268.50,356447.00,https://www.zillow.com/research/data/
201867,67,Minnesota,MN,Saint Paul,1/1/2018,226137.50,151366.00,195761.50,223669.00,267505.50,373312.50,https://www.zillow.com/research/data/
201967,67,Minnesota,MN,Saint Paul,1/1/2019,235418.50,156862.00,204767.50,232733.00,276206.00,380180.50,https://www.zillow.com/research/data/
202067,67,Minnesota,MN,Saint Paul,1/1/2020,245539.00,164392.00,215521.00,242387.50,287396.00,393986.50,https://www.zillow.com/research/data/
202167,67,Minnesota,MN,Saint Paul,1/1/2021,273061.50,177734.00,238549.50,270123.00,318460.00,431134.50,https://www.zillow.com/research/data/
201168,68,Pennsylvania,PA,Pittsburgh,1/1/2011,110758.50,82621.00,80446.00,108399.00,176693.00,236187.00,https://www.zillow.com/research/data/
201268,68,Pennsylvania,PA,Pittsburgh,1/1/2012,113371.00,83308.50,83091.00,110782.00,182075.00,245778.00,https://www.zillow.com/research/data/
201368,68,Pennsylvania,PA,Pittsburgh,1/1/2013,117759.00,86506.50,85934.50,115851.00,193037.00,262975.50,https://www.zillow.com/research/data/
201468,68,Pennsylvania,PA,Pittsburgh,1/1/2014,124734.50,91355.00,90638.00,121838.00,204475.00,281563.50,https://www.zillow.com/research/data/
201568,68,Pennsylvania,PA,Pittsburgh,1/1/2015,131826.50,99332.50,96980.50,128013.00,216392.50,299167.00,https://www.zillow.com/research/data/
201668,68,Pennsylvania,PA,Pittsburgh,1/1/2016,140905.50,105654.50,103864.50,136565.50,228824.00,314081.00,https://www.zillow.com/research/data/
201768,68,Pennsylvania,PA,Pittsburgh,1/1/2017,149571.50,109794.00,110387.00,145051.50,240353.50,330323.00,https://www.zillow.com/research/data/
201868,68,Pennsylvania,PA,Pittsburgh,1/1/2018,163589.50,120080.00,122566.00,158024.50,259874.00,352999.00,https://www.zillow.com/research/data/
201968,68,Pennsylvania,PA,Pittsburgh,1/1/2019,173672.50,126872.00,131459.00,168156.50,270711.00,368068.50,https://www.zillow.com/research/data/
202068,68,Pennsylvania,PA,Pittsburgh,1/1/2020,181704.50,131994.00,137662.50,175606.00,283139.50,383840.50,https://www.zillow.com/research/data/
202168,68,Pennsylvania,PA,Pittsburgh,1/1/2021,218523.00,149991.50,166637.00,211782.00,333129.00,447217.50,https://www.zillow.com/research/data/
201169,69,North Carolina,NC,Greensboro,1/1/2011,133343.00,69698.00,80922.50,121363.00,220429.00,337829.50,https://www.zillow.com/research/data/
201269,69,North Carolina,NC,Greensboro,1/1/2012,127841.50,65079.50,75737.50,116128.00,212771.50,326598.50,https://www.zillow.com/research/data/
201369,69,North Carolina,NC,Greensboro,1/1/2013,130235.00,64140.00,75001.50,117825.50,219968.00,338292.00,https://www.zillow.com/research/data/
201469,69,North Carolina,NC,Greensboro,1/1/2014,132570.00,64450.00,74477.50,119979.00,224732.50,345261.50,https://www.zillow.com/research/data/
201569,69,North Carolina,NC,Greensboro,1/1/2015,134464.50,65163.50,75023.00,121727.00,227917.50,350052.00,https://www.zillow.com/research/data/
201669,69,North Carolina,NC,Greensboro,1/1/2016,136425.00,66765.00,75433.50,123425.50,231583.50,354878.00,https://www.zillow.com/research/data/
201769,69,North Carolina,NC,Greensboro,1/1/2017,144680.50,68810.00,80564.50,131313.50,242778.50,366898.50,https://www.zillow.com/research/data/
201869,69,North Carolina,NC,Greensboro,1/1/2018,152530.50,74423.50,86759.00,138804.50,253225.50,378510.50,https://www.zillow.com/research/data/
201969,69,North Carolina,NC,Greensboro,1/1/2019,162028.50,78985.00,93831.50,147968.00,263206.00,386854.50,https://www.zillow.com/research/data/
202069,69,North Carolina,NC,Greensboro,1/1/2020,175142.50,86926.00,102840.00,160631.50,278589.00,400283.50,https://www.zillow.com/research/data/
202169,69,North Carolina,NC,Greensboro,1/1/2021,203397.00,102327.50,121319.50,186699.00,317728.00,450470.00,https://www.zillow.com/research/data/
201170,70,Missouri,MO,Saint Louis,1/1/2011,107783.00,95958.00,110276.50,128025.00,149745.50,212962.50,https://www.zillow.com/research/data/
201270,70,Missouri,MO,Saint Louis,1/1/2012,101257.00,85154.50,103362.00,123897.50,148002.50,210341.00,https://www.zillow.com/research/data/
201370,70,Missouri,MO,Saint Louis,1/1/2013,98311.50,81928.50,101905.50,124056.00,149196.50,203910.50,https://www.zillow.com/research/data/
201470,70,Missouri,MO,Saint Louis,1/1/2014,93462.50,76945.00,98160.50,122624.00,151213.50,208609.50,https://www.zillow.com/research/data/
201570,70,Missouri,MO,Saint Louis,1/1/2015,99473.00,82352.50,104983.00,132074.50,166565.50,228471.00,https://www.zillow.com/research/data/
201670,70,Missouri,MO,Saint Louis,1/1/2016,102480.50,86349.50,109034.00,135581.50,169439.50,231598.00,https://www.zillow.com/research/data/
201770,70,Missouri,MO,Saint Louis,1/1/2017,107003.50,89010.50,114176.00,143099.00,179947.00,241638.00,https://www.zillow.com/research/data/
201870,70,Missouri,MO,Saint Louis,1/1/2018,118023.50,97504.00,123868.00,156244.00,198740.50,267545.00,https://www.zillow.com/research/data/
201970,70,Missouri,MO,Saint Louis,1/1/2019,121908.00,101921.00,127216.50,161664.00,205796.50,280035.50,https://www.zillow.com/research/data/
202070,70,Missouri,MO,Saint Louis,1/1/2020,131926.50,106984.00,137579.00,173350.00,219791.50,288890.50,https://www.zillow.com/research/data/
202170,70,Missouri,MO,Saint Louis,1/1/2021,153783.50,126116.50,157626.00,199568.00,253031.50,327573.00,https://www.zillow.com/research/data/
201171,71,Nebraska,NE,Lincoln,1/1/2011,143373.50,121445.50,113848.00,143538.00,204246.50,250233.50,https://www.zillow.com/research/data/
201271,71,Nebraska,NE,Lincoln,1/1/2012,141606.00,118088.00,112124.00,141715.00,201992.00,247062.00,https://www.zillow.com/research/data/
201371,71,Nebraska,NE,Lincoln,1/1/2013,153241.50,129422.00,120614.00,153376.50,220617.00,270988.00,https://www.zillow.com/research/data/
201471,71,Nebraska,NE,Lincoln,1/1/2014,152768.50,128746.00,120342.50,153130.50,220609.50,272691.50,https://www.zillow.com/research/data/
201571,71,Nebraska,NE,Lincoln,1/1/2015,161227.00,136473.00,127091.00,161640.00,232427.50,287110.00,https://www.zillow.com/research/data/
201671,71,Nebraska,NE,Lincoln,1/1/2016,167435.50,142092.50,132215.00,167820.00,240131.50,294524.50,https://www.zillow.com/research/data/
201771,71,Nebraska,NE,Lincoln,1/1/2017,179368.00,151501.50,142166.00,179566.00,255716.00,314395.00,https://www.zillow.com/research/data/
201871,71,Nebraska,NE,Lincoln,1/1/2018,190735.50,161202.00,151439.50,190635.00,270475.00,333154.50,https://www.zillow.com/research/data/
201971,71,Nebraska,NE,Lincoln,1/1/2019,199829.50,166573.50,159333.50,200194.00,277319.00,337747.50,https://www.zillow.com/research/data/
202071,71,Nebraska,NE,Lincoln,1/1/2020,206405.00,175433.00,164951.50,206821.50,285473.00,346885.00,https://www.zillow.com/research/data/
202171,71,Nebraska,NE,Lincoln,1/1/2021,239984.00,202191.00,192750.00,240544.50,326178.50,396055.50,https://www.zillow.com/research/data/
201172,72,Texas,TX,Plano,1/1/2011,214394.00,100016.50,141277.50,164561.00,244630.00,343567.50,https://www.zillow.com/research/data/
201272,72,Texas,TX,Plano,1/1/2012,221487.50,97844.50,145178.00,170088.00,252576.50,354701.50,https://www.zillow.com/research/data/
201372,72,Texas,TX,Plano,1/1/2013,236001.50,104442.50,153179.50,180646.50,268649.50,374282.00,https://www.zillow.com/research/data/
201472,72,Texas,TX,Plano,1/1/2014,257953.50,112683.00,167521.00,198544.00,292901.00,402705.00,https://www.zillow.com/research/data/
201572,72,Texas,TX,Plano,1/1/2015,287377.00,129975.00,189769.50,223094.50,324682.00,439890.00,https://www.zillow.com/research/data/
201672,72,Texas,TX,Plano,1/1/2016,311768.00,142929.00,211940.50,245917.50,349047.50,465433.50,https://www.zillow.com/research/data/
201772,72,Texas,TX,Plano,1/1/2017,336346.50,157896.00,231663.00,268979.50,372350.00,488487.50,https://www.zillow.com/research/data/
201872,72,Texas,TX,Plano,1/1/2018,346470.50,169101.00,244183.00,281272.50,380378.50,494717.00,https://www.zillow.com/research/data/
201972,72,Texas,TX,Plano,1/1/2019,345363.50,169518.50,244247.00,282372.50,379122.00,488555.00,https://www.zillow.com/research/data/
202072,72,Texas,TX,Plano,1/1/2020,346070.50,175108.00,246768.50,285130.00,379772.50,487476.50,https://www.zillow.com/research/data/
202172,72,Texas,TX,Plano,1/1/2021,418720.00,201140.50,291360.00,343630.00,460291.00,587071.00,https://www.zillow.com/research/data/
201173,73,Alaska,AK,Anchorage,1/1/2011,311298.00,169022.00,185462.00,277219.00,361443.00,442855.00,https://www.zillow.com/research/data/
201273,73,Alaska,AK,Anchorage,1/1/2012,320151.00,170352.50,188610.50,285109.00,372592.00,455300.50,https://www.zillow.com/research/data/
201373,73,Alaska,AK,Anchorage,1/1/2013,329224.00,165984.00,194450.00,292771.50,384083.00,467488.50,https://www.zillow.com/research/data/
201473,73,Alaska,AK,Anchorage,1/1/2014,337848.00,173960.50,200033.00,300443.00,393736.00,475222.50,https://www.zillow.com/research/data/
201573,73,Alaska,AK,Anchorage,1/1/2015,347864.50,174756.50,204008.50,309136.50,405519.50,492796.50,https://www.zillow.com/research/data/
201673,73,Alaska,AK,Anchorage,1/1/2016,349531.50,172933.00,204776.00,311551.00,406070.00,494621.00,https://www.zillow.com/research/data/
201773,73,Alaska,AK,Anchorage,1/1/2017,345169.50,170416.00,201414.00,307791.50,400519.00,488539.50,https://www.zillow.com/research/data/
201873,73,Alaska,AK,Anchorage,1/1/2018,348934.00,168301.00,202581.50,310726.00,405180.50,490931.00,https://www.zillow.com/research/data/
201973,73,Alaska,AK,Anchorage,1/1/2019,376230.50,174745.00,213092.00,335240.50,434512.00,519519.50,https://www.zillow.com/research/data/
202073,73,Alaska,AK,Anchorage,1/1/2020,363828.00,175803.00,215585.50,325580.50,417118.50,505119.50,https://www.zillow.com/research/data/
202173,73,Alaska,AK,Anchorage,1/1/2021,386293.50,182718.50,233835.50,348141.50,439046.00,523015.00,https://www.zillow.com/research/data/
201174,74,North Carolina,NC,Durham,1/1/2011,173763.50,114658.50,119833.00,158634.50,239943.50,327673.00,https://www.zillow.com/research/data/
201274,74,North Carolina,NC,Durham,1/1/2012,165082.50,114476.00,112377.00,150418.50,230384.00,314748.00,https://www.zillow.com/research/data/
201374,74,North Carolina,NC,Durham,1/1/2013,173155.50,111900.50,118900.50,157406.50,241050.00,331657.50,https://www.zillow.com/research/data/
201474,74,North Carolina,NC,Durham,1/1/2014,181836.50,99312.00,123106.00,165382.00,254233.00,349121.50,https://www.zillow.com/research/data/
201574,74,North Carolina,NC,Durham,1/1/2015,187012.50,111281.00,127397.50,170565.00,258945.00,355666.50,https://www.zillow.com/research/data/
201674,74,North Carolina,NC,Durham,1/1/2016,199077.00,113195.00,135026.50,181524.00,274296.50,370972.50,https://www.zillow.com/research/data/
201774,74,North Carolina,NC,Durham,1/1/2017,214394.50,128355.00,147590.00,196134.00,289979.00,386523.50,https://www.zillow.com/research/data/
201874,74,North Carolina,NC,Durham,1/1/2018,234040.00,148092.00,165426.00,215561.50,310458.50,406205.00,https://www.zillow.com/research/data/
201974,74,North Carolina,NC,Durham,1/1/2019,252311.50,169797.00,181573.50,233427.00,329617.50,428602.00,https://www.zillow.com/research/data/
202074,74,North Carolina,NC,Durham,1/1/2020,264304.50,183650.50,194246.00,245325.00,341077.00,442067.00,https://www.zillow.com/research/data/
202174,74,North Carolina,NC,Durham,1/1/2021,314496.50,211638.00,229229.50,292391.50,406237.00,520258.00,https://www.zillow.com/research/data/
201175,75,New Jersey,NJ,Jersey City,1/1/2011,282310.00,306726.50,397301.50,300482.50,283982.50,299933.00,https://www.zillow.com/research/data/
201275,75,New Jersey,NJ,Jersey City,1/1/2012,272130.00,304456.00,364742.00,303058.00,285664.50,297587.50,https://www.zillow.com/research/data/
201375,75,New Jersey,NJ,Jersey City,1/1/2013,286890.00,328660.50,386024.00,315621.00,299661.50,314675.00,https://www.zillow.com/research/data/
201475,75,New Jersey,NJ,Jersey City,1/1/2014,314745.00,367817.00,426867.00,347701.50,332334.00,345716.00,https://www.zillow.com/research/data/
201575,75,New Jersey,NJ,Jersey City,1/1/2015,330900.00,390149.50,453688.00,370242.50,357180.00,373238.00,https://www.zillow.com/research/data/
201675,75,New Jersey,NJ,Jersey City,1/1/2016,365580.50,433664.00,495381.50,410903.00,403386.50,424509.50,https://www.zillow.com/research/data/
201775,75,New Jersey,NJ,Jersey City,1/1/2017,408525.00,471067.50,537922.50,458794.50,445592.00,478914.00,https://www.zillow.com/research/data/
201875,75,New Jersey,NJ,Jersey City,1/1/2018,459463.00,503269.50,568473.00,501645.00,497800.50,540612.50,https://www.zillow.com/research/data/
201975,75,New Jersey,NJ,Jersey City,1/1/2019,489001.00,490562.50,566059.00,523939.50,529699.50,576188.50,https://www.zillow.com/research/data/
202075,75,New Jersey,NJ,Jersey City,1/1/2020,514131.50,487710.50,570039.50,541306.00,548908.00,603894.00,https://www.zillow.com/research/data/
