Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Less than 20.0 percent',)","Stockton city, California","10,790","±1,637",32.40%,±4.1
"('Less than 20.0 percent',)","Tampa city, Florida","16,002","±1,611",34.60%,±3.5
"('Less than 20.0 percent',)","Tucson city, Arizona","23,423","±1,875",35.40%,±2.5
"('Less than 20.0 percent',)","Tulsa city, Oklahoma","24,203","±1,724",46.00%,±2.5
"('Less than 20.0 percent',)","Virginia Beach city, Virginia","26,997","±2,306",33.10%,±2.6
"('Less than 20.0 percent',)","Washington city, District of Columbia","33,845","±1,901",39.10%,±2.0
"('Less than 20.0 percent',)","Wichita city, Kansas","27,041","±1,977",45.10%,±2.7
"('20.0 to 24.9 percent',)","Albuquerque city, New Mexico","15,686","±2,105",16.70%,±2.1
"('20.0 to 24.9 percent',)","Anaheim city, California","3,987",±966,12.30%,±2.9
"('20.0 to 24.9 percent',)","Anchorage municipality, Alaska","9,583","±1,525",20.80%,±2.9
"('20.0 to 24.9 percent',)","Arlington city, Texas","8,434","±1,431",15.90%,±2.2
"('20.0 to 24.9 percent',)","Atlanta city, Georgia","8,735","±1,223",14.60%,±1.9
"('20.0 to 24.9 percent',)","Aurora city, Colorado","9,209","±1,342",16.80%,±2.5
"('20.0 to 24.9 percent',)","Austin city, Texas","18,643","±2,131",17.50%,±1.9
"('20.0 to 24.9 percent',)","Bakersfield city, California","8,033","±1,468",16.20%,±2.9
"('20.0 to 24.9 percent',)","Baltimore city, Maryland","8,811","±1,096",11.50%,±1.4
"('20.0 to 24.9 percent',)","Boston city, Massachusetts","8,410","±1,086",13.70%,±1.7
"('20.0 to 24.9 percent',)","Charlotte city, North Carolina","20,555","±1,926",15.80%,±1.3
"('20.0 to 24.9 percent',)","Chicago city, Illinois","46,163","±2,629",14.10%,±0.8
"('20.0 to 24.9 percent',)","Cincinnati city, Ohio","5,185",±997,14.50%,±2.6
"('20.0 to 24.9 percent',)","Cleveland city, Ohio","6,700","±1,175",15.70%,±2.6
"('20.0 to 24.9 percent',)","Colorado Springs city, Colorado","13,059","±1,420",18.10%,±1.8
"('20.0 to 24.9 percent',)","Columbus city, Ohio","21,492","±2,171",18.40%,±1.8
"('20.0 to 24.9 percent',)","Corpus Christi city, Texas","7,323","±1,449",19.80%,±3.5
"('20.0 to 24.9 percent',)","Dallas city, Texas","19,288","±1,995",16.00%,±1.5
"('20.0 to 24.9 percent',)","Denver city, Colorado","17,532","±2,029",17.70%,±1.9
"('20.0 to 24.9 percent',)","Detroit city, Michigan","7,344",±999,12.50%,±1.6
"('20.0 to 24.9 percent',)","Durham city, North Carolina","7,070","±1,156",17.80%,±2.7
"('20.0 to 24.9 percent',)","El Paso city, Texas","12,210","±1,782",15.60%,±2.2
"('20.0 to 24.9 percent',)","Fort Worth city, Texas","20,526","±2,857",19.80%,±2.5
"('20.0 to 24.9 percent',)","Fresno city, California","8,255","±1,326",15.20%,±2.4
"('20.0 to 24.9 percent',)","Greensboro city, North Carolina","7,366","±1,132",17.80%,±2.7
"('20.0 to 24.9 percent',)","Henderson city, Nevada","7,339","±1,420",16.20%,±3.0
"('20.0 to 24.9 percent',)","Houston city, Texas","28,366","±2,356",14.10%,±1.0
"('20.0 to 24.9 percent',)","Indianapolis city (balance), Indiana","19,217","±2,229",15.10%,±1.7
"('20.0 to 24.9 percent',)","Irvine city, California","6,374","±1,468",21.40%,±4.6
"('20.0 to 24.9 percent',)","Jacksonville city, Florida","20,619","±2,622",16.30%,±2.0
"('20.0 to 24.9 percent',)","Jersey City city, New Jersey","2,918",±814,13.70%,±3.5
"('20.0 to 24.9 percent',)","Kansas City city, Missouri","10,866","±1,339",15.30%,±1.8
"('20.0 to 24.9 percent',)","Las Vegas city, Nevada","12,925","±1,515",15.30%,±1.7
"('20.0 to 24.9 percent',)","Lincoln city, Nebraska","8,566","±1,154",20.40%,±2.7
"('20.0 to 24.9 percent',)","Long Beach city, California","7,077","±1,117",14.40%,±2.1
"('20.0 to 24.9 percent',)","Los Angeles city, California","40,276","±3,029",10.80%,±0.8
"('20.0 to 24.9 percent',)","Memphis city, Tennessee","11,159","±1,636",13.40%,±2.0
"('20.0 to 24.9 percent',)","Mesa city, Arizona","11,422","±1,466",17.60%,±2.0
"('20.0 to 24.9 percent',)","Miami city, Florida","3,312",±840,11.60%,±2.8
"('20.0 to 24.9 percent',)","Milwaukee city, Wisconsin","12,427","±1,505",18.60%,±2.0
"('20.0 to 24.9 percent',)","Minneapolis city, Minnesota","9,451","±1,018",15.60%,±1.5
"('20.0 to 24.9 percent',)","New Orleans city, Louisiana","4,856",±764,12.10%,±1.8
"('20.0 to 24.9 percent',)","New York city, New York","75,197","±3,845",12.30%,±0.6
"('20.0 to 24.9 percent',)","Newark city, New Jersey","1,003",±385,6.40%,±2.4
"('20.0 to 24.9 percent',)","Oakland city, California","6,215","±1,030",13.40%,±2.0
"('20.0 to 24.9 percent',)","Oklahoma City city, Oklahoma","15,546","±1,735",17.40%,±1.8
"('20.0 to 24.9 percent',)","Omaha city, Nebraska","10,857","±1,040",16.60%,±1.5
"('20.0 to 24.9 percent',)","Orlando city, Florida","4,333",±961,15.70%,±3.5
"('20.0 to 24.9 percent',)","Philadelphia city, Pennsylvania","27,348","±2,099",15.50%,±1.2
"('20.0 to 24.9 percent',)","Phoenix city, Arizona","30,215","±2,273",14.70%,±1.1
"('20.0 to 24.9 percent',)","Pittsburgh city, Pennsylvania","4,904",±965,13.20%,±2.4
"('20.0 to 24.9 percent',)","Plano city, Texas","7,148","±1,118",15.40%,±2.4
"('20.0 to 24.9 percent',)","Portland city, Oregon","18,230","±1,906",18.30%,±1.8
"('20.0 to 24.9 percent',)","Raleigh city, North Carolina","10,410","±1,604",15.40%,±2.1
"('20.0 to 24.9 percent',)","Riverside city, California","6,235","±1,020",15.80%,±2.4
"('20.0 to 24.9 percent',)","Sacramento city, California","9,393","±1,429",15.00%,±2.1
"('20.0 to 24.9 percent',)","San Antonio city, Texas","24,810","±2,460",14.70%,±1.4
"('20.0 to 24.9 percent',)","San Diego city, California","26,568","±2,715",16.00%,±1.5
"('20.0 to 24.9 percent',)","San Francisco city, California","12,159","±1,786",13.80%,±1.9
"('20.0 to 24.9 percent',)","San Jose city, California","20,554","±2,133",15.60%,±1.5
"('20.0 to 24.9 percent',)","Santa Ana city, California","3,414",±631,14.10%,±2.4
"('20.0 to 24.9 percent',)","Seattle city, Washington","15,724","±1,515",16.00%,±1.5
"('20.0 to 24.9 percent',)","St. Louis city, Missouri","7,013","±1,300",17.00%,±2.8
"('20.0 to 24.9 percent',)","St. Paul city, Minnesota","6,874","±1,123",16.30%,±2.4
"('20.0 to 24.9 percent',)","Stockton city, California","4,712",±795,14.10%,±2.4
"('20.0 to 24.9 percent',)","Tampa city, Florida","6,416","±1,177",13.90%,±2.3
"('20.0 to 24.9 percent',)","Tucson city, Arizona","11,333","±1,721",17.10%,±2.5
"('20.0 to 24.9 percent',)","Tulsa city, Oklahoma","8,003",±887,15.20%,±1.6
"('20.0 to 24.9 percent',)","Virginia Beach city, Virginia","12,626","±1,297",15.50%,±1.5
"('20.0 to 24.9 percent',)","Washington city, District of Columbia","14,135","±1,791",16.30%,±1.9
"('20.0 to 24.9 percent',)","Wichita city, Kansas","10,390","±1,438",17.30%,±2.1
"('25.0 to 29.9 percent',)","Albuquerque city, New Mexico","9,954","±1,468",10.60%,±1.5
"('25.0 to 29.9 percent',)","Anaheim city, California","4,668",±874,14.40%,±2.6
"('25.0 to 29.9 percent',)","Anchorage municipality, Alaska","5,477","±1,207",11.90%,±2.5
"('25.0 to 29.9 percent',)","Arlington city, Texas","6,066","±1,192",11.50%,±2.2
"('25.0 to 29.9 percent',)","Atlanta city, Georgia","6,260","±1,123",10.50%,±1.8
"('25.0 to 29.9 percent',)","Aurora city, Colorado","8,403","±1,420",15.30%,±2.3
"('25.0 to 29.9 percent',)","Austin city, Texas","13,815","±2,084",13.00%,±1.8
"('25.0 to 29.9 percent',)","Bakersfield city, California","6,937","±1,306",14.00%,±2.5
"('25.0 to 29.9 percent',)","Baltimore city, Maryland","9,210","±1,265",12.00%,±1.6
"('25.0 to 29.9 percent',)","Boston city, Massachusetts","6,969","±1,239",11.30%,±1.8
"('25.0 to 29.9 percent',)","Charlotte city, North Carolina","13,208","±1,796",10.20%,±1.3
"('25.0 to 29.9 percent',)","Chicago city, Illinois","39,246","±2,555",12.00%,±0.8
"('25.0 to 29.9 percent',)","Cincinnati city, Ohio","3,516",±929,9.80%,±2.5
"('25.0 to 29.9 percent',)","Cleveland city, Ohio","5,214",±939,12.20%,±2.0
"('25.0 to 29.9 percent',)","Colorado Springs city, Colorado","9,692","±1,723",13.40%,±2.3
"('25.0 to 29.9 percent',)","Columbus city, Ohio","14,696","±1,941",12.60%,±1.6
"('25.0 to 29.9 percent',)","Corpus Christi city, Texas","3,784",±901,10.20%,±2.4
"('25.0 to 29.9 percent',)","Dallas city, Texas","12,916","±1,710",10.70%,±1.3
"('25.0 to 29.9 percent',)","Denver city, Colorado","10,602","±1,575",10.70%,±1.5
"('25.0 to 29.9 percent',)","Detroit city, Michigan","6,064",±887,10.30%,±1.4
"('25.0 to 29.9 percent',)","Durham city, North Carolina","4,085","±1,030",10.30%,±2.5
"('25.0 to 29.9 percent',)","El Paso city, Texas","8,951","±1,380",11.50%,±1.8
"('25.0 to 29.9 percent',)","Fort Worth city, Texas","11,384","±1,994",11.00%,±1.8
"('25.0 to 29.9 percent',)","Fresno city, California","6,047","±1,063",11.10%,±1.8
"('25.0 to 29.9 percent',)","Greensboro city, North Carolina","3,822",±954,9.30%,±2.4
"('25.0 to 29.9 percent',)","Henderson city, Nevada","4,765",±934,10.50%,±2.0
"('25.0 to 29.9 percent',)","Houston city, Texas","20,959","±2,501",10.40%,±1.2
"('25.0 to 29.9 percent',)","Indianapolis city (balance), Indiana","12,914","±1,605",10.20%,±1.2
"('25.0 to 29.9 percent',)","Irvine city, California","4,272","±1,569",14.30%,±4.7
"('25.0 to 29.9 percent',)","Jacksonville city, Florida","14,623","±2,127",11.60%,±1.7
"('25.0 to 29.9 percent',)","Jersey City city, New Jersey","2,697",±767,12.60%,±3.1
"('25.0 to 29.9 percent',)","Kansas City city, Missouri","8,215","±1,435",11.60%,±1.9
"('25.0 to 29.9 percent',)","Las Vegas city, Nevada","8,452","±1,178",10.00%,±1.5
"('25.0 to 29.9 percent',)","Lincoln city, Nebraska","4,499",±795,10.70%,±1.8
"('25.0 to 29.9 percent',)","Long Beach city, California","6,559","±1,043",13.40%,±2.1
"('25.0 to 29.9 percent',)","Los Angeles city, California","41,423","±2,751",11.10%,±0.7
"('25.0 to 29.9 percent',)","Memphis city, Tennessee","9,524","±1,588",11.40%,±1.7
"('25.0 to 29.9 percent',)","Mesa city, Arizona","6,739","±1,216",10.40%,±1.8
"('25.0 to 29.9 percent',)","Miami city, Florida","3,297",±851,11.50%,±2.7
"('25.0 to 29.9 percent',)","Milwaukee city, Wisconsin","9,026","±1,125",13.50%,±1.6
"('25.0 to 29.9 percent',)","Minneapolis city, Minnesota","7,526","±1,164",12.40%,±1.8
"('25.0 to 29.9 percent',)","New Orleans city, Louisiana","3,713",±795,9.20%,±2.0
"('25.0 to 29.9 percent',)","New York city, New York","61,257","±3,913",10.00%,±0.6
"('25.0 to 29.9 percent',)","Newark city, New Jersey","1,019",±420,6.60%,±2.5
"('25.0 to 29.9 percent',)","Oakland city, California","5,876","±1,009",12.70%,±2.0
"('25.0 to 29.9 percent',)","Oklahoma City city, Oklahoma","9,793","±1,390",10.90%,±1.6
"('25.0 to 29.9 percent',)","Omaha city, Nebraska","7,183","±1,173",11.00%,±1.8
"('25.0 to 29.9 percent',)","Orlando city, Florida","3,583",±877,13.00%,±3.2
"('25.0 to 29.9 percent',)","Philadelphia city, Pennsylvania","19,296","±2,168",10.90%,±1.2
"('25.0 to 29.9 percent',)","Phoenix city, Arizona","23,722","±2,428",11.60%,±1.2
"('25.0 to 29.9 percent',)","Pittsburgh city, Pennsylvania","3,613",±743,9.70%,±1.9
"('25.0 to 29.9 percent',)","Plano city, Texas","5,412","±1,147",11.70%,±2.4
"('25.0 to 29.9 percent',)","Portland city, Oregon","13,674","±1,798",13.80%,±1.6
"('25.0 to 29.9 percent',)","Raleigh city, North Carolina","6,533","±1,272",9.70%,±1.8
"('25.0 to 29.9 percent',)","Riverside city, California","5,415","±1,349",13.80%,±3.4
"('25.0 to 29.9 percent',)","Sacramento city, California","8,665","±1,479",13.90%,±2.3
"('25.0 to 29.9 percent',)","San Antonio city, Texas","16,017","±1,625",9.50%,±1.0
"('25.0 to 29.9 percent',)","San Diego city, California","20,072","±1,689",12.10%,±1.1
"('25.0 to 29.9 percent',)","San Francisco city, California","11,396","±1,818",12.90%,±1.9
"('25.0 to 29.9 percent',)","San Jose city, California","17,993","±1,868",13.70%,±1.3
"('25.0 to 29.9 percent',)","Santa Ana city, California","2,822",±688,11.70%,±2.8
"('25.0 to 29.9 percent',)","Seattle city, Washington","13,643","±1,462",13.90%,±1.5
"('25.0 to 29.9 percent',)","St. Louis city, Missouri","4,674",±872,11.40%,±2.1
"('25.0 to 29.9 percent',)","St. Paul city, Minnesota","4,089",±907,9.70%,±2.1
"('25.0 to 29.9 percent',)","Stockton city, California","3,742",±890,11.20%,±2.5
"('25.0 to 29.9 percent',)","Tampa city, Florida","5,187","±1,126",11.20%,±2.3
"('25.0 to 29.9 percent',)","Tucson city, Arizona","8,707","±1,345",13.20%,±2.0
"('25.0 to 29.9 percent',)","Tulsa city, Oklahoma","5,869",±876,11.20%,±1.6
"('25.0 to 29.9 percent',)","Virginia Beach city, Virginia","10,147","±1,358",12.40%,±1.6
"('25.0 to 29.9 percent',)","Washington city, District of Columbia","10,804","±1,539",12.50%,±1.6
"('25.0 to 29.9 percent',)","Wichita city, Kansas","6,771","±1,110",11.30%,±1.8
"('30.0 to 34.9 percent',)","Albuquerque city, New Mexico","7,698","±1,572",8.20%,±1.6
"('30.0 to 34.9 percent',)","Anaheim city, California","3,553",±891,10.90%,±2.6
"('30.0 to 34.9 percent',)","Anchorage municipality, Alaska","3,887",±992,8.40%,±2.1
"('30.0 to 34.9 percent',)","Arlington city, Texas","4,498","±1,027",8.50%,±1.8
"('30.0 to 34.9 percent',)","Atlanta city, Georgia","4,639",±991,7.80%,±1.6
"('30.0 to 34.9 percent',)","Aurora city, Colorado","5,382","±1,071",9.80%,±1.9
"('30.0 to 34.9 percent',)","Austin city, Texas","8,163","±1,287",7.70%,±1.2
"('30.0 to 34.9 percent',)","Bakersfield city, California","4,694","±1,024",9.50%,±2.0
"('30.0 to 34.9 percent',)","Baltimore city, Maryland","7,395","±1,235",9.70%,±1.6
"('30.0 to 34.9 percent',)","Boston city, Massachusetts","5,496","±1,040",8.90%,±1.6
"('30.0 to 34.9 percent',)","Charlotte city, North Carolina","10,296","±1,524",7.90%,±1.1
"('30.0 to 34.9 percent',)","Chicago city, Illinois","28,755","±2,461",8.80%,±0.7
"('30.0 to 34.9 percent',)","Cincinnati city, Ohio","2,113",±612,5.90%,±1.6
"('30.0 to 34.9 percent',)","Cleveland city, Ohio","3,148",±670,7.40%,±1.5
"('30.0 to 34.9 percent',)","Colorado Springs city, Colorado","6,302","±1,004",8.70%,±1.3
"('30.0 to 34.9 percent',)","Columbus city, Ohio","7,898","±1,246",6.80%,±1.1
"('30.0 to 34.9 percent',)","Corpus Christi city, Texas","3,023",±940,8.20%,±2.6
"('30.0 to 34.9 percent',)","Dallas city, Texas","9,368","±1,271",7.80%,±1.1
"('30.0 to 34.9 percent',)","Denver city, Colorado","8,321","±1,543",8.40%,±1.5
"('30.0 to 34.9 percent',)","Detroit city, Michigan","4,380",±910,7.40%,±1.5
"('30.0 to 34.9 percent',)","Durham city, North Carolina","2,969",±857,7.50%,±2.1
"('30.0 to 34.9 percent',)","El Paso city, Texas","5,780","±1,574",7.40%,±2.0
"('30.0 to 34.9 percent',)","Fort Worth city, Texas","6,837","±1,253",6.60%,±1.2
"('30.0 to 34.9 percent',)","Fresno city, California","4,869","±1,062",9.00%,±1.9
"('30.0 to 34.9 percent',)","Greensboro city, North Carolina","2,758",±610,6.70%,±1.4
"('30.0 to 34.9 percent',)","Henderson city, Nevada","3,273",±676,7.20%,±1.5
"('30.0 to 34.9 percent',)","Houston city, Texas","14,755","±1,999",7.30%,±1.0
"('30.0 to 34.9 percent',)","Indianapolis city (balance), Indiana","7,393","±1,398",5.80%,±1.1
"('30.0 to 34.9 percent',)","Irvine city, California","3,099","±1,095",10.40%,±3.7
"('30.0 to 34.9 percent',)","Jacksonville city, Florida","11,774","±2,213",9.30%,±1.6
"('30.0 to 34.9 percent',)","Jersey City city, New Jersey","1,998",±598,9.30%,±2.6
"('30.0 to 34.9 percent',)","Kansas City city, Missouri","5,246","±1,009",7.40%,±1.4
"('30.0 to 34.9 percent',)","Las Vegas city, Nevada","7,892","±1,286",9.40%,±1.4
"('30.0 to 34.9 percent',)","Lincoln city, Nebraska","3,259",±903,7.70%,±2.0
"('30.0 to 34.9 percent',)","Long Beach city, California","6,337","±1,120",12.90%,±2.2
"('30.0 to 34.9 percent',)","Los Angeles city, California","35,454","±2,665",9.50%,±0.7
"('30.0 to 34.9 percent',)","Memphis city, Tennessee","6,518","±1,036",7.80%,±1.3
"('30.0 to 34.9 percent',)","Mesa city, Arizona","4,788",±909,7.40%,±1.3
"('30.0 to 34.9 percent',)","Miami city, Florida","1,959",±699,6.90%,±2.4
"('30.0 to 34.9 percent',)","Milwaukee city, Wisconsin","6,302",±976,9.40%,±1.4
"('30.0 to 34.9 percent',)","Minneapolis city, Minnesota","4,753",±898,7.90%,±1.4
"('30.0 to 34.9 percent',)","New Orleans city, Louisiana","2,777",±661,6.90%,±1.6
"('30.0 to 34.9 percent',)","New York city, New York","51,387","±3,660",8.40%,±0.6
"('30.0 to 34.9 percent',)","Newark city, New Jersey","1,377",±480,8.90%,±3.2
"('30.0 to 34.9 percent',)","Oakland city, California","4,273",±891,9.20%,±1.8
"('30.0 to 34.9 percent',)","Oklahoma City city, Oklahoma","5,267","±1,064",5.90%,±1.2
"('30.0 to 34.9 percent',)","Omaha city, Nebraska","4,671","±1,023",7.10%,±1.5
"('30.0 to 34.9 percent',)","Orlando city, Florida","2,477",±781,9.00%,±2.8
"('30.0 to 34.9 percent',)","Philadelphia city, Pennsylvania","13,506","±1,660",7.60%,±0.9
"('30.0 to 34.9 percent',)","Phoenix city, Arizona","17,524","±2,249",8.50%,±1.0
"('30.0 to 34.9 percent',)","Pittsburgh city, Pennsylvania","1,669",±515,4.50%,±1.4
"('30.0 to 34.9 percent',)","Plano city, Texas","2,979","±1,006",6.40%,±2.1
"('30.0 to 34.9 percent',)","Portland city, Oregon","8,770","±1,108",8.80%,±1.1
"('30.0 to 34.9 percent',)","Raleigh city, North Carolina","4,989","±1,081",7.40%,±1.6
"('30.0 to 34.9 percent',)","Riverside city, California","3,478",±981,8.80%,±2.4
"('30.0 to 34.9 percent',)","Sacramento city, California","6,689","±1,260",10.70%,±2.0
"('30.0 to 34.9 percent',)","San Antonio city, Texas","11,245","±1,838",6.70%,±1.0
"('30.0 to 34.9 percent',)","San Diego city, California","16,527","±1,934",10.00%,±1.1
"('30.0 to 34.9 percent',)","San Francisco city, California","8,391","±1,279",9.50%,±1.4
"('30.0 to 34.9 percent',)","San Jose city, California","14,659","±1,810",11.10%,±1.3
"('30.0 to 34.9 percent',)","Santa Ana city, California","2,383",±607,9.90%,±2.4
"('30.0 to 34.9 percent',)","Seattle city, Washington","7,722","±1,256",7.80%,±1.2
"('30.0 to 34.9 percent',)","St. Louis city, Missouri","2,559",±646,6.20%,±1.6
"('30.0 to 34.9 percent',)","St. Paul city, Minnesota","3,557",±838,8.40%,±1.9
"('30.0 to 34.9 percent',)","Stockton city, California","2,671",±815,8.00%,±2.4
"('30.0 to 34.9 percent',)","Tampa city, Florida","4,030","±1,038",8.70%,±2.1
"('30.0 to 34.9 percent',)","Tucson city, Arizona","5,117",±940,7.70%,±1.5
"('30.0 to 34.9 percent',)","Tulsa city, Oklahoma","3,430",±618,6.50%,±1.1
"('30.0 to 34.9 percent',)","Virginia Beach city, Virginia","7,111","±1,183",8.70%,±1.5
"('30.0 to 34.9 percent',)","Washington city, District of Columbia","6,161","±1,175",7.10%,±1.3
"('30.0 to 34.9 percent',)","Wichita city, Kansas","4,546","±1,060",7.60%,±1.7
"('35.0 percent or more',)","Albuquerque city, New Mexico","24,667","±2,333",26.20%,±2.2
"('35.0 percent or more',)","Anaheim city, California","12,025","±1,452",37.00%,±3.4
"('35.0 percent or more',)","Anchorage municipality, Alaska","9,985","±1,499",21.70%,±2.8
"('35.0 percent or more',)","Arlington city, Texas","10,672","±1,778",20.20%,±2.8
"('35.0 percent or more',)","Atlanta city, Georgia","16,245","±2,032",27.20%,±2.8
"('35.0 percent or more',)","Aurora city, Colorado","12,732","±1,759",23.20%,±2.8
"('35.0 percent or more',)","Austin city, Texas","26,157","±2,450",24.60%,±2.2
"('35.0 percent or more',)","Bakersfield city, California","14,533","±1,988",29.40%,±3.7
"('35.0 percent or more',)","Baltimore city, Maryland","23,405","±2,276",30.60%,±2.4
"('35.0 percent or more',)","Boston city, Massachusetts","18,381","±1,787",29.80%,±2.6
"('35.0 percent or more',)","Charlotte city, North Carolina","28,155","±2,371",21.70%,±1.7
"('35.0 percent or more',)","Chicago city, Illinois","115,829","±4,442",35.40%,±1.1
"('35.0 percent or more',)","Cincinnati city, Ohio","9,241","±1,491",25.80%,±3.5
"('35.0 percent or more',)","Cleveland city, Ohio","15,194","±1,736",35.60%,±3.5
"('35.0 percent or more',)","Colorado Springs city, Colorado","15,480","±1,856",21.50%,±2.6
"('35.0 percent or more',)","Columbus city, Ohio","26,093","±2,314",22.40%,±1.7
"('35.0 percent or more',)","Corpus Christi city, Texas","7,500","±1,527",20.30%,±3.6
"('35.0 percent or more',)","Dallas city, Texas","35,352","±2,908",29.40%,±2.1
"('35.0 percent or more',)","Denver city, Colorado","22,786","±2,501",22.90%,±2.3
"('35.0 percent or more',)","Detroit city, Michigan","22,756","±1,728",38.60%,±2.5
"('35.0 percent or more',)","Durham city, North Carolina","7,631","±1,322",19.20%,±3.3
"('35.0 percent or more',)","El Paso city, Texas","18,134","±1,980",23.20%,±2.4
"('35.0 percent or more',)","Fort Worth city, Texas","20,849","±2,284",20.10%,±2.1
"('35.0 percent or more',)","Fresno city, California","18,720","±1,934",34.50%,±3.2
"('35.0 percent or more',)","Greensboro city, North Carolina","10,948","±1,520",26.50%,±3.2
"('35.0 percent or more',)","Henderson city, Nevada","13,347","±1,882",29.40%,±3.5
"('35.0 percent or more',)","Houston city, Texas","55,953","±3,875",27.80%,±1.7
"('35.0 percent or more',)","Indianapolis city (balance), Indiana","25,650","±2,169",20.20%,±1.7
"('35.0 percent or more',)","Irvine city, California","8,963","±1,632",30.00%,±4.8
"('35.0 percent or more',)","Jacksonville city, Florida","37,434","±3,472",29.60%,±2.5
"('35.0 percent or more',)","Jersey City city, New Jersey","8,749","±1,047",40.90%,±4.3
"('35.0 percent or more',)","Kansas City city, Missouri","16,011","±1,705",22.60%,±2.2
"('35.0 percent or more',)","Las Vegas city, Nevada","26,837","±2,556",31.80%,±2.5
"('35.0 percent or more',)","Lincoln city, Nebraska","5,658",±914,13.40%,±2.1
"('35.0 percent or more',)","Long Beach city, California","18,439","±1,784",37.60%,±3.3
"('35.0 percent or more',)","Los Angeles city, California","174,823","±5,310",47.00%,±1.2
"('35.0 percent or more',)","Memphis city, Tennessee","26,323","±2,098",31.60%,±2.3
"('35.0 percent or more',)","Mesa city, Arizona","16,576","±1,822",25.50%,±2.6
"('35.0 percent or more',)","Miami city, Florida","14,624","±1,738",51.20%,±4.6
"('35.0 percent or more',)","Milwaukee city, Wisconsin","18,550","±1,555",27.80%,±2.2
"('35.0 percent or more',)","Minneapolis city, Minnesota","14,409","±1,394",23.80%,±2.2
"('35.0 percent or more',)","New Orleans city, Louisiana","14,012","±1,602",34.90%,±3.1
"('35.0 percent or more',)","New York city, New York","255,764","±7,150",41.90%,±1.0
"('35.0 percent or more',)","Newark city, New Jersey","9,769","±1,226",62.80%,±4.7
"('35.0 percent or more',)","Oakland city, California","16,864","±1,756",36.40%,±3.3
"('35.0 percent or more',)","Oklahoma City city, Oklahoma","20,752","±1,731",23.20%,±1.8
"('35.0 percent or more',)","Omaha city, Nebraska","14,154","±1,665",21.60%,±2.1
"('35.0 percent or more',)","Orlando city, Florida","8,699","±1,306",31.60%,±4.1
"('35.0 percent or more',)","Philadelphia city, Pennsylvania","53,932","±3,219",30.50%,±1.5
"('35.0 percent or more',)","Phoenix city, Arizona","57,564","±3,599",28.00%,±1.5
"('35.0 percent or more',)","Pittsburgh city, Pennsylvania","6,904",±989,18.50%,±2.5
"('35.0 percent or more',)","Plano city, Texas","9,296","±1,511",20.00%,±2.9
"('35.0 percent or more',)","Portland city, Oregon","26,452","±2,373",26.60%,±2.0
"('35.0 percent or more',)","Raleigh city, North Carolina","12,819","±1,964",19.00%,±2.6
"('35.0 percent or more',)","Riverside city, California","11,817","±1,649",30.00%,±3.9
"('35.0 percent or more',)","Sacramento city, California","17,707","±1,699",28.40%,±2.6
"('35.0 percent or more',)","San Antonio city, Texas","38,933","±3,346",23.10%,±1.8
"('35.0 percent or more',)","San Diego city, California","59,406","±3,852",35.80%,±2.0
"('35.0 percent or more',)","San Francisco city, California","31,964","±2,379",36.20%,±2.4
"('35.0 percent or more',)","San Jose city, California","41,226","±2,683",31.30%,±1.6
"('35.0 percent or more',)","Santa Ana city, California","10,073","±1,290",41.70%,±4.5
"('35.0 percent or more',)","Seattle city, Washington","27,822","±2,539",28.30%,±2.3
"('35.0 percent or more',)","St. Louis city, Missouri","10,540","±1,335",25.60%,±2.7
"('35.0 percent or more',)","St. Paul city, Minnesota","9,486","±1,084",22.40%,±2.4
"('35.0 percent or more',)","Stockton city, California","11,400","±1,398",34.20%,±4.0
"('35.0 percent or more',)","Tampa city, Florida","14,578","±1,980",31.50%,±3.7
"('35.0 percent or more',)","Tucson city, Arizona","17,512","±2,108",26.50%,±2.7
"('35.0 percent or more',)","Tulsa city, Oklahoma","11,080","±1,052",21.10%,±2.0
"('35.0 percent or more',)","Virginia Beach city, Virginia","24,708","±2,473",30.30%,±2.7
"('35.0 percent or more',)","Washington city, District of Columbia","21,585","±2,012",24.90%,±2.0
"('35.0 percent or more',)","Wichita city, Kansas","11,216","±1,447",18.70%,±2.3
"('Not computed',)","Albuquerque city, New Mexico",396,±231,(X),(X)
"('Not computed',)","Anaheim city, California",41,±69,(X),(X)
"('Not computed',)","Anchorage municipality, Alaska",76,±91,(X),(X)
"('Not computed',)","Arlington city, Texas",350,±370,(X),(X)
"('Not computed',)","Atlanta city, Georgia",592,±518,(X),(X)
"('Not computed',)","Aurora city, Colorado",335,±262,(X),(X)
"('Not computed',)","Austin city, Texas",446,±410,(X),(X)
"('Not computed',)","Bakersfield city, California",29,±48,(X),(X)
"('Not computed',)","Baltimore city, Maryland",837,±381,(X),(X)
"('Not computed',)","Boston city, Massachusetts",357,±255,(X),(X)
"('Not computed',)","Charlotte city, North Carolina","1,179",±868,(X),(X)
"('Not computed',)","Chicago city, Illinois","2,395",±645,(X),(X)
"('Not computed',)","Cincinnati city, Ohio",24,±41,(X),(X)
"('Not computed',)","Cleveland city, Ohio",376,±260,(X),(X)
"('Not computed',)","Colorado Springs city, Colorado",979,±555,(X),(X)
"('Not computed',)","Columbus city, Ohio",168,±171,(X),(X)
"('Not computed',)","Corpus Christi city, Texas",137,±225,(X),(X)
"('Not computed',)","Dallas city, Texas",795,±446,(X),(X)
