Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$500 to $999',)","Minneapolis city, Minnesota","21,451","±2,514",23.20%,±2.6
"('$500 to $999',)","Nashville-Davidson metropolitan government (balance), Tennessee","25,674","±3,521",18.50%,±2.4
"('$500 to $999',)","New Orleans city, Louisiana","22,699","±2,031",31.60%,±2.6
"('$500 to $999',)","New York city, New York","262,301","±9,565",12.30%,±0.4
"('$500 to $999',)","Newark city, New Jersey","18,814","±2,583",20.80%,±2.8
"('$500 to $999',)","Oakland city, California","9,438","±1,714",9.80%,±1.7
"('$500 to $999',)","Oklahoma City city, Oklahoma","54,517","±3,774",50.90%,±2.8
"('$500 to $999',)","Omaha city, Nebraska","36,730","±2,844",44.90%,±2.8
"('$500 to $999',)","Orlando city, Florida","10,096","±2,499",12.60%,±2.9
"('$500 to $999',)","Philadelphia city, Pennsylvania","73,628","±5,836",24.60%,±1.9
"('$500 to $999',)","Phoenix city, Arizona","50,826","±4,743",21.10%,±1.8
"('$500 to $999',)","Pittsburgh city, Pennsylvania","20,887","±2,832",30.80%,±3.6
"('$500 to $999',)","Plano city, Texas",N,N,N,N
"('$500 to $999',)","Portland city, Oregon","17,574","±2,024",13.40%,±1.5
"('$500 to $999',)","Raleigh city, North Carolina","16,052","±2,601",17.90%,±2.8
"('$500 to $999',)","Riverside city, California","3,717","±1,084",9.60%,±2.7
"('$500 to $999',)","Sacramento city, California","12,210","±1,680",12.70%,±1.6
"('$500 to $999',)","San Antonio city, Texas","76,898","±4,998",30.80%,±1.9
"('$500 to $999',)","San Diego city, California","11,514","±1,721",4.40%,±0.6
"('$500 to $999',)","San Francisco city, California","18,002","±2,469",8.80%,±1.2
"('$500 to $999',)","San Jose city, California","7,596","±1,380",5.50%,±1.0
"('$500 to $999',)","Santa Ana city, California",N,N,N,N
"('$500 to $999',)","Seattle city, Washington","10,861","±2,249",5.80%,±1.2
"('$500 to $999',)","St. Louis city, Missouri","41,485","±3,225",56.60%,±3.2
"('$500 to $999',)","St. Paul city, Minnesota","13,768","±1,938",26.10%,±3.1
"('$500 to $999',)","Stockton city, California","8,280","±1,435",19.30%,±3.2
"('$500 to $999',)","Tampa city, Florida","10,966","±1,813",14.80%,±2.3
"('$500 to $999',)","Tucson city, Arizona","52,005","±4,021",50.10%,±3.2
"('$500 to $999',)","Tulsa city, Oklahoma","44,923","±1,794",55.10%,±1.9
"('$500 to $999',)","Virginia Beach city, Virginia",N,N,N,N
"('$500 to $999',)","Washington city, District of Columbia","20,254","±2,818",11.10%,±1.5
"('$500 to $999',)","Wichita city, Kansas","37,688","±2,815",60.30%,±3.2
"('$1,000 to $1,499',)","Albuquerque city, New Mexico","27,853","±3,305",30.10%,±3.2
"('$1,000 to $1,499',)","Anaheim city, California","9,261","±1,707",17.50%,±3.0
"('$1,000 to $1,499',)","Anchorage municipality, Alaska","12,960","±2,116",33.40%,±4.3
"('$1,000 to $1,499',)","Arlington city, Texas","33,385","±3,460",49.90%,±4.1
"('$1,000 to $1,499',)","Atlanta city, Georgia","35,404","±3,706",30.30%,±3.0
"('$1,000 to $1,499',)","Aurora city, Colorado",N,N,N,N
"('$1,000 to $1,499',)","Austin city, Texas","113,348","±7,337",45.60%,±2.7
"('$1,000 to $1,499',)","Bakersfield city, California","16,124","±2,395",33.20%,±4.9
"('$1,000 to $1,499',)","Baltimore city, Maryland","51,874","±3,961",40.50%,±2.5
"('$1,000 to $1,499',)","Boston city, Massachusetts","21,985","±2,324",12.70%,±1.3
"('$1,000 to $1,499',)","Charlotte city, North Carolina","81,170","±4,630",48.40%,±2.4
"('$1,000 to $1,499',)","Chicago city, Illinois","187,956","±7,526",31.80%,±1.1
"('$1,000 to $1,499',)","Cincinnati city, Ohio","20,864","±2,485",23.90%,±2.9
"('$1,000 to $1,499',)","Cleveland city, Ohio","21,099","±2,487",21.20%,±2.4
"('$1,000 to $1,499',)","Colorado Springs city, Colorado","28,461","±3,272",39.50%,±4.0
"('$1,000 to $1,499',)","Columbus city, Ohio","95,411","±6,335",45.40%,±2.5
"('$1,000 to $1,499',)","Corpus Christi city, Texas","21,808","±2,815",45.80%,±4.7
"('$1,000 to $1,499',)","Dallas city, Texas","135,083","±7,469",45.00%,±2.2
"('$1,000 to $1,499',)","Denver city, Colorado","50,536","±3,783",31.80%,±2.2
"('$1,000 to $1,499',)","Detroit city, Michigan","40,648","±3,605",35.20%,±2.7
"('$1,000 to $1,499',)","Durham city, North Carolina","26,852","±2,808",46.10%,±4.2
"('$1,000 to $1,499',)","El Paso city, Texas","30,334","±3,551",33.40%,±3.2
"('$1,000 to $1,499',)","Fort Worth city, Texas","63,347","±5,182",43.40%,±2.5
"('$1,000 to $1,499',)","Fresno city, California","38,724","±3,120",43.40%,±3.0
"('$1,000 to $1,499',)","Greensboro city, North Carolina","20,480","±2,790",39.40%,±5.0
"('$1,000 to $1,499',)","Henderson city, Nevada",N,N,N,N
"('$1,000 to $1,499',)","Houston city, Texas","198,777","±9,846",38.30%,±1.7
"('$1,000 to $1,499',)","Indianapolis city (balance), Indiana","54,296","±4,177",35.50%,±2.4
"('$1,000 to $1,499',)","Irvine city, California",N,N,N,N
"('$1,000 to $1,499',)","Jacksonville city, Florida","67,331","±5,119",43.30%,±2.5
"('$1,000 to $1,499',)","Jersey City city, New Jersey","19,907","±2,204",23.80%,±2.6
"('$1,000 to $1,499',)","Kansas City city, Missouri","38,047","±3,133",39.20%,±2.7
"('$1,000 to $1,499',)","Las Vegas city, Nevada","45,533","±3,045",41.90%,±2.4
"('$1,000 to $1,499',)","Lexington-Fayette urban county, Kentucky","21,096","±2,482",34.30%,±3.4
"('$1,000 to $1,499',)","Lincoln city, Nebraska","13,275","±1,744",27.30%,±3.2
"('$1,000 to $1,499',)","Long Beach city, California","30,976","±2,466",30.80%,±2.4
"('$1,000 to $1,499',)","Los Angeles city, California","216,147","±6,718",24.90%,±0.8
"('$1,000 to $1,499',)","Memphis city, Tennessee","50,375","±4,816",37.70%,±3.1
"('$1,000 to $1,499',)","Mesa city, Arizona","31,142","±2,607",44.00%,±3.6
"('$1,000 to $1,499',)","Miami city, Florida","39,950","±3,614",30.60%,±2.5
"('$1,000 to $1,499',)","Milwaukee city, Wisconsin","40,902","±2,804",30.70%,±2.1
"('$1,000 to $1,499',)","Minneapolis city, Minnesota","31,060","±3,134",33.60%,±3.0
"('$1,000 to $1,499',)","Nashville-Davidson metropolitan government (balance), Tennessee","55,157","±3,746",39.70%,±2.5
"('$1,000 to $1,499',)","New Orleans city, Louisiana","26,431","±2,505",36.80%,±3.0
"('$1,000 to $1,499',)","New York city, New York","498,735","±13,634",23.50%,±0.6
"('$1,000 to $1,499',)","Newark city, New Jersey","33,541","±3,101",37.10%,±3.1
"('$1,000 to $1,499',)","Oakland city, California","20,728","±2,399",21.60%,±2.4
"('$1,000 to $1,499',)","Oklahoma City city, Oklahoma","32,805","±3,294",30.60%,±2.8
"('$1,000 to $1,499',)","Omaha city, Nebraska","28,925","±2,518",35.40%,±3.0
"('$1,000 to $1,499',)","Orlando city, Florida","34,650","±4,048",43.30%,±4.0
"('$1,000 to $1,499',)","Philadelphia city, Pennsylvania","121,112","±7,414",40.50%,±2.1
"('$1,000 to $1,499',)","Phoenix city, Arizona","105,790","±7,147",44.00%,±2.5
"('$1,000 to $1,499',)","Pittsburgh city, Pennsylvania","20,908","±2,143",30.90%,±3.2
"('$1,000 to $1,499',)","Plano city, Texas",N,N,N,N
"('$1,000 to $1,499',)","Portland city, Oregon","54,764","±4,080",41.90%,±2.6
"('$1,000 to $1,499',)","Raleigh city, North Carolina","47,351","±4,183",52.70%,±3.4
"('$1,000 to $1,499',)","Riverside city, California","12,383","±1,579",31.80%,±3.7
"('$1,000 to $1,499',)","Sacramento city, California","27,234","±2,940",28.30%,±2.9
"('$1,000 to $1,499',)","San Antonio city, Texas","108,623","±6,641",43.60%,±2.1
"('$1,000 to $1,499',)","San Diego city, California","46,748","±4,501",17.70%,±1.5
"('$1,000 to $1,499',)","San Francisco city, California","28,023","±2,991",13.70%,±1.4
"('$1,000 to $1,499',)","San Jose city, California","10,518","±1,469",7.60%,±1.0
"('$1,000 to $1,499',)","Santa Ana city, California",N,N,N,N
"('$1,000 to $1,499',)","Seattle city, Washington","43,769","±4,386",23.40%,±2.1
"('$1,000 to $1,499',)","St. Louis city, Missouri","16,092","±2,241",22.00%,±3.0
"('$1,000 to $1,499',)","St. Paul city, Minnesota","21,784","±2,152",41.30%,±3.8
"('$1,000 to $1,499',)","Stockton city, California","16,323","±1,938",38.10%,±4.2
"('$1,000 to $1,499',)","Tampa city, Florida","30,049","±2,842",40.60%,±3.2
"('$1,000 to $1,499',)","Tucson city, Arizona","34,408","±3,072",33.20%,±3.0
"('$1,000 to $1,499',)","Tulsa city, Oklahoma","23,278","±1,653",28.50%,±1.9
"('$1,000 to $1,499',)","Virginia Beach city, Virginia",N,N,N,N
"('$1,000 to $1,499',)","Washington city, District of Columbia","41,826","±3,925",22.90%,±2.0
"('$1,000 to $1,499',)","Wichita city, Kansas","16,958","±2,393",27.20%,±3.5
"('$1,500 to $1,999',)","Albuquerque city, New Mexico","9,466","±2,019",10.20%,±2.1
"('$1,500 to $1,999',)","Anaheim city, California","19,471","±2,173",36.80%,±3.7
"('$1,500 to $1,999',)","Anchorage municipality, Alaska","9,420","±1,696",24.30%,±4.2
"('$1,500 to $1,999',)","Arlington city, Texas","15,081","±2,818",22.50%,±4.0
"('$1,500 to $1,999',)","Atlanta city, Georgia","32,261","±4,042",27.60%,±3.3
"('$1,500 to $1,999',)","Aurora city, Colorado",N,N,N,N
"('$1,500 to $1,999',)","Austin city, Texas","69,470","±6,362",27.90%,±2.3
"('$1,500 to $1,999',)","Bakersfield city, California","11,493","±2,455",23.70%,±4.6
"('$1,500 to $1,999',)","Baltimore city, Maryland","22,447","±2,362",17.50%,±1.8
"('$1,500 to $1,999',)","Boston city, Massachusetts","36,443","±2,767",21.00%,±1.5
"('$1,500 to $1,999',)","Charlotte city, North Carolina","39,015","±3,426",23.30%,±1.8
"('$1,500 to $1,999',)","Chicago city, Illinois","121,775","±7,757",20.60%,±1.2
"('$1,500 to $1,999',)","Cincinnati city, Ohio","5,747","±1,144",6.60%,±1.3
"('$1,500 to $1,999',)","Cleveland city, Ohio","5,648","±1,276",5.70%,±1.3
"('$1,500 to $1,999',)","Colorado Springs city, Colorado","20,515","±2,619",28.50%,±3.2
"('$1,500 to $1,999',)","Columbus city, Ohio","25,633","±3,026",12.20%,±1.4
"('$1,500 to $1,999',)","Corpus Christi city, Texas","5,708","±1,697",12.00%,±3.4
"('$1,500 to $1,999',)","Dallas city, Texas","54,398","±4,734",18.10%,±1.5
"('$1,500 to $1,999',)","Denver city, Colorado","43,482","±3,551",27.40%,±2.1
"('$1,500 to $1,999',)","Detroit city, Michigan","5,755","±1,346",5.00%,±1.2
"('$1,500 to $1,999',)","Durham city, North Carolina","10,398","±1,775",17.90%,±2.9
"('$1,500 to $1,999',)","El Paso city, Texas","4,004","±1,269",4.40%,±1.4
"('$1,500 to $1,999',)","Fort Worth city, Texas","30,501","±3,462",20.90%,±2.2
"('$1,500 to $1,999',)","Fresno city, California","14,103","±2,349",15.80%,±2.4
"('$1,500 to $1,999',)","Greensboro city, North Carolina","4,207","±1,562",8.10%,±2.8
"('$1,500 to $1,999',)","Henderson city, Nevada",N,N,N,N
"('$1,500 to $1,999',)","Houston city, Texas","74,643","±6,223",14.40%,±1.1
"('$1,500 to $1,999',)","Indianapolis city (balance), Indiana","10,151","±2,250",6.60%,±1.4
"('$1,500 to $1,999',)","Irvine city, California",N,N,N,N
"('$1,500 to $1,999',)","Jacksonville city, Florida","33,390","±4,500",21.50%,±2.8
"('$1,500 to $1,999',)","Jersey City city, New Jersey","20,371","±2,678",24.30%,±3.0
"('$1,500 to $1,999',)","Kansas City city, Missouri","13,758","±2,009",14.20%,±2.0
"('$1,500 to $1,999',)","Las Vegas city, Nevada","25,793","±2,312",23.70%,±2.0
"('$1,500 to $1,999',)","Lexington-Fayette urban county, Kentucky","5,879","±1,388",9.60%,±2.2
"('$1,500 to $1,999',)","Lincoln city, Nebraska","4,145","±1,245",8.50%,±2.6
"('$1,500 to $1,999',)","Long Beach city, California","33,477","±3,121",33.30%,±2.6
"('$1,500 to $1,999',)","Los Angeles city, California","224,749","±6,644",25.90%,±0.7
"('$1,500 to $1,999',)","Memphis city, Tennessee","12,305","±2,376",9.20%,±1.7
"('$1,500 to $1,999',)","Mesa city, Arizona","17,061","±2,403",24.10%,±3.0
"('$1,500 to $1,999',)","Miami city, Florida","30,399","±3,564",23.30%,±2.7
"('$1,500 to $1,999',)","Milwaukee city, Wisconsin","9,463","±1,492",7.10%,±1.1
"('$1,500 to $1,999',)","Minneapolis city, Minnesota","18,143","±2,333",19.60%,±2.3
"('$1,500 to $1,999',)","Nashville-Davidson metropolitan government (balance), Tennessee","35,173","±3,617",25.30%,±2.4
"('$1,500 to $1,999',)","New Orleans city, Louisiana","9,726","±1,404",13.50%,±1.8
"('$1,500 to $1,999',)","New York city, New York","524,200","±14,406",24.60%,±0.7
"('$1,500 to $1,999',)","Newark city, New Jersey","18,528","±2,498",20.50%,±2.6
"('$1,500 to $1,999',)","Oakland city, California","21,226","±2,245",22.10%,±2.1
"('$1,500 to $1,999',)","Oklahoma City city, Oklahoma","10,033","±2,083",9.40%,±1.9
"('$1,500 to $1,999',)","Omaha city, Nebraska","8,341","±1,228",10.20%,±1.5
"('$1,500 to $1,999',)","Orlando city, Florida","25,572","±3,376",32.00%,±3.8
"('$1,500 to $1,999',)","Philadelphia city, Pennsylvania","46,705","±3,798",15.60%,±1.2
"('$1,500 to $1,999',)","Phoenix city, Arizona","55,438","±4,651",23.10%,±1.8
"('$1,500 to $1,999',)","Pittsburgh city, Pennsylvania","10,289","±1,394",15.20%,±2.0
"('$1,500 to $1,999',)","Plano city, Texas",N,N,N,N
"('$1,500 to $1,999',)","Portland city, Oregon","30,929","±2,900",23.60%,±2.1
"('$1,500 to $1,999',)","Raleigh city, North Carolina","17,151","±2,677",19.10%,±2.8
"('$1,500 to $1,999',)","Riverside city, California","12,099","±1,611",31.10%,±3.9
"('$1,500 to $1,999',)","Sacramento city, California","32,914","±3,367",34.20%,±3.1
"('$1,500 to $1,999',)","San Antonio city, Texas","38,259","±4,028",15.30%,±1.4
"('$1,500 to $1,999',)","San Diego city, California","71,944","±4,853",27.20%,±1.8
"('$1,500 to $1,999',)","San Francisco city, California","28,428","±3,119",13.90%,±1.4
"('$1,500 to $1,999',)","San Jose city, California","26,410","±2,581",19.00%,±1.8
"('$1,500 to $1,999',)","Santa Ana city, California",N,N,N,N
"('$1,500 to $1,999',)","Seattle city, Washington","52,361","±4,939",28.00%,±2.3
"('$1,500 to $1,999',)","St. Louis city, Missouri","3,968","±1,003",5.40%,±1.4
"('$1,500 to $1,999',)","St. Paul city, Minnesota","8,360","±1,644",15.80%,±2.9
"('$1,500 to $1,999',)","Stockton city, California","10,262","±1,565",23.90%,±3.3
"('$1,500 to $1,999',)","Tampa city, Florida","15,220","±2,216",20.60%,±2.8
"('$1,500 to $1,999',)","Tucson city, Arizona","9,218","±1,679",8.90%,±1.5
"('$1,500 to $1,999',)","Tulsa city, Oklahoma","4,283",±754,5.30%,±0.9
"('$1,500 to $1,999',)","Virginia Beach city, Virginia",N,N,N,N
"('$1,500 to $1,999',)","Washington city, District of Columbia","42,133","±3,586",23.10%,±2.0
"('$1,500 to $1,999',)","Wichita city, Kansas","2,448",±880,3.90%,±1.4
"('$2,000 to $2,499',)","Albuquerque city, New Mexico","1,322",±711,1.40%,±0.8
"('$2,000 to $2,499',)","Anaheim city, California","13,351","±2,110",25.20%,±3.7
"('$2,000 to $2,499',)","Anchorage municipality, Alaska","4,971","±1,400",12.80%,±3.2
"('$2,000 to $2,499',)","Arlington city, Texas","1,576",±802,2.40%,±1.2
"('$2,000 to $2,499',)","Atlanta city, Georgia","14,366","±3,140",12.30%,±2.6
"('$2,000 to $2,499',)","Aurora city, Colorado",N,N,N,N
"('$2,000 to $2,499',)","Austin city, Texas","23,109","±3,189",9.30%,±1.3
"('$2,000 to $2,499',)","Bakersfield city, California","3,462","±1,254",7.10%,±2.4
"('$2,000 to $2,499',)","Baltimore city, Maryland","7,325","±1,281",5.70%,±1.0
"('$2,000 to $2,499',)","Boston city, Massachusetts","32,838","±2,975",18.90%,±1.6
"('$2,000 to $2,499',)","Charlotte city, North Carolina","8,053","±1,532",4.80%,±0.9
"('$2,000 to $2,499',)","Chicago city, Illinois","46,689","±4,217",7.90%,±0.7
"('$2,000 to $2,499',)","Cincinnati city, Ohio","1,711",±651,2.00%,±0.8
"('$2,000 to $2,499',)","Cleveland city, Ohio",784,±432,0.80%,±0.4
"('$2,000 to $2,499',)","Colorado Springs city, Colorado","6,827","±1,582",9.50%,±2.2
"('$2,000 to $2,499',)","Columbus city, Ohio","5,414","±1,329",2.60%,±0.6
"('$2,000 to $2,499',)","Corpus Christi city, Texas","1,864",±912,3.90%,±1.9
"('$2,000 to $2,499',)","Dallas city, Texas","13,941","±2,174",4.60%,±0.7
"('$2,000 to $2,499',)","Denver city, Colorado","24,423","±2,848",15.40%,±1.7
"('$2,000 to $2,499',)","Detroit city, Michigan","1,593",±692,1.40%,±0.6
"('$2,000 to $2,499',)","Durham city, North Carolina","2,395",±864,4.10%,±1.5
"('$2,000 to $2,499',)","El Paso city, Texas","1,391","±1,265",1.50%,±1.4
"('$2,000 to $2,499',)","Fort Worth city, Texas","9,319","±1,971",6.40%,±1.3
"('$2,000 to $2,499',)","Fresno city, California","4,491","±1,258",5.00%,±1.4
"('$2,000 to $2,499',)","Greensboro city, North Carolina",603,±386,1.20%,±0.7
"('$2,000 to $2,499',)","Henderson city, Nevada",N,N,N,N
"('$2,000 to $2,499',)","Houston city, Texas","21,690","±3,574",4.20%,±0.7
"('$2,000 to $2,499',)","Indianapolis city (balance), Indiana","1,865",±888,1.20%,±0.6
"('$2,000 to $2,499',)","Irvine city, California",N,N,N,N
"('$2,000 to $2,499',)","Jacksonville city, Florida","7,373","±2,116",4.70%,±1.4
"('$2,000 to $2,499',)","Jersey City city, New Jersey","12,203","±1,813",14.60%,±2.0
"('$2,000 to $2,499',)","Kansas City city, Missouri","2,276",±938,2.30%,±1.0
"('$2,000 to $2,499',)","Las Vegas city, Nevada","4,823","±1,213",4.40%,±1.1
"('$2,000 to $2,499',)","Lexington-Fayette urban county, Kentucky",615,±324,1.00%,±0.5
"('$2,000 to $2,499',)","Lincoln city, Nebraska",605,±498,1.20%,±1.0
"('$2,000 to $2,499',)","Long Beach city, California","13,661","±1,961",13.60%,±1.9
"('$2,000 to $2,499',)","Los Angeles city, California","144,376","±6,076",16.60%,±0.6
"('$2,000 to $2,499',)","Memphis city, Tennessee","1,350",±699,1.00%,±0.5
"('$2,000 to $2,499',)","Mesa city, Arizona","5,043","±1,400",7.10%,±1.9
"('$2,000 to $2,499',)","Miami city, Florida","15,721","±2,461",12.10%,±1.8
"('$2,000 to $2,499',)","Milwaukee city, Wisconsin","2,780",±834,2.10%,±0.6
"('$2,000 to $2,499',)","Minneapolis city, Minnesota","7,794","±1,538",8.40%,±1.6
"('$2,000 to $2,499',)","Nashville-Davidson metropolitan government (balance), Tennessee","10,146","±2,242",7.30%,±1.6
"('$2,000 to $2,499',)","New Orleans city, Louisiana","3,592","±1,007",5.00%,±1.4
"('$2,000 to $2,499',)","New York city, New York","286,958","±10,962",13.50%,±0.5
"('$2,000 to $2,499',)","Newark city, New Jersey","5,868","±1,378",6.50%,±1.5
"('$2,000 to $2,499',)","Oakland city, California","17,137","±2,095",17.80%,±2.1
"('$2,000 to $2,499',)","Oklahoma City city, Oklahoma","2,093",±682,2.00%,±0.6
"('$2,000 to $2,499',)","Omaha city, Nebraska","1,480",±465,1.80%,±0.6
"('$2,000 to $2,499',)","Orlando city, Florida","5,627","±1,497",7.00%,±1.9
"('$2,000 to $2,499',)","Philadelphia city, Pennsylvania","16,752","±2,856",5.60%,±1.0
"('$2,000 to $2,499',)","Phoenix city, Arizona","14,494","±2,308",6.00%,±1.0
"('$2,000 to $2,499',)","Pittsburgh city, Pennsylvania","4,726","±1,134",7.00%,±1.6
"('$2,000 to $2,499',)","Plano city, Texas",N,N,N,N
"('$2,000 to $2,499',)","Portland city, Oregon","14,802","±2,289",11.30%,±1.7
"('$2,000 to $2,499',)","Raleigh city, North Carolina","4,397","±1,493",4.90%,±1.6
"('$2,000 to $2,499',)","Riverside city, California","6,859","±1,468",17.60%,±3.4
"('$2,000 to $2,499',)","Sacramento city, California","12,606","±2,111",13.10%,±2.1
"('$2,000 to $2,499',)","San Antonio city, Texas","6,149","±1,680",2.50%,±0.7
"('$2,000 to $2,499',)","San Diego city, California","60,405","±4,423",22.90%,±1.5
"('$2,000 to $2,499',)","San Francisco city, California","29,992","±3,349",14.70%,±1.6
"('$2,000 to $2,499',)","San Jose city, California","29,046","±3,178",20.90%,±2.2
"('$2,000 to $2,499',)","Santa Ana city, California",N,N,N,N
"('$2,000 to $2,499',)","Seattle city, Washington","33,633","±3,317",18.00%,±1.7
"('$2,000 to $2,499',)","St. Louis city, Missouri","2,013",±703,2.70%,±0.9
"('$2,000 to $2,499',)","St. Paul city, Minnesota","1,698",±578,3.20%,±1.1
"('$2,000 to $2,499',)","Stockton city, California","3,803","±1,271",8.90%,±2.9
"('$2,000 to $2,499',)","Tampa city, Florida","7,506","±1,432",10.10%,±1.8
"('$2,000 to $2,499',)","Tucson city, Arizona","1,875",±811,1.80%,±0.8
"('$2,000 to $2,499',)","Tulsa city, Oklahoma",924,±404,1.10%,±0.5
"('$2,000 to $2,499',)","Virginia Beach city, Virginia",N,N,N,N
"('$2,000 to $2,499',)","Washington city, District of Columbia","27,203","±2,977",14.90%,±1.6
"('$2,000 to $2,499',)","Wichita city, Kansas",29,±48,0.00%,±0.1
"('$2,500 to $2,999',)","Albuquerque city, New Mexico",454,±478,0.50%,±0.5
"('$2,500 to $2,999',)","Anaheim city, California","3,653","±1,071",6.90%,±2.0
"('$2,500 to $2,999',)","Anchorage municipality, Alaska",628,±381,1.60%,±1.0
"('$2,500 to $2,999',)","Arlington city, Texas",574,±381,0.90%,±0.6
"('$2,500 to $2,999',)","Atlanta city, Georgia","4,140","±1,797",3.50%,±1.5
"('$2,500 to $2,999',)","Aurora city, Colorado",N,N,N,N
"('$2,500 to $2,999',)","Austin city, Texas","7,256","±1,790",2.90%,±0.7
"('$2,500 to $2,999',)","Bakersfield city, California","1,290",±844,2.70%,±1.7
"('$2,500 to $2,999',)","Baltimore city, Maryland","1,421",±549,1.10%,±0.4
"('$2,500 to $2,999',)","Boston city, Massachusetts","15,773","±2,176",9.10%,±1.2
"('$2,500 to $2,999',)","Charlotte city, North Carolina","2,580","±1,228",1.50%,±0.7
"('$2,500 to $2,999',)","Chicago city, Illinois","23,519","±2,921",4.00%,±0.5
"('$2,500 to $2,999',)","Cincinnati city, Ohio",843,±473,1.00%,±0.5
"('$2,500 to $2,999',)","Cleveland city, Ohio",667,±526,0.70%,±0.5
"('$2,500 to $2,999',)","Colorado Springs city, Colorado","1,515",±624,2.10%,±0.9
"('$2,500 to $2,999',)","Columbus city, Ohio",960,±603,0.50%,±0.3
"('$2,500 to $2,999',)","Corpus Christi city, Texas",251,±239,0.50%,±0.5
"('$2,500 to $2,999',)","Dallas city, Texas","3,665","±1,148",1.20%,±0.4
"('$2,500 to $2,999',)","Denver city, Colorado","8,412","±1,864",5.30%,±1.2
"('$2,500 to $2,999',)","Detroit city, Michigan",198,±177,0.20%,±0.2
"('$2,500 to $2,999',)","Durham city, North Carolina",288,±327,0.50%,±0.6
"('$2,500 to $2,999',)","El Paso city, Texas",280,±321,0.30%,±0.4
"('$2,500 to $2,999',)","Fort Worth city, Texas","2,969","±1,689",2.00%,±1.1
"('$2,500 to $2,999',)","Fresno city, California","1,016",±681,1.10%,±0.8
"('$2,500 to $2,999',)","Greensboro city, North Carolina",396,±344,0.80%,±0.7
"('$2,500 to $2,999',)","Henderson city, Nevada",N,N,N,N
"('$2,500 to $2,999',)","Houston city, Texas","9,060","±1,991",1.70%,±0.4
"('$2,500 to $2,999',)","Indianapolis city (balance), Indiana",356,±302,0.20%,±0.2
"('$2,500 to $2,999',)","Irvine city, California",N,N,N,N
"('$2,500 to $2,999',)","Jacksonville city, Florida","1,411",±913,0.90%,±0.6
"('$2,500 to $2,999',)","Jersey City city, New Jersey","7,818","±1,840",9.30%,±2.2
"('$2,500 to $2,999',)","Kansas City city, Missouri",385,±318,0.40%,±0.3
"('$2,500 to $2,999',)","Las Vegas city, Nevada","1,486",±802,1.40%,±0.7
"('$2,500 to $2,999',)","Lexington-Fayette urban county, Kentucky",535,±614,0.90%,±1.0
"('$2,500 to $2,999',)","Lincoln city, Nebraska",43,±73,0.10%,±0.2
"('$2,500 to $2,999',)","Long Beach city, California","6,940","±1,411",6.90%,±1.4
"('$2,500 to $2,999',)","Los Angeles city, California","68,085","±4,878",7.90%,±0.5
"('$2,500 to $2,999',)","Memphis city, Tennessee",422,±306,0.30%,±0.2
"('$2,500 to $2,999',)","Mesa city, Arizona","1,896",±962,2.70%,±1.3
"('$2,500 to $2,999',)","Miami city, Florida","7,509","±2,126",5.80%,±1.6
"('$2,500 to $2,999',)","Milwaukee city, Wisconsin",606,±364,0.50%,±0.3
"('$2,500 to $2,999',)","Minneapolis city, Minnesota","2,587","±1,041",2.80%,±1.1
"('$2,500 to $2,999',)","Nashville-Davidson metropolitan government (balance), Tennessee","3,501","±1,109",2.50%,±0.8
"('$2,500 to $2,999',)","New Orleans city, Louisiana",755,±383,1.10%,±0.5
"('$2,500 to $2,999',)","New York city, New York","128,242","±6,035",6.00%,±0.3
"('$2,500 to $2,999',)","Newark city, New Jersey",683,±520,0.80%,±0.6
"('$2,500 to $2,999',)","Oakland city, California","9,053","±1,764",9.40%,±1.8
"('$2,500 to $2,999',)","Oklahoma City city, Oklahoma",673,±409,0.60%,±0.4
"('$2,500 to $2,999',)","Omaha city, Nebraska",294,±275,0.40%,±0.3
"('$2,500 to $2,999',)","Orlando city, Florida","1,066",±656,1.30%,±0.8
"('$2,500 to $2,999',)","Philadelphia city, Pennsylvania","5,295","±1,430",1.80%,±0.5
"('$2,500 to $2,999',)","Phoenix city, Arizona","3,035",±943,1.30%,±0.4
"('$2,500 to $2,999',)","Pittsburgh city, Pennsylvania","1,027",±450,1.50%,±0.7
"('$2,500 to $2,999',)","Plano city, Texas",N,N,N,N
"('$2,500 to $2,999',)","Portland city, Oregon","4,392","±1,123",3.40%,±0.8
"('$2,500 to $2,999',)","Raleigh city, North Carolina",755,±676,0.80%,±0.8
"('$2,500 to $2,999',)","Riverside city, California","1,332",±663,3.40%,±1.7
"('$2,500 to $2,999',)","Sacramento city, California","2,861","±1,058",3.00%,±1.1
"('$2,500 to $2,999',)","San Antonio city, Texas","1,363",±743,0.50%,±0.3
"('$2,500 to $2,999',)","San Diego city, California","30,284","±3,282",11.50%,±1.2
"('$2,500 to $2,999',)","San Francisco city, California","24,798","±3,214",12.10%,±1.6
"('$2,500 to $2,999',)","San Jose city, California","25,113","±2,925",18.10%,±1.9
"('$2,500 to $2,999',)","Santa Ana city, California",N,N,N,N
"('$2,500 to $2,999',)","Seattle city, Washington","17,302","±2,547",9.30%,±1.4
"('$2,500 to $2,999',)","St. Louis city, Missouri",115,±152,0.20%,±0.2
"('$2,500 to $2,999',)","St. Paul city, Minnesota",424,±306,0.80%,±0.6
"('$2,500 to $2,999',)","Stockton city, California","1,214",±594,2.80%,±1.3
"('$2,500 to $2,999',)","Tampa city, Florida","2,975","±1,009",4.00%,±1.4
