Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('30.0 to 34.9 percent',)","Phoenix city, Arizona","2,633",±754,2.70%,±0.7
"('30.0 to 34.9 percent',)","Pittsburgh city, Pennsylvania","1,141",±491,3.90%,±1.7
"('30.0 to 34.9 percent',)","Plano city, Texas","1,017",±631,4.60%,±2.8
"('30.0 to 34.9 percent',)","Portland city, Oregon",876,±442,2.10%,±1.0
"('30.0 to 34.9 percent',)","Raleigh city, North Carolina",991,±656,4.20%,±2.7
"('30.0 to 34.9 percent',)","Riverside city, California",193,±140,1.70%,±1.2
"('30.0 to 34.9 percent',)","Sacramento city, California",629,±305,2.20%,±1.0
"('30.0 to 34.9 percent',)","San Antonio city, Texas","2,561",±937,2.20%,±0.8
"('30.0 to 34.9 percent',)","San Diego city, California",987,±411,1.40%,±0.6
"('30.0 to 34.9 percent',)","San Francisco city, California",894,±437,1.90%,±0.9
"('30.0 to 34.9 percent',)","San Jose city, California","1,132",±524,2.00%,±0.9
"('30.0 to 34.9 percent',)","Santa Ana city, California",522,±444,4.40%,±3.6
"('30.0 to 34.9 percent',)","Seattle city, Washington","1,487",±664,3.70%,±1.6
"('30.0 to 34.9 percent',)","St. Louis city, Missouri",512,±287,2.30%,±1.3
"('30.0 to 34.9 percent',)","St. Paul city, Minnesota",315,±195,2.10%,±1.3
"('30.0 to 34.9 percent',)","Stockton city, California",406,±425,2.50%,±2.7
"('30.0 to 34.9 percent',)","Tampa city, Florida",568,±298,2.10%,±1.1
"('30.0 to 34.9 percent',)","Tucson city, Arizona","1,112",±526,2.80%,±1.3
"('30.0 to 34.9 percent',)","Tulsa city, Oklahoma","1,044",±363,3.10%,±1.0
"('30.0 to 34.9 percent',)","Virginia Beach city, Virginia",958,±494,3.70%,±1.9
"('30.0 to 34.9 percent',)","Washington city, District of Columbia",394,±298,1.40%,±1.1
"('30.0 to 34.9 percent',)","Wichita city, Kansas","1,188",±467,3.60%,±1.4
"('35.0 percent or more',)","Albuquerque city, New Mexico","5,167","±1,415",11.00%,±2.9
"('35.0 percent or more',)","Anaheim city, California","1,411",±558,10.70%,±4.0
"('35.0 percent or more',)","Anchorage municipality, Alaska","1,633",±628,7.70%,±3.0
"('35.0 percent or more',)","Arlington city, Texas","1,566",±642,5.00%,±2.1
"('35.0 percent or more',)","Atlanta city, Georgia","4,631","±1,243",14.10%,±3.4
"('35.0 percent or more',)","Aurora city, Colorado","1,992",±591,10.80%,±3.0
"('35.0 percent or more',)","Austin city, Texas","6,031","±1,461",10.10%,±2.3
"('35.0 percent or more',)","Bakersfield city, California","1,733",±704,9.10%,±3.4
"('35.0 percent or more',)","Baltimore city, Maryland","6,175","±1,258",16.80%,±3.1
"('35.0 percent or more',)","Boston city, Massachusetts","2,903",±850,11.10%,±3.0
"('35.0 percent or more',)","Charlotte city, North Carolina","2,657",±774,6.60%,±1.9
"('35.0 percent or more',)","Chicago city, Illinois","30,346","±3,167",18.70%,±1.8
"('35.0 percent or more',)","Cincinnati city, Ohio","1,952",±590,11.00%,±3.2
"('35.0 percent or more',)","Cleveland city, Ohio","4,813","±1,167",15.10%,±3.2
"('35.0 percent or more',)","Colorado Springs city, Colorado","1,619",±591,5.60%,±1.9
"('35.0 percent or more',)","Columbus city, Ohio","3,681","±1,091",7.90%,±2.2
"('35.0 percent or more',)","Corpus Christi city, Texas","3,486",±919,11.40%,±2.7
"('35.0 percent or more',)","Dallas city, Texas","13,067","±1,795",14.00%,±1.7
"('35.0 percent or more',)","Denver city, Colorado","2,862",±848,7.60%,±2.2
"('35.0 percent or more',)","Detroit city, Michigan","12,777","±2,081",15.30%,±2.3
"('35.0 percent or more',)","Durham city, North Carolina","1,243",±637,9.60%,±4.8
"('35.0 percent or more',)","El Paso city, Texas","5,839","±1,276",10.40%,±2.2
"('35.0 percent or more',)","Fort Worth city, Texas","6,512","±1,435",10.40%,±2.2
"('35.0 percent or more',)","Fresno city, California","1,717",±539,7.90%,±2.2
"('35.0 percent or more',)","Greensboro city, North Carolina","1,470",±554,8.60%,±3.1
"('35.0 percent or more',)","Henderson city, Nevada","1,884",±622,7.80%,±2.5
"('35.0 percent or more',)","Houston city, Texas","18,714","±2,731",11.10%,±1.5
"('35.0 percent or more',)","Indianapolis city (balance), Indiana","5,064","±1,016",9.00%,±1.7
"('35.0 percent or more',)","Irvine city, California","2,007",±915,12.30%,±5.2
"('35.0 percent or more',)","Jacksonville city, Florida","6,119","±1,152",9.80%,±1.8
"('35.0 percent or more',)","Jersey City city, New Jersey","1,994",±723,22.10%,±6.9
"('35.0 percent or more',)","Kansas City city, Missouri","5,598","±1,122",13.10%,±2.5
"('35.0 percent or more',)","Las Vegas city, Nevada","3,673",±904,10.30%,±2.4
"('35.0 percent or more',)","Lincoln city, Nebraska","1,257",±472,5.40%,±1.9
"('35.0 percent or more',)","Long Beach city, California","1,257",±520,7.10%,±2.7
"('35.0 percent or more',)","Los Angeles city, California","21,289","±2,561",14.80%,±1.7
"('35.0 percent or more',)","Memphis city, Tennessee","5,394","±1,233",11.90%,±2.7
"('35.0 percent or more',)","Mesa city, Arizona","4,214",±944,10.00%,±2.1
"('35.0 percent or more',)","Miami city, Florida","5,971","±1,444",21.80%,±4.5
"('35.0 percent or more',)","Milwaukee city, Wisconsin","3,882",±902,12.60%,±2.7
"('35.0 percent or more',)","Minneapolis city, Minnesota","2,107",±658,9.00%,±2.7
"('35.0 percent or more',)","New Orleans city, Louisiana","4,930",±772,15.70%,±2.3
"('35.0 percent or more',)","New York city, New York","71,507","±5,642",16.60%,±1.3
"('35.0 percent or more',)","Newark city, New Jersey","2,548",±743,32.80%,±8.5
"('35.0 percent or more',)","Oakland city, California","2,977","±1,019",15.80%,±4.8
"('35.0 percent or more',)","Oklahoma City city, Oklahoma","4,689","±1,105",8.20%,±1.9
"('35.0 percent or more',)","Omaha city, Nebraska","4,456",±879,12.10%,±2.3
"('35.0 percent or more',)","Orlando city, Florida","1,108",±566,8.90%,±4.4
"('35.0 percent or more',)","Philadelphia city, Pennsylvania","16,981","±2,254",13.20%,±1.7
"('35.0 percent or more',)","Phoenix city, Arizona","7,714","±1,293",7.80%,±1.2
"('35.0 percent or more',)","Pittsburgh city, Pennsylvania","2,112",±586,7.30%,±1.9
"('35.0 percent or more',)","Plano city, Texas","2,014",±826,9.10%,±3.5
"('35.0 percent or more',)","Portland city, Oregon","5,663","±1,199",13.70%,±2.7
"('35.0 percent or more',)","Raleigh city, North Carolina","1,378",±594,5.80%,±2.5
"('35.0 percent or more',)","Riverside city, California","1,063",±480,9.40%,±3.9
"('35.0 percent or more',)","Sacramento city, California","3,028",±842,10.40%,±2.7
"('35.0 percent or more',)","San Antonio city, Texas","12,029","±1,705",10.50%,±1.4
"('35.0 percent or more',)","San Diego city, California","7,332","±1,420",10.70%,±1.9
"('35.0 percent or more',)","San Francisco city, California","5,608","±1,324",12.00%,±2.7
"('35.0 percent or more',)","San Jose city, California","7,040","±1,275",12.20%,±2.2
"('35.0 percent or more',)","Santa Ana city, California",852,±371,7.10%,±3.0
"('35.0 percent or more',)","Seattle city, Washington","4,530","±1,163",11.30%,±2.7
"('35.0 percent or more',)","St. Louis city, Missouri","2,819",±953,12.60%,±3.9
"('35.0 percent or more',)","St. Paul city, Minnesota","1,245",±411,8.10%,±2.6
"('35.0 percent or more',)","Stockton city, California","1,592",±662,10.00%,±4.0
"('35.0 percent or more',)","Tampa city, Florida","3,766","±1,303",13.90%,±4.4
"('35.0 percent or more',)","Tucson city, Arizona","4,665","±1,156",11.80%,±2.7
"('35.0 percent or more',)","Tulsa city, Oklahoma","3,270",±580,9.60%,±1.7
"('35.0 percent or more',)","Virginia Beach city, Virginia","2,168",±700,8.40%,±2.5
"('35.0 percent or more',)","Washington city, District of Columbia","2,603",±720,9.30%,±2.5
"('35.0 percent or more',)","Wichita city, Kansas","2,560",±677,7.70%,±2.0
"('Not computed',)","Albuquerque city, New Mexico",375,±270,(X),(X)
"('Not computed',)","Anaheim city, California",0,±216,(X),(X)
"('Not computed',)","Anchorage municipality, Alaska",69,±115,(X),(X)
"('Not computed',)","Arlington city, Texas",39,±64,(X),(X)
"('Not computed',)","Atlanta city, Georgia",861,"±1,091",(X),(X)
"('Not computed',)","Aurora city, Colorado",60,±99,(X),(X)
"('Not computed',)","Austin city, Texas",843,±602,(X),(X)
"('Not computed',)","Bakersfield city, California",754,±502,(X),(X)
"('Not computed',)","Baltimore city, Maryland",545,±295,(X),(X)
"('Not computed',)","Boston city, Massachusetts",343,±263,(X),(X)
"('Not computed',)","Charlotte city, North Carolina",617,±296,(X),(X)
"('Not computed',)","Chicago city, Illinois","2,040",±754,(X),(X)
"('Not computed',)","Cincinnati city, Ohio",491,±543,(X),(X)
"('Not computed',)","Cleveland city, Ohio",552,±322,(X),(X)
"('Not computed',)","Colorado Springs city, Colorado",360,±226,(X),(X)
"('Not computed',)","Columbus city, Ohio",786,±628,(X),(X)
"('Not computed',)","Corpus Christi city, Texas",433,±290,(X),(X)
"('Not computed',)","Dallas city, Texas","1,692",±838,(X),(X)
"('Not computed',)","Denver city, Colorado",715,±608,(X),(X)
"('Not computed',)","Detroit city, Michigan","2,936","±1,156",(X),(X)
"('Not computed',)","Durham city, North Carolina",84,±144,(X),(X)
"('Not computed',)","El Paso city, Texas",865,±414,(X),(X)
"('Not computed',)","Fort Worth city, Texas","1,376",±625,(X),(X)
"('Not computed',)","Fresno city, California",218,±239,(X),(X)
"('Not computed',)","Greensboro city, North Carolina",40,±61,(X),(X)
"('Not computed',)","Henderson city, Nevada",440,±256,(X),(X)
"('Not computed',)","Houston city, Texas","3,330","±1,030",(X),(X)
"('Not computed',)","Indianapolis city (balance), Indiana",761,±463,(X),(X)
"('Not computed',)","Irvine city, California",577,±514,(X),(X)
"('Not computed',)","Jacksonville city, Florida",993,±696,(X),(X)
"('Not computed',)","Jersey City city, New Jersey",177,±221,(X),(X)
"('Not computed',)","Kansas City city, Missouri",654,±378,(X),(X)
"('Not computed',)","Las Vegas city, Nevada","1,146",±578,(X),(X)
"('Not computed',)","Lincoln city, Nebraska",493,±459,(X),(X)
"('Not computed',)","Long Beach city, California",184,±169,(X),(X)
"('Not computed',)","Los Angeles city, California","1,776",±553,(X),(X)
"('Not computed',)","Memphis city, Tennessee","1,016",±513,(X),(X)
"('Not computed',)","Mesa city, Arizona",416,±291,(X),(X)
"('Not computed',)","Miami city, Florida",91,±94,(X),(X)
"('Not computed',)","Milwaukee city, Wisconsin",163,±126,(X),(X)
"('Not computed',)","Minneapolis city, Minnesota",402,±281,(X),(X)
"('Not computed',)","New Orleans city, Louisiana","1,322",±627,(X),(X)
"('Not computed',)","New York city, New York","5,965","±1,410",(X),(X)
"('Not computed',)","Newark city, New Jersey",0,±213,(X),(X)
"('Not computed',)","Oakland city, California",116,±134,(X),(X)
"('Not computed',)","Oklahoma City city, Oklahoma",384,±236,(X),(X)
"('Not computed',)","Omaha city, Nebraska",777,±323,(X),(X)
"('Not computed',)","Orlando city, Florida",279,±252,(X),(X)
"('Not computed',)","Philadelphia city, Pennsylvania","4,143","±1,546",(X),(X)
"('Not computed',)","Phoenix city, Arizona","1,384",±807,(X),(X)
"('Not computed',)","Pittsburgh city, Pennsylvania",590,±407,(X),(X)
"('Not computed',)","Plano city, Texas",208,±318,(X),(X)
"('Not computed',)","Portland city, Oregon",410,±382,(X),(X)
"('Not computed',)","Raleigh city, North Carolina",156,±155,(X),(X)
"('Not computed',)","Riverside city, California",328,±215,(X),(X)
"('Not computed',)","Sacramento city, California",339,±251,(X),(X)
"('Not computed',)","San Antonio city, Texas","1,925",±760,(X),(X)
"('Not computed',)","San Diego city, California","1,099",±499,(X),(X)
"('Not computed',)","San Francisco city, California",764,±566,(X),(X)
"('Not computed',)","San Jose city, California",276,±213,(X),(X)
"('Not computed',)","Santa Ana city, California",46,±77,(X),(X)
"('Not computed',)","Seattle city, Washington",398,±355,(X),(X)
"('Not computed',)","St. Louis city, Missouri",777,±415,(X),(X)
"('Not computed',)","St. Paul city, Minnesota",298,±294,(X),(X)
"('Not computed',)","Stockton city, California",490,±335,(X),(X)
"('Not computed',)","Tampa city, Florida",236,±160,(X),(X)
"('Not computed',)","Tucson city, Arizona",147,±138,(X),(X)
"('Not computed',)","Tulsa city, Oklahoma",161,±137,(X),(X)
"('Not computed',)","Virginia Beach city, Virginia",291,±185,(X),(X)
"('Not computed',)","Washington city, District of Columbia",582,±532,(X),(X)
"('Not computed',)","Wichita city, Kansas",411,±299,(X),(X)
"('Occupied units paying rent',)","Albuquerque city, New Mexico","87,510","±4,500","87,510",(X)
"('Occupied units paying rent',)","Anaheim city, California",N,N,N,N
"('Occupied units paying rent',)","Anchorage municipality, Alaska","39,873","±2,952","39,873",(X)
"('Occupied units paying rent',)","Arlington city, Texas",N,N,N,N
"('Occupied units paying rent',)","Atlanta city, Georgia","117,266","±6,004","117,266",(X)
"('Occupied units paying rent',)","Aurora city, Colorado",N,N,N,N
"('Occupied units paying rent',)","Austin city, Texas","225,062","±6,792","225,062",(X)
"('Occupied units paying rent',)","Bakersfield city, California","46,711","±3,110","46,711",(X)
"('Occupied units paying rent',)","Baltimore city, Maryland","124,383","±4,578","124,383",(X)
"('Occupied units paying rent',)","Boston city, Massachusetts","174,867","±4,425","174,867",(X)
"('Occupied units paying rent',)","Charlotte city, North Carolina","159,104","±5,244","159,104",(X)
"('Occupied units paying rent',)","Chicago city, Illinois","585,626","±10,403","585,626",(X)
"('Occupied units paying rent',)","Cincinnati city, Ohio","80,747","±3,274","80,747",(X)
"('Occupied units paying rent',)","Cleveland city, Ohio","98,141","±4,086","98,141",(X)
"('Occupied units paying rent',)","Colorado Springs city, Colorado","74,805","±4,083","74,805",(X)
"('Occupied units paying rent',)","Columbus city, Ohio","198,139","±5,588","198,139",(X)
"('Occupied units paying rent',)","Corpus Christi city, Texas","49,110","±3,496","49,110",(X)
"('Occupied units paying rent',)","Dallas city, Texas","301,211","±6,962","301,211",(X)
"('Occupied units paying rent',)","Denver city, Colorado","157,524","±5,209","157,524",(X)
"('Occupied units paying rent',)","Detroit city, Michigan","131,603","±4,849","131,603",(X)
"('Occupied units paying rent',)","Durham city, North Carolina","54,224","±3,873","54,224",(X)
"('Occupied units paying rent',)","El Paso city, Texas","90,974","±4,610","90,974",(X)
"('Occupied units paying rent',)","Fort Worth city, Texas","127,087","±6,159","127,087",(X)
"('Occupied units paying rent',)","Fresno city, California","90,138","±3,907","90,138",(X)
"('Occupied units paying rent',)","Greensboro city, North Carolina","58,904","±4,018","58,904",(X)
"('Occupied units paying rent',)","Henderson city, Nevada",N,N,N,N
"('Occupied units paying rent',)","Houston city, Texas","508,700","±10,362","508,700",(X)
"('Occupied units paying rent',)","Indianapolis city (balance), Indiana","156,188","±5,014","156,188",(X)
"('Occupied units paying rent',)","Irvine city, California",N,N,N,N
"('Occupied units paying rent',)","Jacksonville city, Florida","145,727","±5,793","145,727",(X)
"('Occupied units paying rent',)","Jersey City city, New Jersey","73,559","±2,906","73,559",(X)
"('Occupied units paying rent',)","Kansas City city, Missouri","95,887","±4,264","95,887",(X)
"('Occupied units paying rent',)","Las Vegas city, Nevada","108,467","±4,772","108,467",(X)
"('Occupied units paying rent',)","Lincoln city, Nebraska","49,213","±2,826","49,213",(X)
"('Occupied units paying rent',)","Long Beach city, California","98,761","±4,125","98,761",(X)
"('Occupied units paying rent',)","Los Angeles city, California","870,683","±11,643","870,683",(X)
"('Occupied units paying rent',)","Memphis city, Tennessee","131,263","±4,523","131,263",(X)
"('Occupied units paying rent',)","Mesa city, Arizona","67,272","±4,006","67,272",(X)
"('Occupied units paying rent',)","Miami city, Florida","131,020","±5,592","131,020",(X)
"('Occupied units paying rent',)","Milwaukee city, Wisconsin","136,387","±4,287","136,387",(X)
"('Occupied units paying rent',)","Minneapolis city, Minnesota","95,936","±3,521","95,936",(X)
"('Occupied units paying rent',)","New Orleans city, Louisiana","70,290","±3,052","70,290",(X)
"('Occupied units paying rent',)","New York city, New York","2,127,378","±18,176","2,127,378",(X)
"('Occupied units paying rent',)","Newark city, New Jersey","75,957","±3,902","75,957",(X)
"('Occupied units paying rent',)","Oakland city, California","97,434","±4,040","97,434",(X)
"('Occupied units paying rent',)","Oklahoma City city, Oklahoma","100,876","±4,293","100,876",(X)
"('Occupied units paying rent',)","Omaha city, Nebraska","77,045","±3,400","77,045",(X)
"('Occupied units paying rent',)","Orlando city, Florida","67,462","±4,278","67,462",(X)
"('Occupied units paying rent',)","Philadelphia city, Pennsylvania","287,937","±7,304","287,937",(X)
"('Occupied units paying rent',)","Phoenix city, Arizona","260,833","±6,179","260,833",(X)
"('Occupied units paying rent',)","Pittsburgh city, Pennsylvania","76,519","±3,793","76,519",(X)
"('Occupied units paying rent',)","Plano city, Texas",N,N,N,N
"('Occupied units paying rent',)","Portland city, Oregon","126,297","±4,777","126,297",(X)
"('Occupied units paying rent',)","Raleigh city, North Carolina","90,179","±4,574","90,179",(X)
"('Occupied units paying rent',)","Riverside city, California","40,141","±2,679","40,141",(X)
"('Occupied units paying rent',)","Sacramento city, California","95,770","±4,088","95,770",(X)
"('Occupied units paying rent',)","San Antonio city, Texas","230,015","±7,685","230,015",(X)
"('Occupied units paying rent',)","San Diego city, California","269,916","±6,777","269,916",(X)
"('Occupied units paying rent',)","San Francisco city, California","224,222","±6,570","224,222",(X)
"('Occupied units paying rent',)","San Jose city, California","144,274","±5,223","144,274",(X)
"('Occupied units paying rent',)","Santa Ana city, California","44,668","±2,729","44,668",(X)
"('Occupied units paying rent',)","Seattle city, Washington","187,484","±6,510","187,484",(X)
"('Occupied units paying rent',)","St. Louis city, Missouri","78,543","±3,099","78,543",(X)
"('Occupied units paying rent',)","St. Paul city, Minnesota","52,386","±2,808","52,386",(X)
"('Occupied units paying rent',)","Stockton city, California","47,055","±2,604","47,055",(X)
"('Occupied units paying rent',)","Tampa city, Florida","71,483","±3,687","71,483",(X)
"('Occupied units paying rent',)","Tucson city, Arizona","105,927","±4,250","105,927",(X)
"('Occupied units paying rent',)","Tulsa city, Oklahoma","76,721","±2,114","76,721",(X)
"('Occupied units paying rent',)","Virginia Beach city, Virginia","64,664","±3,413","64,664",(X)
"('Occupied units paying rent',)","Washington city, District of Columbia","167,924","±4,611","167,924",(X)
"('Occupied units paying rent',)","Wichita city, Kansas","61,216","±2,939","61,216",(X)
"('Less than $500',)","Albuquerque city, New Mexico","7,284","±1,939",8.30%,±2.1
"('Less than $500',)","Anaheim city, California",N,N,N,N
"('Less than $500',)","Anchorage municipality, Alaska","2,256",±869,5.70%,±2.2
"('Less than $500',)","Arlington city, Texas",N,N,N,N
"('Less than $500',)","Atlanta city, Georgia","13,737","±2,658",11.70%,±2.1
"('Less than $500',)","Aurora city, Colorado",N,N,N,N
"('Less than $500',)","Austin city, Texas","9,291","±2,079",4.10%,±0.9
"('Less than $500',)","Bakersfield city, California","1,639",±858,3.50%,±1.9
"('Less than $500',)","Baltimore city, Maryland","19,839","±2,418",15.90%,±1.9
"('Less than $500',)","Boston city, Massachusetts","26,079","±2,758",14.90%,±1.5
"('Less than $500',)","Charlotte city, North Carolina","5,292","±1,342",3.30%,±0.9
"('Less than $500',)","Chicago city, Illinois","59,972","±3,985",10.20%,±0.7
"('Less than $500',)","Cincinnati city, Ohio","14,284","±2,133",17.70%,±2.5
"('Less than $500',)","Cleveland city, Ohio","19,467","±2,232",19.80%,±2.2
"('Less than $500',)","Colorado Springs city, Colorado","2,683",±901,3.60%,±1.2
"('Less than $500',)","Columbus city, Ohio","10,852","±1,930",5.50%,±1.0
"('Less than $500',)","Corpus Christi city, Texas","4,148","±1,300",8.40%,±2.6
"('Less than $500',)","Dallas city, Texas","13,168","±2,320",4.40%,±0.8
"('Less than $500',)","Denver city, Colorado","12,419","±2,282",7.90%,±1.4
"('Less than $500',)","Detroit city, Michigan","18,414","±2,196",14.00%,±1.7
"('Less than $500',)","Durham city, North Carolina","4,796","±1,690",8.80%,±3.0
"('Less than $500',)","El Paso city, Texas","11,730","±1,875",12.90%,±1.9
"('Less than $500',)","Fort Worth city, Texas","5,660","±1,332",4.50%,±1.0
"('Less than $500',)","Fresno city, California","7,017","±1,498",7.80%,±1.6
"('Less than $500',)","Greensboro city, North Carolina","4,812","±1,242",8.20%,±2.0
"('Less than $500',)","Henderson city, Nevada",N,N,N,N
"('Less than $500',)","Houston city, Texas","17,527","±2,100",3.40%,±0.4
"('Less than $500',)","Indianapolis city (balance), Indiana","10,814","±1,827",6.90%,±1.2
"('Less than $500',)","Irvine city, California",N,N,N,N
"('Less than $500',)","Jacksonville city, Florida","9,455","±1,861",6.50%,±1.3
"('Less than $500',)","Jersey City city, New Jersey","7,666","±1,356",10.40%,±1.8
"('Less than $500',)","Kansas City city, Missouri","6,230","±1,341",6.50%,±1.3
"('Less than $500',)","Las Vegas city, Nevada","4,857","±1,038",4.50%,±0.9
"('Less than $500',)","Lincoln city, Nebraska","3,467",±951,7.00%,±1.9
"('Less than $500',)","Long Beach city, California","4,765","±1,158",4.80%,±1.1
"('Less than $500',)","Los Angeles city, California","47,610","±3,462",5.50%,±0.4
"('Less than $500',)","Memphis city, Tennessee","10,402","±1,743",7.90%,±1.3
"('Less than $500',)","Mesa city, Arizona","1,596",±769,2.40%,±1.1
"('Less than $500',)","Miami city, Florida","14,741","±2,148",11.30%,±1.5
"('Less than $500',)","Milwaukee city, Wisconsin","10,464","±1,792",7.70%,±1.3
"('Less than $500',)","Minneapolis city, Minnesota","11,198","±1,968",11.70%,±2.0
"('Less than $500',)","New Orleans city, Louisiana","8,997","±1,403",12.80%,±1.9
"('Less than $500',)","New York city, New York","223,750","±9,256",10.50%,±0.4
"('Less than $500',)","Newark city, New Jersey","13,891","±2,246",18.30%,±2.7
"('Less than $500',)","Oakland city, California","9,363","±1,441",9.60%,±1.5
"('Less than $500',)","Oklahoma City city, Oklahoma","8,975","±1,696",8.90%,±1.7
"('Less than $500',)","Omaha city, Nebraska","4,526","±1,047",5.90%,±1.4
"('Less than $500',)","Orlando city, Florida","2,766",±887,4.10%,±1.3
"('Less than $500',)","Philadelphia city, Pennsylvania","29,001","±3,399",10.10%,±1.2
"('Less than $500',)","Phoenix city, Arizona","12,404","±2,068",4.80%,±0.8
"('Less than $500',)","Pittsburgh city, Pennsylvania","10,381","±1,877",13.60%,±2.3
"('Less than $500',)","Plano city, Texas",N,N,N,N
"('Less than $500',)","Portland city, Oregon","6,915","±1,570",5.50%,±1.2
"('Less than $500',)","Raleigh city, North Carolina","5,674","±1,969",6.30%,±2.2
"('Less than $500',)","Riverside city, California","1,176",±511,2.90%,±1.2
"('Less than $500',)","Sacramento city, California","5,293","±1,199",5.50%,±1.2
"('Less than $500',)","San Antonio city, Texas","16,863","±2,144",7.30%,±0.9
"('Less than $500',)","San Diego city, California","9,166","±1,846",3.40%,±0.7
"('Less than $500',)","San Francisco city, California","20,667","±2,502",9.20%,±1.1
"('Less than $500',)","San Jose city, California","7,616","±1,441",5.30%,±0.9
"('Less than $500',)","Santa Ana city, California","1,028",±437,2.30%,±1.0
"('Less than $500',)","Seattle city, Washington","11,409","±2,365",6.10%,±1.2
"('Less than $500',)","St. Louis city, Missouri","9,381","±1,569",11.90%,±1.9
"('Less than $500',)","St. Paul city, Minnesota","5,649","±1,400",10.80%,±2.6
"('Less than $500',)","Stockton city, California","2,076",±718,4.40%,±1.5
"('Less than $500',)","Tampa city, Florida","5,799","±1,112",8.10%,±1.5
"('Less than $500',)","Tucson city, Arizona","9,201","±1,802",8.70%,±1.6
"('Less than $500',)","Tulsa city, Oklahoma","7,593",±734,9.90%,±1.0
"('Less than $500',)","Virginia Beach city, Virginia","1,513",±682,2.30%,±1.1
"('Less than $500',)","Washington city, District of Columbia","17,252","±2,678",10.30%,±1.5
"('Less than $500',)","Wichita city, Kansas","7,421","±1,446",12.10%,±2.3
"('$500 to $999',)","Albuquerque city, New Mexico","45,673","±3,409",52.20%,±3.1
"('$500 to $999',)","Anaheim city, California",N,N,N,N
"('$500 to $999',)","Anchorage municipality, Alaska","10,634","±1,871",26.70%,±4.2
"('$500 to $999',)","Arlington city, Texas",N,N,N,N
"('$500 to $999',)","Atlanta city, Georgia","24,662","±3,114",21.00%,±2.4
"('$500 to $999',)","Aurora city, Colorado",N,N,N,N
"('$500 to $999',)","Austin city, Texas","31,275","±3,427",13.90%,±1.4
"('$500 to $999',)","Bakersfield city, California","18,588","±2,747",39.80%,±4.8
"('$500 to $999',)","Baltimore city, Maryland","31,660","±3,127",25.50%,±2.2
"('$500 to $999',)","Boston city, Massachusetts","16,680","±2,544",9.50%,±1.5
"('$500 to $999',)","Charlotte city, North Carolina","43,138","±3,823",27.10%,±2.3
"('$500 to $999',)","Chicago city, Illinois","175,859","±6,876",30.00%,±1.1
"('$500 to $999',)","Cincinnati city, Ohio","44,061","±2,838",54.60%,±2.9
"('$500 to $999',)","Cleveland city, Ohio","57,979","±3,864",59.10%,±2.8
"('$500 to $999',)","Colorado Springs city, Colorado","18,984","±2,640",25.40%,±3.2
"('$500 to $999',)","Columbus city, Ohio","92,377","±4,937",46.60%,±2.3
"('$500 to $999',)","Corpus Christi city, Texas","18,519","±2,281",37.70%,±3.9
"('$500 to $999',)","Dallas city, Texas","98,213","±4,845",32.60%,±1.5
"('$500 to $999',)","Denver city, Colorado","18,110","±2,356",11.50%,±1.5
"('$500 to $999',)","Detroit city, Michigan","69,651","±4,458",52.90%,±2.5
"('$500 to $999',)","Durham city, North Carolina","14,554","±2,121",26.80%,±3.8
"('$500 to $999',)","El Paso city, Texas","49,385","±3,822",54.30%,±3.2
"('$500 to $999',)","Fort Worth city, Texas","45,078","±4,134",35.50%,±3.1
"('$500 to $999',)","Fresno city, California","33,321","±2,951",37.00%,±2.9
"('$500 to $999',)","Greensboro city, North Carolina","33,100","±3,352",56.20%,±4.0
"('$500 to $999',)","Henderson city, Nevada",N,N,N,N
"('$500 to $999',)","Houston city, Texas","193,196","±9,144",38.00%,±1.5
"('$500 to $999',)","Indianapolis city (balance), Indiana","88,623","±4,824",56.70%,±2.4
"('$500 to $999',)","Irvine city, California",N,N,N,N
"('$500 to $999',)","Jacksonville city, Florida","47,680","±4,538",32.70%,±2.8
"('$500 to $999',)","Jersey City city, New Jersey","10,929","±1,849",14.90%,±2.5
"('$500 to $999',)","Kansas City city, Missouri","44,026","±3,242",45.90%,±2.7
"('$500 to $999',)","Las Vegas city, Nevada","34,943","±3,027",32.20%,±2.4
"('$500 to $999',)","Lincoln city, Nebraska","29,274","±2,585",59.50%,±3.3
"('$500 to $999',)","Long Beach city, California","11,275","±1,665",11.40%,±1.6
"('$500 to $999',)","Los Angeles city, California","110,698","±6,186",12.70%,±0.7
"('$500 to $999',)","Memphis city, Tennessee","68,914","±3,890",52.50%,±2.5
"('$500 to $999',)","Mesa city, Arizona","21,269","±2,482",31.60%,±2.9
"('$500 to $999',)","Miami city, Florida","25,545","±2,979",19.50%,±2.2
"('$500 to $999',)","Milwaukee city, Wisconsin","83,148","±4,175",61.00%,±2.3
"('$500 to $999',)","Minneapolis city, Minnesota","32,108","±3,043",33.50%,±2.9
"('$500 to $999',)","New Orleans city, Louisiana","25,516","±2,116",36.30%,±2.5
"('$500 to $999',)","New York city, New York","306,297","±11,209",14.40%,±0.5
"('$500 to $999',)","Newark city, New Jersey","15,428","±2,299",20.30%,±2.9
"('$500 to $999',)","Oakland city, California","13,763","±2,398",14.10%,±2.3
"('$500 to $999',)","Oklahoma City city, Oklahoma","54,842","±3,620",54.40%,±2.5
"('$500 to $999',)","Omaha city, Nebraska","40,643","±2,209",52.80%,±2.6
"('$500 to $999',)","Orlando city, Florida","11,560","±2,060",17.10%,±2.8
