Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Median (dollars)',)","Albuquerque city, New Mexico","1,311",±29,(X),(X)
"('Median (dollars)',)","Anaheim city, California","2,238",±72,(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","1,974",±64,(X),(X)
"('Median (dollars)',)","Arlington city, Texas","1,417",±37,(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia","1,699",±65,(X),(X)
"('Median (dollars)',)","Aurora city, Colorado","1,411",±38,(X),(X)
"('Median (dollars)',)","Austin city, Texas","1,783",±47,(X),(X)
"('Median (dollars)',)","Bakersfield city, California","1,565",±77,(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland","1,424",±48,(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","2,237",±53,(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina","1,364",±25,(X),(X)
"('Median (dollars)',)","Chicago city, Illinois","1,817",±22,(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio","1,209",±36,(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio",962,±25,(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado","1,415",±35,(X),(X)
"('Median (dollars)',)","Columbus city, Ohio","1,276",±23,(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas","1,325",±46,(X),(X)
"('Median (dollars)',)","Dallas city, Texas","1,477",±42,(X),(X)
"('Median (dollars)',)","Denver city, Colorado","1,562",±37,(X),(X)
"('Median (dollars)',)","Detroit city, Michigan","1,068",±28,(X),(X)
"('Median (dollars)',)","Durham city, North Carolina","1,361",±45,(X),(X)
"('Median (dollars)',)","El Paso city, Texas","1,143",±31,(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas","1,398",±30,(X),(X)
"('Median (dollars)',)","Fresno city, California","1,417",±46,(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina","1,162",±42,(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","1,555",±41,(X),(X)
"('Median (dollars)',)","Houston city, Texas","1,482",±27,(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana","1,101",±22,(X),(X)
"('Median (dollars)',)","Irvine city, California","2,874",±94,(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida","1,256",±29,(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","2,578",±109,(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri","1,299",±32,(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada","1,340",±30,(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska","1,278",±40,(X),(X)
"('Median (dollars)',)","Long Beach city, California","2,200",±60,(X),(X)
"('Median (dollars)',)","Los Angeles city, California","2,444",±28,(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee","1,126",±23,(X),(X)
"('Median (dollars)',)","Mesa city, Arizona","1,301",±32,(X),(X)
"('Median (dollars)',)","Miami city, Florida","1,814",±84,(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin","1,257",±30,(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota","1,616",±40,(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana","1,611",±73,(X),(X)
"('Median (dollars)',)","New York city, New York","2,501",±26,(X),(X)
"('Median (dollars)',)","Newark city, New Jersey","1,981",±115,(X),(X)
"('Median (dollars)',)","Oakland city, California","2,351",±63,(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma","1,286",±37,(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska","1,326",±28,(X),(X)
"('Median (dollars)',)","Orlando city, Florida","1,577",±92,(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania","1,260",±26,(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona","1,363",±22,(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania","1,079",±47,(X),(X)
"('Median (dollars)',)","Plano city, Texas","1,948",±46,(X),(X)
"('Median (dollars)',)","Portland city, Oregon","1,776",±44,(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina","1,432",±39,(X),(X)
"('Median (dollars)',)","Riverside city, California","1,731",±42,(X),(X)
"('Median (dollars)',)","Sacramento city, California","1,622",±45,(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","1,264",±26,(X),(X)
"('Median (dollars)',)","San Diego city, California","2,295",±43,(X),(X)
"('Median (dollars)',)","San Francisco city, California","3,188",±93,(X),(X)
"('Median (dollars)',)","San Jose city, California","2,704",±52,(X),(X)
"('Median (dollars)',)","Santa Ana city, California","1,933",±71,(X),(X)
"('Median (dollars)',)","Seattle city, Washington","2,312",±41,(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri","1,227",±30,(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","1,410",±35,(X),(X)
"('Median (dollars)',)","Stockton city, California","1,523",±71,(X),(X)
"('Median (dollars)',)","Tampa city, Florida","1,479",±61,(X),(X)
"('Median (dollars)',)","Tucson city, Arizona","1,118",±31,(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma","1,210",±24,(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","1,684",±29,(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","2,312",±52,(X),(X)
"('Median (dollars)',)","Wichita city, Kansas","1,174",±32,(X),(X)
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","41,910","±2,481","41,910",(X)
"('Housing units without a mortgage',)","Anaheim city, California","11,980","±1,328","11,980",(X)
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","19,014","±1,656","19,014",(X)
"('Housing units without a mortgage',)","Arlington city, Texas","21,634","±2,111","21,634",(X)
"('Housing units without a mortgage',)","Atlanta city, Georgia","24,181","±2,308","24,181",(X)
"('Housing units without a mortgage',)","Aurora city, Colorado","14,856","±1,455","14,856",(X)
"('Housing units without a mortgage',)","Austin city, Texas","50,210","±3,218","50,210",(X)
"('Housing units without a mortgage',)","Bakersfield city, California","14,756","±1,752","14,756",(X)
"('Housing units without a mortgage',)","Baltimore city, Maryland","33,091","±2,265","33,091",(X)
"('Housing units without a mortgage',)","Boston city, Massachusetts","22,188","±2,214","22,188",(X)
"('Housing units without a mortgage',)","Charlotte city, North Carolina","37,548","±2,494","37,548",(X)
"('Housing units without a mortgage',)","Chicago city, Illinois","148,288","±4,837","148,288",(X)
"('Housing units without a mortgage',)","Cincinnati city, Ohio","16,517","±1,470","16,517",(X)
"('Housing units without a mortgage',)","Cleveland city, Ohio","30,458","±2,368","30,458",(X)
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","28,781","±1,969","28,781",(X)
"('Housing units without a mortgage',)","Columbus city, Ohio","40,549","±2,844","40,549",(X)
"('Housing units without a mortgage',)","Corpus Christi city, Texas","28,950","±1,942","28,950",(X)
"('Housing units without a mortgage',)","Dallas city, Texas","81,975","±4,067","81,975",(X)
"('Housing units without a mortgage',)","Denver city, Colorado","36,292","±2,540","36,292",(X)
"('Housing units without a mortgage',)","Detroit city, Michigan","76,062","±3,458","76,062",(X)
"('Housing units without a mortgage',)","Durham city, North Carolina","11,907","±1,560","11,907",(X)
"('Housing units without a mortgage',)","El Paso city, Texas","52,577","±2,859","52,577",(X)
"('Housing units without a mortgage',)","Fort Worth city, Texas","55,096","±3,423","55,096",(X)
"('Housing units without a mortgage',)","Fresno city, California","21,426","±1,869","21,426",(X)
"('Housing units without a mortgage',)","Greensboro city, North Carolina","16,813","±1,490","16,813",(X)
"('Housing units without a mortgage',)","Henderson city, Nevada","19,157","±2,060","19,157",(X)
"('Housing units without a mortgage',)","Houston city, Texas","157,301","±5,115","157,301",(X)
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","51,120","±3,124","51,120",(X)
"('Housing units without a mortgage',)","Irvine city, California","12,967","±1,932","12,967",(X)
"('Housing units without a mortgage',)","Jacksonville city, Florida","56,501","±3,360","56,501",(X)
"('Housing units without a mortgage',)","Jersey City city, New Jersey","7,958","±1,210","7,958",(X)
"('Housing units without a mortgage',)","Kansas City city, Missouri","36,703","±2,551","36,703",(X)
"('Housing units without a mortgage',)","Las Vegas city, Nevada","32,273","±2,341","32,273",(X)
"('Housing units without a mortgage',)","Lincoln city, Nebraska","18,286","±1,611","18,286",(X)
"('Housing units without a mortgage',)","Long Beach city, California","17,179","±1,745","17,179",(X)
"('Housing units without a mortgage',)","Los Angeles city, California","127,723","±4,219","127,723",(X)
"('Housing units without a mortgage',)","Memphis city, Tennessee","42,607","±2,348","42,607",(X)
"('Housing units without a mortgage',)","Mesa city, Arizona","39,768","±2,305","39,768",(X)
"('Housing units without a mortgage',)","Miami city, Florida","22,885","±2,332","22,885",(X)
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","28,422","±2,169","28,422",(X)
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","21,323","±1,798","21,323",(X)
"('Housing units without a mortgage',)","New Orleans city, Louisiana","32,778","±1,771","32,778",(X)
"('Housing units without a mortgage',)","New York city, New York","396,983","±10,683","396,983",(X)
"('Housing units without a mortgage',)","Newark city, New Jersey","5,768","±1,163","5,768",(X)
"('Housing units without a mortgage',)","Oakland city, California","14,617","±1,661","14,617",(X)
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","52,187","±2,387","52,187",(X)
"('Housing units without a mortgage',)","Omaha city, Nebraska","31,240","±1,797","31,240",(X)
"('Housing units without a mortgage',)","Orlando city, Florida","12,257","±1,664","12,257",(X)
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","122,597","±4,996","122,597",(X)
"('Housing units without a mortgage',)","Phoenix city, Arizona","74,315","±3,778","74,315",(X)
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","27,847","±1,887","27,847",(X)
"('Housing units without a mortgage',)","Plano city, Texas","21,502","±1,954","21,502",(X)
"('Housing units without a mortgage',)","Portland city, Oregon","36,700","±2,328","36,700",(X)
"('Housing units without a mortgage',)","Raleigh city, North Carolina","18,351","±1,939","18,351",(X)
"('Housing units without a mortgage',)","Riverside city, California","11,980","±1,417","11,980",(X)
"('Housing units without a mortgage',)","Sacramento city, California","24,560","±2,026","24,560",(X)
"('Housing units without a mortgage',)","San Antonio city, Texas","106,741","±3,735","106,741",(X)
"('Housing units without a mortgage',)","San Diego city, California","62,398","±3,314","62,398",(X)
"('Housing units without a mortgage',)","San Francisco city, California","41,350","±2,553","41,350",(X)
"('Housing units without a mortgage',)","San Jose city, California","49,423","±2,552","49,423",(X)
"('Housing units without a mortgage',)","Santa Ana city, California","9,103","±1,127","9,103",(X)
"('Housing units without a mortgage',)","Seattle city, Washington","38,372","±2,524","38,372",(X)
"('Housing units without a mortgage',)","St. Louis city, Missouri","20,204","±1,765","20,204",(X)
"('Housing units without a mortgage',)","St. Paul city, Minnesota","17,361","±1,455","17,361",(X)
"('Housing units without a mortgage',)","Stockton city, California","11,999","±1,310","11,999",(X)
"('Housing units without a mortgage',)","Tampa city, Florida","23,156","±1,934","23,156",(X)
"('Housing units without a mortgage',)","Tucson city, Arizona","35,592","±2,627","35,592",(X)
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","33,848","±1,669","33,848",(X)
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","25,175","±1,931","25,175",(X)
"('Housing units without a mortgage',)","Washington city, District of Columbia","26,868","±2,013","26,868",(X)
"('Housing units without a mortgage',)","Wichita city, Kansas","33,475","±2,297","33,475",(X)
"('Less than $250',)","Albuquerque city, New Mexico","5,568","±1,061",13.30%,±2.4
"('Less than $250',)","Anaheim city, California","1,211",±440,10.10%,±3.6
"('Less than $250',)","Anchorage municipality, Alaska",908,±548,4.80%,±2.9
"('Less than $250',)","Arlington city, Texas","1,381",±527,6.40%,±2.4
"('Less than $250',)","Atlanta city, Georgia","2,931",±682,12.10%,±2.6
"('Less than $250',)","Aurora city, Colorado","1,580",±548,10.60%,±3.3
"('Less than $250',)","Austin city, Texas","3,195","±1,003",6.40%,±1.9
"('Less than $250',)","Bakersfield city, California","1,040",±525,7.00%,±3.3
"('Less than $250',)","Baltimore city, Maryland","2,386",±646,7.20%,±1.8
"('Less than $250',)","Boston city, Massachusetts",936,±485,4.20%,±2.1
"('Less than $250',)","Charlotte city, North Carolina","2,509",±641,6.70%,±1.6
"('Less than $250',)","Chicago city, Illinois","5,001",±931,3.40%,±0.7
"('Less than $250',)","Cincinnati city, Ohio",565,±266,3.40%,±1.6
"('Less than $250',)","Cleveland city, Ohio","6,096",±898,20.00%,±2.7
"('Less than $250',)","Colorado Springs city, Colorado","3,776",±734,13.10%,±2.3
"('Less than $250',)","Columbus city, Ohio","2,797",±624,6.90%,±1.5
"('Less than $250',)","Corpus Christi city, Texas","2,462",±758,8.50%,±2.6
"('Less than $250',)","Dallas city, Texas","9,203","±1,537",11.20%,±1.7
"('Less than $250',)","Denver city, Colorado","4,378",±996,12.10%,±2.5
"('Less than $250',)","Detroit city, Michigan","8,665","±1,099",11.40%,±1.3
"('Less than $250',)","Durham city, North Carolina","1,469",±592,12.30%,±4.7
"('Less than $250',)","El Paso city, Texas","12,251","±1,409",23.30%,±2.4
"('Less than $250',)","Fort Worth city, Texas","6,604","±1,027",12.00%,±1.7
"('Less than $250',)","Fresno city, California","2,749",±586,12.80%,±2.6
"('Less than $250',)","Greensboro city, North Carolina","2,274",±680,13.50%,±4.1
"('Less than $250',)","Henderson city, Nevada","1,579",±706,8.20%,±3.4
"('Less than $250',)","Houston city, Texas","17,983","±1,764",11.40%,±1.0
"('Less than $250',)","Indianapolis city (balance), Indiana","6,845","±1,186",13.40%,±2.1
"('Less than $250',)","Irvine city, California",709,±387,5.50%,±3.0
"('Less than $250',)","Jacksonville city, Florida","8,148","±1,119",14.40%,±2.0
"('Less than $250',)","Jersey City city, New Jersey",27,±44,0.30%,±0.6
"('Less than $250',)","Kansas City city, Missouri","3,955",±816,10.80%,±2.1
"('Less than $250',)","Las Vegas city, Nevada","3,778",±874,11.70%,±2.5
"('Less than $250',)","Lincoln city, Nebraska","1,330",±506,7.30%,±2.6
"('Less than $250',)","Long Beach city, California","2,279",±536,13.30%,±3.0
"('Less than $250',)","Los Angeles city, California","8,107","±1,164",6.30%,±0.9
"('Less than $250',)","Memphis city, Tennessee","6,350","±1,031",14.90%,±2.4
"('Less than $250',)","Mesa city, Arizona","7,379","±1,043",18.60%,±2.3
"('Less than $250',)","Miami city, Florida","3,561",±961,15.60%,±4.0
"('Less than $250',)","Milwaukee city, Wisconsin","1,000",±371,3.50%,±1.3
"('Less than $250',)","Minneapolis city, Minnesota","1,052",±383,4.90%,±1.8
"('Less than $250',)","New Orleans city, Louisiana","3,460",±665,10.60%,±1.9
"('Less than $250',)","New York city, New York","59,606","±4,109",15.00%,±0.9
"('Less than $250',)","Newark city, New Jersey",276,±227,4.80%,±3.9
"('Less than $250',)","Oakland city, California","1,052",±450,7.20%,±2.9
"('Less than $250',)","Oklahoma City city, Oklahoma","5,990",±960,11.50%,±1.9
"('Less than $250',)","Omaha city, Nebraska","2,384",±674,7.60%,±2.1
"('Less than $250',)","Orlando city, Florida",985,±380,8.00%,±2.9
"('Less than $250',)","Philadelphia city, Pennsylvania","15,426","±1,856",12.60%,±1.4
"('Less than $250',)","Phoenix city, Arizona","11,534","±1,847",15.50%,±2.2
"('Less than $250',)","Pittsburgh city, Pennsylvania","3,806",±771,13.70%,±2.5
"('Less than $250',)","Plano city, Texas",517,±325,2.40%,±1.5
"('Less than $250',)","Portland city, Oregon","1,227",±471,3.30%,±1.3
"('Less than $250',)","Raleigh city, North Carolina",985,±403,5.40%,±2.1
"('Less than $250',)","Riverside city, California","2,027",±553,16.90%,±4.2
"('Less than $250',)","Sacramento city, California","2,555",±661,10.40%,±2.5
"('Less than $250',)","San Antonio city, Texas","15,913","±2,171",14.90%,±2.0
"('Less than $250',)","San Diego city, California","6,270",±989,10.00%,±1.5
"('Less than $250',)","San Francisco city, California","3,981",±868,9.60%,±2.0
"('Less than $250',)","San Jose city, California","3,888",±831,7.90%,±1.6
"('Less than $250',)","Santa Ana city, California","1,452",±514,16.00%,±5.0
"('Less than $250',)","Seattle city, Washington","1,277",±527,3.30%,±1.3
"('Less than $250',)","St. Louis city, Missouri","1,921",±577,9.50%,±2.7
"('Less than $250',)","St. Paul city, Minnesota",360,±225,2.10%,±1.3
"('Less than $250',)","Stockton city, California","1,437",±372,12.00%,±3.0
"('Less than $250',)","Tampa city, Florida","4,694",±855,20.30%,±3.5
"('Less than $250',)","Tucson city, Arizona","6,548","±1,162",18.40%,±3.0
"('Less than $250',)","Tulsa city, Oklahoma","4,707",±761,13.90%,±2.0
"('Less than $250',)","Virginia Beach city, Virginia","1,329",±442,5.30%,±1.7
"('Less than $250',)","Washington city, District of Columbia","3,146",±871,11.70%,±3.1
"('Less than $250',)","Wichita city, Kansas","4,136",±812,12.40%,±2.2
"('$250 to $399',)","Albuquerque city, New Mexico","14,595","±1,578",34.80%,±3.1
"('$250 to $399',)","Anaheim city, California","2,887",±544,24.10%,±4.6
"('$250 to $399',)","Anchorage municipality, Alaska","1,362",±528,7.20%,±2.8
"('$250 to $399',)","Arlington city, Texas","2,998",±559,13.90%,±2.4
"('$250 to $399',)","Atlanta city, Georgia","5,475","±1,086",22.60%,±4.0
"('$250 to $399',)","Aurora city, Colorado","4,456",±793,30.00%,±4.4
"('$250 to $399',)","Austin city, Texas","5,015",±894,10.00%,±1.7
"('$250 to $399',)","Bakersfield city, California","3,954",±890,26.80%,±4.5
"('$250 to $399',)","Baltimore city, Maryland","7,149","±1,056",21.60%,±2.7
"('$250 to $399',)","Boston city, Massachusetts","1,945",±733,8.80%,±3.1
"('$250 to $399',)","Charlotte city, North Carolina","10,476","±1,423",27.90%,±3.1
"('$250 to $399',)","Chicago city, Illinois","17,765","±1,560",12.00%,±1.0
"('$250 to $399',)","Cincinnati city, Ohio","3,123",±661,18.90%,±3.9
"('$250 to $399',)","Cleveland city, Ohio","12,382","±1,514",40.70%,±3.4
"('$250 to $399',)","Colorado Springs city, Colorado","10,516","±1,369",36.50%,±4.2
"('$250 to $399',)","Columbus city, Ohio","9,717","±1,533",24.00%,±3.5
"('$250 to $399',)","Corpus Christi city, Texas","7,090","±1,160",24.50%,±3.6
"('$250 to $399',)","Dallas city, Texas","17,874","±1,991",21.80%,±1.9
"('$250 to $399',)","Denver city, Colorado","11,773","±1,534",32.40%,±3.3
"('$250 to $399',)","Detroit city, Michigan","24,374","±1,776",32.00%,±2.0
"('$250 to $399',)","Durham city, North Carolina","3,825",±800,32.10%,±5.2
"('$250 to $399',)","El Paso city, Texas","17,818","±1,921",33.90%,±3.0
"('$250 to $399',)","Fort Worth city, Texas","11,402","±1,350",20.70%,±2.2
"('$250 to $399',)","Fresno city, California","7,309","±1,190",34.10%,±4.7
"('$250 to $399',)","Greensboro city, North Carolina","5,676","±1,024",33.80%,±5.4
"('$250 to $399',)","Henderson city, Nevada","6,257",±988,32.70%,±4.5
"('$250 to $399',)","Houston city, Texas","34,948","±2,844",22.20%,±1.6
"('$250 to $399',)","Indianapolis city (balance), Indiana","19,608","±2,037",38.40%,±3.1
"('$250 to $399',)","Irvine city, California","1,957",±649,15.10%,±5.0
"('$250 to $399',)","Jacksonville city, Florida","18,043","±1,840",31.90%,±2.7
"('$250 to $399',)","Jersey City city, New Jersey",197,±179,2.50%,±2.3
"('$250 to $399',)","Kansas City city, Missouri","9,753","±1,283",26.60%,±3.1
"('$250 to $399',)","Las Vegas city, Nevada","12,276","±1,375",38.00%,±3.6
"('$250 to $399',)","Lincoln city, Nebraska","4,734",±910,25.90%,±4.1
"('$250 to $399',)","Long Beach city, California","4,638",±860,27.00%,±3.9
"('$250 to $399',)","Los Angeles city, California","19,908","±1,785",15.60%,±1.2
"('$250 to $399',)","Memphis city, Tennessee","12,225","±1,348",28.70%,±2.9
"('$250 to $399',)","Mesa city, Arizona","11,224","±1,300",28.20%,±2.8
"('$250 to $399',)","Miami city, Florida","4,386","±1,090",19.20%,±4.0
"('$250 to $399',)","Milwaukee city, Wisconsin","4,120",±653,14.50%,±2.1
"('$250 to $399',)","Minneapolis city, Minnesota","2,643",±569,12.40%,±2.3
"('$250 to $399',)","New Orleans city, Louisiana","8,564",±980,26.10%,±2.8
"('$250 to $399',)","New York city, New York","24,961","±2,634",6.30%,±0.6
"('$250 to $399',)","Newark city, New Jersey",137,±129,2.40%,±2.2
"('$250 to $399',)","Oakland city, California","2,359",±514,16.10%,±3.6
"('$250 to $399',)","Oklahoma City city, Oklahoma","14,596","±1,649",28.00%,±2.6
"('$250 to $399',)","Omaha city, Nebraska","4,652",±842,14.90%,±2.5
"('$250 to $399',)","Orlando city, Florida","2,385",±731,19.50%,±5.7
"('$250 to $399',)","Philadelphia city, Pennsylvania","35,191","±2,812",28.70%,±1.9
"('$250 to $399',)","Phoenix city, Arizona","24,804","±1,762",33.40%,±2.2
"('$250 to $399',)","Pittsburgh city, Pennsylvania","8,301",±979,29.80%,±3.1
"('$250 to $399',)","Plano city, Texas",904,±369,4.20%,±1.7
"('$250 to $399',)","Portland city, Oregon","2,921",±800,8.00%,±2.1
"('$250 to $399',)","Raleigh city, North Carolina","4,291",±966,23.40%,±4.6
"('$250 to $399',)","Riverside city, California","2,806",±696,23.40%,±4.4
"('$250 to $399',)","Sacramento city, California","7,492","±1,098",30.50%,±3.8
"('$250 to $399',)","San Antonio city, Texas","30,654","±2,491",28.70%,±2.1
"('$250 to $399',)","San Diego city, California","11,989","±1,347",19.20%,±1.9
"('$250 to $399',)","San Francisco city, California","7,162","±1,093",17.30%,±2.6
"('$250 to $399',)","San Jose city, California","7,516","±1,067",15.20%,±2.1
"('$250 to $399',)","Santa Ana city, California","2,552",±500,28.00%,±4.9
"('$250 to $399',)","Seattle city, Washington","2,541",±740,6.60%,±1.9
"('$250 to $399',)","St. Louis city, Missouri","6,952","±1,013",34.40%,±4.2
"('$250 to $399',)","St. Paul city, Minnesota","3,637",±872,20.90%,±4.6
"('$250 to $399',)","Stockton city, California","3,775",±751,31.50%,±4.9
"('$250 to $399',)","Tampa city, Florida","7,521","±1,259",32.50%,±4.6
"('$250 to $399',)","Tucson city, Arizona","12,971","±1,485",36.40%,±3.1
"('$250 to $399',)","Tulsa city, Oklahoma","10,672","±1,108",31.50%,±2.8
"('$250 to $399',)","Virginia Beach city, Virginia","2,606",±660,10.40%,±2.7
"('$250 to $399',)","Washington city, District of Columbia","3,651",±746,13.60%,±2.7
"('$250 to $399',)","Wichita city, Kansas","10,214","±1,332",30.50%,±3.3
"('$400 to $599',)","Albuquerque city, New Mexico","15,224","±1,595",36.30%,±3.1
"('$400 to $599',)","Anaheim city, California","4,250",±756,35.50%,±5.0
"('$400 to $599',)","Anchorage municipality, Alaska","4,576",±939,24.10%,±4.2
"('$400 to $599',)","Arlington city, Texas","7,362","±1,177",34.00%,±4.2
"('$400 to $599',)","Atlanta city, Georgia","5,753","±1,157",23.80%,±4.2
"('$400 to $599',)","Aurora city, Colorado","6,011",±837,40.50%,±5.1
"('$400 to $599',)","Austin city, Texas","9,980","±1,517",19.90%,±2.6
"('$400 to $599',)","Bakersfield city, California","5,163",±909,35.00%,±5.9
"('$400 to $599',)","Baltimore city, Maryland","11,362","±1,360",34.30%,±3.2
"('$400 to $599',)","Boston city, Massachusetts","4,563",±783,20.60%,±3.2
"('$400 to $599',)","Charlotte city, North Carolina","12,652","±1,360",33.70%,±3.1
"('$400 to $599',)","Chicago city, Illinois","41,428","±2,753",27.90%,±1.6
"('$400 to $599',)","Cincinnati city, Ohio","6,704","±1,151",40.60%,±5.1
"('$400 to $599',)","Cleveland city, Ohio","8,156","±1,076",26.80%,±2.9
"('$400 to $599',)","Colorado Springs city, Colorado","9,800","±1,297",34.10%,±3.9
"('$400 to $599',)","Columbus city, Ohio","16,200","±2,121",40.00%,±4.3
"('$400 to $599',)","Corpus Christi city, Texas","8,845","±1,517",30.60%,±4.8
"('$400 to $599',)","Dallas city, Texas","18,986","±1,851",23.20%,±2.1
"('$400 to $599',)","Denver city, Colorado","10,158","±1,386",28.00%,±3.5
"('$400 to $599',)","Detroit city, Michigan","26,169","±1,909",34.40%,±2.2
"('$400 to $599',)","Durham city, North Carolina","4,099","±1,012",34.40%,±6.5
"('$400 to $599',)","El Paso city, Texas","14,437","±1,737",27.50%,±3.0
"('$400 to $599',)","Fort Worth city, Texas","17,260","±1,757",31.30%,±2.4
"('$400 to $599',)","Fresno city, California","6,515","±1,116",30.40%,±4.7
"('$400 to $599',)","Greensboro city, North Carolina","5,551","±1,044",33.00%,±5.1
"('$400 to $599',)","Henderson city, Nevada","6,249","±1,110",32.60%,±4.7
"('$400 to $599',)","Houston city, Texas","41,329","±2,718",26.30%,±1.5
"('$400 to $599',)","Indianapolis city (balance), Indiana","15,348","±1,474",30.00%,±2.6
"('$400 to $599',)","Irvine city, California","2,099",±680,16.20%,±5.1
"('$400 to $599',)","Jacksonville city, Florida","17,732","±1,903",31.40%,±2.7
"('$400 to $599',)","Jersey City city, New Jersey",635,±320,8.00%,±3.9
"('$400 to $599',)","Kansas City city, Missouri","14,081","±1,653",38.40%,±3.3
"('$400 to $599',)","Las Vegas city, Nevada","10,207","±1,316",31.60%,±3.3
"('$400 to $599',)","Lincoln city, Nebraska","7,180",±976,39.30%,±4.0
"('$400 to $599',)","Long Beach city, California","4,333",±802,25.20%,±3.9
"('$400 to $599',)","Los Angeles city, California","30,736","±2,099",24.10%,±1.3
"('$400 to $599',)","Memphis city, Tennessee","12,367","±1,801",29.00%,±3.5
"('$400 to $599',)","Mesa city, Arizona","10,451","±1,266",26.30%,±2.7
"('$400 to $599',)","Miami city, Florida","4,610",±813,20.10%,±3.3
"('$400 to $599',)","Milwaukee city, Wisconsin","13,212","±1,485",46.50%,±3.6
"('$400 to $599',)","Minneapolis city, Minnesota","6,644",±966,31.20%,±3.8
"('$400 to $599',)","New Orleans city, Louisiana","9,718","±1,216",29.60%,±3.3
"('$400 to $599',)","New York city, New York","45,393","±3,578",11.40%,±0.8
"('$400 to $599',)","Newark city, New Jersey",479,±292,8.30%,±4.9
"('$400 to $599',)","Oakland city, California","4,356",±890,29.80%,±4.3
"('$400 to $599',)","Oklahoma City city, Oklahoma","17,444","±1,609",33.40%,±2.5
"('$400 to $599',)","Omaha city, Nebraska","11,415",±978,36.50%,±2.6
"('$400 to $599',)","Orlando city, Florida","4,171","±1,042",34.00%,±5.8
"('$400 to $599',)","Philadelphia city, Pennsylvania","42,067","±3,112",34.30%,±1.9
"('$400 to $599',)","Phoenix city, Arizona","22,383","±2,053",30.10%,±2.2
"('$400 to $599',)","Pittsburgh city, Pennsylvania","8,668","±1,172",31.10%,±3.7
"('$400 to $599',)","Plano city, Texas","4,153",±914,19.30%,±3.7
"('$400 to $599',)","Portland city, Oregon","14,438","±1,387",39.30%,±3.2
"('$400 to $599',)","Raleigh city, North Carolina","7,096","±1,190",38.70%,±5.2
"('$400 to $599',)","Riverside city, California","3,344",±625,27.90%,±4.6
"('$400 to $599',)","Sacramento city, California","8,661","±1,350",35.30%,±4.3
"('$400 to $599',)","San Antonio city, Texas","30,876","±2,238",28.90%,±2.0
"('$400 to $599',)","San Diego city, California","17,881","±2,053",28.70%,±2.7
"('$400 to $599',)","San Francisco city, California","10,046","±1,344",24.30%,±2.9
"('$400 to $599',)","San Jose city, California","10,947","±1,345",22.10%,±2.5
"('$400 to $599',)","Santa Ana city, California","2,726",±591,29.90%,±4.9
"('$400 to $599',)","Seattle city, Washington","9,233","±1,414",24.10%,±3.3
"('$400 to $599',)","St. Louis city, Missouri","7,450","±1,115",36.90%,±4.6
"('$400 to $599',)","St. Paul city, Minnesota","6,510",±926,37.50%,±4.8
"('$400 to $599',)","Stockton city, California","3,480",±861,29.00%,±5.9
