Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$2,000 or more',)","New York city, New York","401,989","±8,595",67.50%,±0.8
"('$2,000 or more',)","Newark city, New Jersey","8,394","±1,262",53.10%,±5.7
"('$2,000 or more',)","Oakland city, California","29,009","±2,042",62.50%,±2.9
"('$2,000 or more',)","Oklahoma City city, Oklahoma","13,314","±1,349",15.90%,±1.5
"('$2,000 or more',)","Omaha city, Nebraska","8,422","±1,109",12.60%,±1.6
"('$2,000 or more',)","Orlando city, Florida","5,482","±1,058",22.90%,±3.7
"('$2,000 or more',)","Philadelphia city, Pennsylvania","25,610","±2,478",14.10%,±1.3
"('$2,000 or more',)","Phoenix city, Arizona","35,843","±2,508",18.50%,±1.3
"('$2,000 or more',)","Pittsburgh city, Pennsylvania","4,721",±841,13.40%,±2.3
"('$2,000 or more',)","Plano city, Texas","19,549","±1,449",44.30%,±2.8
"('$2,000 or more',)","Portland city, Oregon","35,999","±2,624",36.60%,±2.2
"('$2,000 or more',)","Raleigh city, North Carolina","15,152","±1,994",22.70%,±2.8
"('$2,000 or more',)","Riverside city, California","11,833","±1,619",31.80%,±3.9
"('$2,000 or more',)","Sacramento city, California","17,164","±1,558",30.20%,±2.6
"('$2,000 or more',)","San Antonio city, Texas","24,481","±2,499",15.00%,±1.5
"('$2,000 or more',)","San Diego city, California","100,732","±4,080",60.00%,±1.6
"('$2,000 or more',)","San Francisco city, California","71,364","±3,954",80.00%,±2.3
"('$2,000 or more',)","San Jose city, California","96,490","±3,941",71.50%,±1.6
"('$2,000 or more',)","Santa Ana city, California","9,154","±1,159",36.50%,±4.2
"('$2,000 or more',)","Seattle city, Washington","62,086","±3,143",62.20%,±2.3
"('$2,000 or more',)","St. Louis city, Missouri","3,152",±639,8.20%,±1.7
"('$2,000 or more',)","St. Paul city, Minnesota","7,205",±862,19.30%,±2.1
"('$2,000 or more',)","Stockton city, California","6,959","±1,327",21.80%,±3.8
"('$2,000 or more',)","Tampa city, Florida","12,265","±1,206",28.30%,±2.7
"('$2,000 or more',)","Tucson city, Arizona","3,620",±785,6.00%,±1.2
"('$2,000 or more',)","Tulsa city, Oklahoma","8,761",±797,16.60%,±1.5
"('$2,000 or more',)","Virginia Beach city, Virginia","29,465","±1,688",35.80%,±1.7
"('$2,000 or more',)","Washington city, District of Columbia","48,786","±2,866",57.00%,±2.4
"('$2,000 or more',)","Wichita city, Kansas","6,262",±933,11.00%,±1.7
"('Median (dollars)',)","Albuquerque city, New Mexico","1,286",±31,(X),(X)
"('Median (dollars)',)","Anaheim city, California","2,197",±94,(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","1,910",±48,(X),(X)
"('Median (dollars)',)","Arlington city, Texas","1,387",±42,(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia","1,677",±54,(X),(X)
"('Median (dollars)',)","Aurora city, Colorado","1,358",±33,(X),(X)
"('Median (dollars)',)","Austin city, Texas","1,740",±38,(X),(X)
"('Median (dollars)',)","Bakersfield city, California","1,585",±63,(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland","1,386",±40,(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","2,179",±59,(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina","1,328",±29,(X),(X)
"('Median (dollars)',)","Chicago city, Illinois","1,799",±25,(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio","1,219",±40,(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio",968,±24,(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado","1,374",±31,(X),(X)
"('Median (dollars)',)","Columbus city, Ohio","1,257",±28,(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas","1,350",±46,(X),(X)
"('Median (dollars)',)","Dallas city, Texas","1,449",±37,(X),(X)
"('Median (dollars)',)","Denver city, Colorado","1,553",±39,(X),(X)
"('Median (dollars)',)","Detroit city, Michigan","1,026",±32,(X),(X)
"('Median (dollars)',)","Durham city, North Carolina","1,351",±51,(X),(X)
"('Median (dollars)',)","El Paso city, Texas","1,138",±27,(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas","1,390",±25,(X),(X)
"('Median (dollars)',)","Fresno city, California","1,431",±53,(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina","1,184",±33,(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","1,504",±61,(X),(X)
"('Median (dollars)',)","Houston city, Texas","1,459",±27,(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana","1,083",±20,(X),(X)
"('Median (dollars)',)","Irvine city, California","2,737",±168,(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida","1,279",±34,(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","2,542",±123,(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri","1,282",±34,(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada","1,324",±43,(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska","1,219",±33,(X),(X)
"('Median (dollars)',)","Long Beach city, California","2,047",±82,(X),(X)
"('Median (dollars)',)","Los Angeles city, California","2,381",±26,(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee","1,147",±28,(X),(X)
"('Median (dollars)',)","Mesa city, Arizona","1,241",±29,(X),(X)
"('Median (dollars)',)","Miami city, Florida","1,779",±96,(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin","1,312",±25,(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota","1,533",±40,(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana","1,644",±70,(X),(X)
"('Median (dollars)',)","New York city, New York","2,486",±29,(X),(X)
"('Median (dollars)',)","Newark city, New Jersey","2,058",±101,(X),(X)
"('Median (dollars)',)","Oakland city, California","2,332",±71,(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma","1,252",±31,(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska","1,304",±25,(X),(X)
"('Median (dollars)',)","Orlando city, Florida","1,370",±80,(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania","1,217",±19,(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona","1,263",±27,(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania","1,099",±31,(X),(X)
"('Median (dollars)',)","Plano city, Texas","1,890",±51,(X),(X)
"('Median (dollars)',)","Portland city, Oregon","1,763",±35,(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina","1,421",±46,(X),(X)
"('Median (dollars)',)","Riverside city, California","1,699",±58,(X),(X)
"('Median (dollars)',)","Sacramento city, California","1,598",±47,(X),(X)
"('Median (dollars)',)","San Antonio city, Texas","1,254",±28,(X),(X)
"('Median (dollars)',)","San Diego city, California","2,245",±38,(X),(X)
"('Median (dollars)',)","San Francisco city, California","3,086",±114,(X),(X)
"('Median (dollars)',)","San Jose city, California","2,639",±51,(X),(X)
"('Median (dollars)',)","Santa Ana city, California","1,794",±60,(X),(X)
"('Median (dollars)',)","Seattle city, Washington","2,278",±45,(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri","1,149",±24,(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota","1,461",±29,(X),(X)
"('Median (dollars)',)","Stockton city, California","1,423",±58,(X),(X)
"('Median (dollars)',)","Tampa city, Florida","1,381",±68,(X),(X)
"('Median (dollars)',)","Tucson city, Arizona","1,083",±29,(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma","1,158",±23,(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","1,746",±41,(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","2,194",±62,(X),(X)
"('Median (dollars)',)","Wichita city, Kansas","1,179",±28,(X),(X)
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","38,422","±2,461","38,422",(X)
"('Housing units without a mortgage',)","Anaheim city, California","10,543","±1,669","10,543",(X)
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","16,016","±1,700","16,016",(X)
"('Housing units without a mortgage',)","Arlington city, Texas","22,810","±2,266","22,810",(X)
"('Housing units without a mortgage',)","Atlanta city, Georgia","23,533","±2,340","23,533",(X)
"('Housing units without a mortgage',)","Aurora city, Colorado","15,411","±1,295","15,411",(X)
"('Housing units without a mortgage',)","Austin city, Texas","50,760","±2,997","50,760",(X)
"('Housing units without a mortgage',)","Bakersfield city, California","15,053","±1,727","15,053",(X)
"('Housing units without a mortgage',)","Baltimore city, Maryland","35,577","±2,200","35,577",(X)
"('Housing units without a mortgage',)","Boston city, Massachusetts","22,660","±1,844","22,660",(X)
"('Housing units without a mortgage',)","Charlotte city, North Carolina","34,400","±2,250","34,400",(X)
"('Housing units without a mortgage',)","Chicago city, Illinois","142,922","±4,611","142,922",(X)
"('Housing units without a mortgage',)","Cincinnati city, Ohio","14,938","±1,516","14,938",(X)
"('Housing units without a mortgage',)","Cleveland city, Ohio","26,954","±1,957","26,954",(X)
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","28,552","±2,254","28,552",(X)
"('Housing units without a mortgage',)","Columbus city, Ohio","39,556","±2,807","39,556",(X)
"('Housing units without a mortgage',)","Corpus Christi city, Texas","29,572","±2,288","29,572",(X)
"('Housing units without a mortgage',)","Dallas city, Texas","79,143","±3,925","79,143",(X)
"('Housing units without a mortgage',)","Denver city, Colorado","34,179","±2,110","34,179",(X)
"('Housing units without a mortgage',)","Detroit city, Michigan","71,582","±3,161","71,582",(X)
"('Housing units without a mortgage',)","Durham city, North Carolina","12,287","±1,687","12,287",(X)
"('Housing units without a mortgage',)","El Paso city, Texas","52,490","±2,640","52,490",(X)
"('Housing units without a mortgage',)","Fort Worth city, Texas","53,214","±3,313","53,214",(X)
"('Housing units without a mortgage',)","Fresno city, California","20,763","±2,173","20,763",(X)
"('Housing units without a mortgage',)","Greensboro city, North Carolina","13,929","±1,482","13,929",(X)
"('Housing units without a mortgage',)","Henderson city, Nevada","17,908","±1,903","17,908",(X)
"('Housing units without a mortgage',)","Houston city, Texas","152,838","±6,042","152,838",(X)
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","52,220","±3,568","52,220",(X)
"('Housing units without a mortgage',)","Irvine city, California","12,470","±1,925","12,470",(X)
"('Housing units without a mortgage',)","Jacksonville city, Florida","58,537","±3,396","58,537",(X)
"('Housing units without a mortgage',)","Jersey City city, New Jersey","7,539","±1,162","7,539",(X)
"('Housing units without a mortgage',)","Kansas City city, Missouri","35,149","±2,337","35,149",(X)
"('Housing units without a mortgage',)","Las Vegas city, Nevada","29,496","±2,218","29,496",(X)
"('Housing units without a mortgage',)","Lincoln city, Nebraska","19,617","±1,833","19,617",(X)
"('Housing units without a mortgage',)","Long Beach city, California","16,138","±1,709","16,138",(X)
"('Housing units without a mortgage',)","Los Angeles city, California","124,437","±4,245","124,437",(X)
"('Housing units without a mortgage',)","Memphis city, Tennessee","42,642","±2,724","42,642",(X)
"('Housing units without a mortgage',)","Mesa city, Arizona","36,585","±2,378","36,585",(X)
"('Housing units without a mortgage',)","Miami city, Florida","21,350","±1,832","21,350",(X)
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","31,608","±2,358","31,608",(X)
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","21,553","±1,678","21,553",(X)
"('Housing units without a mortgage',)","New Orleans city, Louisiana","32,876","±1,777","32,876",(X)
"('Housing units without a mortgage',)","New York city, New York","386,257","±9,900","386,257",(X)
"('Housing units without a mortgage',)","Newark city, New Jersey","5,013",±926,"5,013",(X)
"('Housing units without a mortgage',)","Oakland city, California","15,254","±1,414","15,254",(X)
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","51,685","±2,944","51,685",(X)
"('Housing units without a mortgage',)","Omaha city, Nebraska","31,948","±1,843","31,948",(X)
"('Housing units without a mortgage',)","Orlando city, Florida","13,812","±1,840","13,812",(X)
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","119,055","±4,262","119,055",(X)
"('Housing units without a mortgage',)","Phoenix city, Arizona","76,715","±3,903","76,715",(X)
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","26,901","±1,693","26,901",(X)
"('Housing units without a mortgage',)","Plano city, Texas","21,317","±1,641","21,317",(X)
"('Housing units without a mortgage',)","Portland city, Oregon","33,868","±2,218","33,868",(X)
"('Housing units without a mortgage',)","Raleigh city, North Carolina","18,353","±1,905","18,353",(X)
"('Housing units without a mortgage',)","Riverside city, California","11,146","±1,499","11,146",(X)
"('Housing units without a mortgage',)","Sacramento city, California","23,319","±2,048","23,319",(X)
"('Housing units without a mortgage',)","San Antonio city, Texas","100,921","±3,582","100,921",(X)
"('Housing units without a mortgage',)","San Diego city, California","60,806","±2,943","60,806",(X)
"('Housing units without a mortgage',)","San Francisco city, California","43,588","±2,660","43,588",(X)
"('Housing units without a mortgage',)","San Jose city, California","43,849","±2,609","43,849",(X)
"('Housing units without a mortgage',)","Santa Ana city, California","10,246","±1,086","10,246",(X)
"('Housing units without a mortgage',)","Seattle city, Washington","38,862","±2,313","38,862",(X)
"('Housing units without a mortgage',)","St. Louis city, Missouri","20,290","±1,674","20,290",(X)
"('Housing units without a mortgage',)","St. Paul city, Minnesota","15,018","±1,248","15,018",(X)
"('Housing units without a mortgage',)","Stockton city, California","11,005","±1,373","11,005",(X)
"('Housing units without a mortgage',)","Tampa city, Florida","24,201","±2,280","24,201",(X)
"('Housing units without a mortgage',)","Tucson city, Arizona","36,204","±2,374","36,204",(X)
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","33,520","±1,718","33,520",(X)
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","23,840","±1,787","23,840",(X)
"('Housing units without a mortgage',)","Washington city, District of Columbia","26,942","±2,120","26,942",(X)
"('Housing units without a mortgage',)","Wichita city, Kansas","33,874","±1,976","33,874",(X)
"('Less than $100',)","Albuquerque city, New Mexico",578,±311,1.50%,±0.8
"('Less than $100',)","Anaheim city, California",127,±149,1.20%,±1.4
"('Less than $100',)","Anchorage municipality, Alaska",165,±164,1.00%,±1.0
"('Less than $100',)","Arlington city, Texas",0,±211,0.00%,±0.8
"('Less than $100',)","Atlanta city, Georgia",408,±205,1.70%,±0.8
"('Less than $100',)","Aurora city, Colorado",101,±130,0.70%,±0.9
"('Less than $100',)","Austin city, Texas",665,±361,1.30%,±0.7
"('Less than $100',)","Bakersfield city, California",0,±200,0.00%,±1.1
"('Less than $100',)","Baltimore city, Maryland",315,±248,0.90%,±0.7
"('Less than $100',)","Boston city, Massachusetts",462,±262,2.00%,±1.1
"('Less than $100',)","Charlotte city, North Carolina",331,±281,1.00%,±0.8
"('Less than $100',)","Chicago city, Illinois","1,539",±610,1.10%,±0.4
"('Less than $100',)","Cincinnati city, Ohio",274,±215,1.80%,±1.4
"('Less than $100',)","Cleveland city, Ohio",178,±119,0.70%,±0.4
"('Less than $100',)","Colorado Springs city, Colorado",545,±294,1.90%,±1.0
"('Less than $100',)","Columbus city, Ohio",154,±155,0.40%,±0.4
"('Less than $100',)","Corpus Christi city, Texas",205,±221,0.70%,±0.8
"('Less than $100',)","Dallas city, Texas","1,064",±439,1.30%,±0.6
"('Less than $100',)","Denver city, Colorado",174,±165,0.50%,±0.5
"('Less than $100',)","Detroit city, Michigan",706,±334,1.00%,±0.5
"('Less than $100',)","Durham city, North Carolina",213,±234,1.70%,±1.9
"('Less than $100',)","El Paso city, Texas","1,167",±506,2.20%,±1.0
"('Less than $100',)","Fort Worth city, Texas",580,±296,1.10%,±0.5
"('Less than $100',)","Fresno city, California",75,±90,0.40%,±0.4
"('Less than $100',)","Greensboro city, North Carolina",182,±182,1.30%,±1.3
"('Less than $100',)","Henderson city, Nevada",50,±85,0.30%,±0.5
"('Less than $100',)","Houston city, Texas","1,901",±625,1.20%,±0.4
"('Less than $100',)","Indianapolis city (balance), Indiana",319,±197,0.60%,±0.4
"('Less than $100',)","Irvine city, California",0,±200,0.00%,±1.3
"('Less than $100',)","Jacksonville city, Florida",577,±451,1.00%,±0.8
"('Less than $100',)","Jersey City city, New Jersey",136,±125,1.80%,±1.7
"('Less than $100',)","Kansas City city, Missouri",288,±198,0.80%,±0.6
"('Less than $100',)","Las Vegas city, Nevada",304,±195,1.00%,±0.7
"('Less than $100',)","Lincoln city, Nebraska",317,±258,1.60%,±1.3
"('Less than $100',)","Long Beach city, California",390,±343,2.40%,±2.1
"('Less than $100',)","Los Angeles city, California","1,061",±308,0.90%,±0.2
"('Less than $100',)","Memphis city, Tennessee",531,±284,1.20%,±0.7
"('Less than $100',)","Mesa city, Arizona",813,±363,2.20%,±1.0
"('Less than $100',)","Miami city, Florida",274,±208,1.30%,±1.0
"('Less than $100',)","Milwaukee city, Wisconsin",193,±161,0.60%,±0.5
"('Less than $100',)","Minneapolis city, Minnesota",444,±270,2.10%,±1.2
"('Less than $100',)","New Orleans city, Louisiana",447,±230,1.40%,±0.7
"('Less than $100',)","New York city, New York","32,540","±2,471",8.40%,±0.6
"('Less than $100',)","Newark city, New Jersey",42,±70,0.80%,±1.4
"('Less than $100',)","Oakland city, California",344,±218,2.30%,±1.5
"('Less than $100',)","Oklahoma City city, Oklahoma",175,±154,0.30%,±0.3
"('Less than $100',)","Omaha city, Nebraska",307,±249,1.00%,±0.8
"('Less than $100',)","Orlando city, Florida",136,±169,1.00%,±1.2
"('Less than $100',)","Philadelphia city, Pennsylvania","1,343",±409,1.10%,±0.3
"('Less than $100',)","Phoenix city, Arizona",882,±418,1.10%,±0.5
"('Less than $100',)","Pittsburgh city, Pennsylvania",189,±143,0.70%,±0.5
"('Less than $100',)","Plano city, Texas",0,±211,0.00%,±0.9
"('Less than $100',)","Portland city, Oregon",687,±418,2.00%,±1.2
"('Less than $100',)","Raleigh city, North Carolina",99,±123,0.50%,±0.7
"('Less than $100',)","Riverside city, California",142,±109,1.30%,±1.0
"('Less than $100',)","Sacramento city, California",201,±189,0.90%,±0.8
"('Less than $100',)","San Antonio city, Texas",836,±342,0.80%,±0.3
"('Less than $100',)","San Diego city, California","1,317",±458,2.20%,±0.7
"('Less than $100',)","San Francisco city, California",774,±394,1.80%,±0.9
"('Less than $100',)","San Jose city, California",577,±343,1.30%,±0.8
"('Less than $100',)","Santa Ana city, California",231,±221,2.30%,±2.1
"('Less than $100',)","Seattle city, Washington",346,±261,0.90%,±0.7
"('Less than $100',)","St. Louis city, Missouri",101,±124,0.50%,±0.6
"('Less than $100',)","St. Paul city, Minnesota",0,±141,0.00%,±0.5
"('Less than $100',)","Stockton city, California",135,±112,1.20%,±1.0
"('Less than $100',)","Tampa city, Florida",450,±273,1.90%,±1.1
"('Less than $100',)","Tucson city, Arizona",949,±443,2.60%,±1.2
"('Less than $100',)","Tulsa city, Oklahoma",389,±170,1.20%,±0.5
"('Less than $100',)","Virginia Beach city, Virginia",160,±145,0.70%,±0.6
"('Less than $100',)","Washington city, District of Columbia",463,±276,1.70%,±1.0
"('Less than $100',)","Wichita city, Kansas",160,±151,0.50%,±0.4
"('$100 to $199',)","Albuquerque city, New Mexico","1,983",±584,5.20%,±1.5
"('$100 to $199',)","Anaheim city, California",450,±293,4.30%,±2.7
"('$100 to $199',)","Anchorage municipality, Alaska",412,±357,2.60%,±2.2
"('$100 to $199',)","Arlington city, Texas",361,±271,1.60%,±1.2
"('$100 to $199',)","Atlanta city, Georgia","1,329",±439,5.60%,±1.8
"('$100 to $199',)","Aurora city, Colorado",893,±372,5.80%,±2.4
"('$100 to $199',)","Austin city, Texas","1,564",±635,3.10%,±1.2
"('$100 to $199',)","Bakersfield city, California",980,±416,6.50%,±2.6
"('$100 to $199',)","Baltimore city, Maryland","1,194",±425,3.40%,±1.2
"('$100 to $199',)","Boston city, Massachusetts",54,±63,0.20%,±0.3
"('$100 to $199',)","Charlotte city, North Carolina","1,041",±350,3.00%,±1.0
"('$100 to $199',)","Chicago city, Illinois","2,978",±635,2.10%,±0.4
"('$100 to $199',)","Cincinnati city, Ohio",468,±227,3.10%,±1.5
"('$100 to $199',)","Cleveland city, Ohio","1,598",±420,5.90%,±1.6
"('$100 to $199',)","Colorado Springs city, Colorado","1,721",±618,6.00%,±2.1
"('$100 to $199',)","Columbus city, Ohio","1,233",±400,3.10%,±1.0
"('$100 to $199',)","Corpus Christi city, Texas","2,052",±759,6.90%,±2.5
"('$100 to $199',)","Dallas city, Texas","3,190",±712,4.00%,±0.9
"('$100 to $199',)","Denver city, Colorado","2,245",±642,6.60%,±1.7
"('$100 to $199',)","Detroit city, Michigan","3,419",±689,4.80%,±1.0
"('$100 to $199',)","Durham city, North Carolina",813,±456,6.60%,±3.5
"('$100 to $199',)","El Paso city, Texas","4,748",±811,9.00%,±1.6
"('$100 to $199',)","Fort Worth city, Texas","2,294",±607,4.30%,±1.2
"('$100 to $199',)","Fresno city, California","2,257",±818,10.90%,±3.6
"('$100 to $199',)","Greensboro city, North Carolina",780,±351,5.60%,±2.5
"('$100 to $199',)","Henderson city, Nevada",867,±354,4.80%,±1.8
"('$100 to $199',)","Houston city, Texas","9,243","±1,336",6.00%,±0.8
"('$100 to $199',)","Indianapolis city (balance), Indiana","2,740",±671,5.20%,±1.3
"('$100 to $199',)","Irvine city, California",230,±193,1.80%,±1.6
"('$100 to $199',)","Jacksonville city, Florida","5,534","±1,502",9.50%,±2.3
"('$100 to $199',)","Jersey City city, New Jersey",59,±95,0.80%,±1.3
"('$100 to $199',)","Kansas City city, Missouri","1,804",±482,5.10%,±1.3
"('$100 to $199',)","Las Vegas city, Nevada","1,590",±540,5.40%,±1.8
"('$100 to $199',)","Lincoln city, Nebraska",706,±356,3.60%,±1.8
"('$100 to $199',)","Long Beach city, California","1,515",±583,9.40%,±3.4
"('$100 to $199',)","Los Angeles city, California","4,836",±804,3.90%,±0.6
"('$100 to $199',)","Memphis city, Tennessee","1,832",±496,4.30%,±1.2
"('$100 to $199',)","Mesa city, Arizona","3,409",±731,9.30%,±1.9
"('$100 to $199',)","Miami city, Florida","1,322",±479,6.20%,±2.1
"('$100 to $199',)","Milwaukee city, Wisconsin",701,±491,2.20%,±1.5
"('$100 to $199',)","Minneapolis city, Minnesota",687,±280,3.20%,±1.3
"('$100 to $199',)","New Orleans city, Louisiana","2,051",±573,6.20%,±1.7
"('$100 to $199',)","New York city, New York","19,183","±2,105",5.00%,±0.5
"('$100 to $199',)","Newark city, New Jersey",286,±169,5.70%,±3.4
"('$100 to $199',)","Oakland city, California",141,±117,0.90%,±0.8
"('$100 to $199',)","Oklahoma City city, Oklahoma","2,848",±668,5.50%,±1.3
"('$100 to $199',)","Omaha city, Nebraska",709,±334,2.20%,±1.0
"('$100 to $199',)","Orlando city, Florida","1,268",±484,9.20%,±3.4
"('$100 to $199',)","Philadelphia city, Pennsylvania","6,225","±1,076",5.20%,±0.9
"('$100 to $199',)","Phoenix city, Arizona","5,255",±797,6.90%,±1.0
"('$100 to $199',)","Pittsburgh city, Pennsylvania","1,890",±639,7.00%,±2.3
"('$100 to $199',)","Plano city, Texas",105,±125,0.50%,±0.6
"('$100 to $199',)","Portland city, Oregon",727,±396,2.10%,±1.1
"('$100 to $199',)","Raleigh city, North Carolina",840,±454,4.60%,±2.3
"('$100 to $199',)","Riverside city, California",693,±353,6.20%,±3.0
"('$100 to $199',)","Sacramento city, California","1,101",±396,4.70%,±1.7
"('$100 to $199',)","San Antonio city, Texas","7,261","±1,352",7.20%,±1.3
"('$100 to $199',)","San Diego city, California","2,523",±599,4.10%,±1.0
"('$100 to $199',)","San Francisco city, California","1,947",±466,4.50%,±1.1
"('$100 to $199',)","San Jose city, California","1,662",±478,3.80%,±1.1
"('$100 to $199',)","Santa Ana city, California","1,019",±424,9.90%,±3.8
"('$100 to $199',)","Seattle city, Washington","1,008",±503,2.60%,±1.3
"('$100 to $199',)","St. Louis city, Missouri","1,001",±354,4.90%,±1.7
"('$100 to $199',)","St. Paul city, Minnesota",335,±207,2.20%,±1.4
"('$100 to $199',)","Stockton city, California","1,182",±574,10.70%,±4.9
"('$100 to $199',)","Tampa city, Florida","2,407",±617,9.90%,±2.6
"('$100 to $199',)","Tucson city, Arizona","3,378",±661,9.30%,±1.7
"('$100 to $199',)","Tulsa city, Oklahoma","2,234",±535,6.70%,±1.6
"('$100 to $199',)","Virginia Beach city, Virginia",728,±342,3.10%,±1.4
"('$100 to $199',)","Washington city, District of Columbia",930,±383,3.50%,±1.4
"('$100 to $199',)","Wichita city, Kansas",852,±311,2.50%,±0.9
"('$200 to $299',)","Albuquerque city, New Mexico","7,951","±1,418",20.70%,±3.4
"('$200 to $299',)","Anaheim city, California","1,211",±442,11.50%,±4.1
"('$200 to $299',)","Anchorage municipality, Alaska",689,±381,4.30%,±2.4
"('$200 to $299',)","Arlington city, Texas","1,321",±550,5.80%,±2.4
"('$200 to $299',)","Atlanta city, Georgia","3,858",±882,16.40%,±3.5
"('$200 to $299',)","Aurora city, Colorado","2,480",±631,16.10%,±3.8
"('$200 to $299',)","Austin city, Texas","3,158",±867,6.20%,±1.7
"('$200 to $299',)","Bakersfield city, California","2,006",±630,13.30%,±4.0
"('$200 to $299',)","Baltimore city, Maryland","3,066",±663,8.60%,±1.8
"('$200 to $299',)","Boston city, Massachusetts",741,±294,3.30%,±1.3
"('$200 to $299',)","Charlotte city, North Carolina","3,798",±787,11.00%,±2.3
"('$200 to $299',)","Chicago city, Illinois","6,266",±922,4.40%,±0.6
"('$200 to $299',)","Cincinnati city, Ohio","1,796",±522,12.00%,±3.4
"('$200 to $299',)","Cleveland city, Ohio","5,981",±792,22.20%,±2.6
"('$200 to $299',)","Colorado Springs city, Colorado","3,905",±658,13.70%,±2.2
"('$200 to $299',)","Columbus city, Ohio","3,578",±795,9.00%,±1.9
"('$200 to $299',)","Corpus Christi city, Texas","3,390",±689,11.50%,±2.3
"('$200 to $299',)","Dallas city, Texas","8,917","±1,332",11.30%,±1.5
"('$200 to $299',)","Denver city, Colorado","5,320","±1,043",15.60%,±3.1
"('$200 to $299',)","Detroit city, Michigan","11,644","±1,392",16.30%,±1.8
"('$200 to $299',)","Durham city, North Carolina","1,447",±571,11.80%,±4.4
"('$200 to $299',)","El Paso city, Texas","11,207","±1,570",21.40%,±2.6
"('$200 to $299',)","Fort Worth city, Texas","6,124","±1,060",11.50%,±2.0
"('$200 to $299',)","Fresno city, California","4,333",±925,20.90%,±3.8
"('$200 to $299',)","Greensboro city, North Carolina","2,057",±557,14.80%,±3.6
"('$200 to $299',)","Henderson city, Nevada","2,578",±539,14.40%,±3.1
"('$200 to $299',)","Houston city, Texas","21,688","±2,303",14.20%,±1.4
"('$200 to $299',)","Indianapolis city (balance), Indiana","10,691","±1,624",20.50%,±2.7
"('$200 to $299',)","Irvine city, California",894,±377,7.20%,±3.2
"('$200 to $299',)","Jacksonville city, Florida","8,942","±1,460",15.30%,±2.5
"('$200 to $299',)","Jersey City city, New Jersey",231,±174,3.10%,±2.2
"('$200 to $299',)","Kansas City city, Missouri","4,800",±945,13.70%,±2.4
"('$200 to $299',)","Las Vegas city, Nevada","5,207",±928,17.70%,±2.8
"('$200 to $299',)","Lincoln city, Nebraska","1,499",±472,7.60%,±2.4
"('$200 to $299',)","Long Beach city, California","2,115",±735,13.10%,±4.1
"('$200 to $299',)","Los Angeles city, California","8,368","±1,121",6.70%,±0.9
"('$200 to $299',)","Memphis city, Tennessee","6,639","±1,214",15.60%,±2.7
"('$200 to $299',)","Mesa city, Arizona","6,792","±1,071",18.60%,±2.8
"('$200 to $299',)","Miami city, Florida","2,511",±726,11.80%,±3.2
"('$200 to $299',)","Milwaukee city, Wisconsin","1,264",±398,4.00%,±1.2
"('$200 to $299',)","Minneapolis city, Minnesota","1,147",±370,5.30%,±1.7
"('$200 to $299',)","New Orleans city, Louisiana","4,194",±731,12.80%,±2.1
