Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$1,500 or more',)","San Francisco city, California","97,398","±4,461",45.70%,±1.8
"('$1,500 or more',)","San Jose city, California","54,477","±3,410",41.60%,±2.3
"('$1,500 or more',)","Santa Ana city, California","6,714","±1,363",18.30%,±3.4
"('$1,500 or more',)","Seattle city, Washington","32,773","±3,450",21.90%,±2.2
"('$1,500 or more',)","St. Louis city, Missouri","2,163",±743,3.00%,±1.0
"('$1,500 or more',)","St. Paul city, Minnesota","2,919",±753,5.20%,±1.4
"('$1,500 or more',)","Stockton city, California","4,699","±1,164",11.10%,±2.7
"('$1,500 or more',)","Tampa city, Florida","7,898","±1,511",11.80%,±1.9
"('$1,500 or more',)","Tucson city, Arizona","2,619",±849,2.70%,±0.9
"('$1,500 or more',)","Tulsa city, Oklahoma","1,858",±643,2.60%,±0.9
"('$1,500 or more',)","Virginia Beach city, Virginia","13,064","±1,788",23.80%,±3.0
"('$1,500 or more',)","Washington city, District of Columbia","51,895","±3,300",33.60%,±2.0
"('$1,500 or more',)","Wichita city, Kansas","1,239",±520,2.20%,±0.9
"('Median (dollars)',)","Albuquerque city, New Mexico",734,±16,(X),(X)
"('Median (dollars)',)","Anaheim city, California","1,324",±30,(X),(X)
"('Median (dollars)',)","Anchorage municipality, Alaska","1,072",±50,(X),(X)
"('Median (dollars)',)","Arlington city, Texas",796,±29,(X),(X)
"('Median (dollars)',)","Atlanta city, Georgia",916,±29,(X),(X)
"('Median (dollars)',)","Aurora city, Colorado",912,±36,(X),(X)
"('Median (dollars)',)","Austin city, Texas",905,±19,(X),(X)
"('Median (dollars)',)","Bakersfield city, California",936,±32,(X),(X)
"('Median (dollars)',)","Baltimore city, Maryland",880,±17,(X),(X)
"('Median (dollars)',)","Boston city, Massachusetts","1,238",±31,(X),(X)
"('Median (dollars)',)","Charlotte city, North Carolina",851,±21,(X),(X)
"('Median (dollars)',)","Chicago city, Illinois",905,±11,(X),(X)
"('Median (dollars)',)","Cincinnati city, Ohio",614,±16,(X),(X)
"('Median (dollars)',)","Cleveland city, Ohio",633,±12,(X),(X)
"('Median (dollars)',)","Colorado Springs city, Colorado",834,±33,(X),(X)
"('Median (dollars)',)","Columbus city, Ohio",776,±11,(X),(X)
"('Median (dollars)',)","Corpus Christi city, Texas",807,±29,(X),(X)
"('Median (dollars)',)","Dallas city, Texas",794,±14,(X),(X)
"('Median (dollars)',)","Denver city, Colorado",849,±24,(X),(X)
"('Median (dollars)',)","Detroit city, Michigan",741,±17,(X),(X)
"('Median (dollars)',)","Durham city, North Carolina",787,±19,(X),(X)
"('Median (dollars)',)","El Paso city, Texas",706,±21,(X),(X)
"('Median (dollars)',)","Fort Worth city, Texas",795,±20,(X),(X)
"('Median (dollars)',)","Fresno city, California",866,±24,(X),(X)
"('Median (dollars)',)","Greensboro city, North Carolina",706,±25,(X),(X)
"('Median (dollars)',)","Henderson city, Nevada","1,099",±57,(X),(X)
"('Median (dollars)',)","Houston city, Texas",808,±13,(X),(X)
"('Median (dollars)',)","Indianapolis city (balance), Indiana",742,±15,(X),(X)
"('Median (dollars)',)","Irvine city, California","1,729",±48,(X),(X)
"('Median (dollars)',)","Jacksonville city, Florida",904,±23,(X),(X)
"('Median (dollars)',)","Jersey City city, New Jersey","1,126",±37,(X),(X)
"('Median (dollars)',)","Kansas City city, Missouri",778,±16,(X),(X)
"('Median (dollars)',)","Las Vegas city, Nevada",934,±24,(X),(X)
"('Median (dollars)',)","Lincoln city, Nebraska",679,±21,(X),(X)
"('Median (dollars)',)","Long Beach city, California","1,064",±30,(X),(X)
"('Median (dollars)',)","Los Angeles city, California","1,135",±11,(X),(X)
"('Median (dollars)',)","Memphis city, Tennessee",785,±18,(X),(X)
"('Median (dollars)',)","Mesa city, Arizona",837,±31,(X),(X)
"('Median (dollars)',)","Miami city, Florida",906,±28,(X),(X)
"('Median (dollars)',)","Milwaukee city, Wisconsin",737,±11,(X),(X)
"('Median (dollars)',)","Minneapolis city, Minnesota",783,±16,(X),(X)
"('Median (dollars)',)","New Orleans city, Louisiana",914,±17,(X),(X)
"('Median (dollars)',)","New York city, New York","1,168",±7,(X),(X)
"('Median (dollars)',)","Newark city, New Jersey",963,±30,(X),(X)
"('Median (dollars)',)","Oakland city, California","1,049",±32,(X),(X)
"('Median (dollars)',)","Oklahoma City city, Oklahoma",733,±16,(X),(X)
"('Median (dollars)',)","Omaha city, Nebraska",738,±18,(X),(X)
"('Median (dollars)',)","Orlando city, Florida",939,±25,(X),(X)
"('Median (dollars)',)","Philadelphia city, Pennsylvania",853,±11,(X),(X)
"('Median (dollars)',)","Phoenix city, Arizona",815,±16,(X),(X)
"('Median (dollars)',)","Pittsburgh city, Pennsylvania",717,±21,(X),(X)
"('Median (dollars)',)","Plano city, Texas","1,014",±53,(X),(X)
"('Median (dollars)',)","Portland city, Oregon",876,±17,(X),(X)
"('Median (dollars)',)","Raleigh city, North Carolina",837,±19,(X),(X)
"('Median (dollars)',)","Riverside city, California","1,046",±52,(X),(X)
"('Median (dollars)',)","Sacramento city, California",954,±26,(X),(X)
"('Median (dollars)',)","San Antonio city, Texas",787,±16,(X),(X)
"('Median (dollars)',)","San Diego city, California","1,277",±31,(X),(X)
"('Median (dollars)',)","San Francisco city, California","1,407",±36,(X),(X)
"('Median (dollars)',)","San Jose city, California","1,385",±31,(X),(X)
"('Median (dollars)',)","Santa Ana city, California","1,198",±40,(X),(X)
"('Median (dollars)',)","Seattle city, Washington","1,024",±34,(X),(X)
"('Median (dollars)',)","St. Louis city, Missouri",715,±15,(X),(X)
"('Median (dollars)',)","St. Paul city, Minnesota",791,±22,(X),(X)
"('Median (dollars)',)","Stockton city, California",905,±33,(X),(X)
"('Median (dollars)',)","Tampa city, Florida",929,±25,(X),(X)
"('Median (dollars)',)","Tucson city, Arizona",701,±22,(X),(X)
"('Median (dollars)',)","Tulsa city, Oklahoma",692,±13,(X),(X)
"('Median (dollars)',)","Virginia Beach city, Virginia","1,183",±26,(X),(X)
"('Median (dollars)',)","Washington city, District of Columbia","1,216",±36,(X),(X)
"('Median (dollars)',)","Wichita city, Kansas",671,±31,(X),(X)
"('No rent paid',)","Albuquerque city, New Mexico","3,004",±910,(X),(X)
"('No rent paid',)","Anaheim city, California","1,419",±569,(X),(X)
"('No rent paid',)","Anchorage municipality, Alaska","1,974",±695,(X),(X)
"('No rent paid',)","Arlington city, Texas","1,115",±490,(X),(X)
"('No rent paid',)","Atlanta city, Georgia","1,880",±581,(X),(X)
"('No rent paid',)","Aurora city, Colorado",968,±471,(X),(X)
"('No rent paid',)","Austin city, Texas","3,648",±997,(X),(X)
"('No rent paid',)","Bakersfield city, California",984,±428,(X),(X)
"('No rent paid',)","Baltimore city, Maryland","3,803","±1,025",(X),(X)
"('No rent paid',)","Boston city, Massachusetts","3,113",±886,(X),(X)
"('No rent paid',)","Charlotte city, North Carolina","2,791",±826,(X),(X)
"('No rent paid',)","Chicago city, Illinois","13,780","±1,856",(X),(X)
"('No rent paid',)","Cincinnati city, Ohio","2,040",±678,(X),(X)
"('No rent paid',)","Cleveland city, Ohio","4,548",±869,(X),(X)
"('No rent paid',)","Colorado Springs city, Colorado",979,±455,(X),(X)
"('No rent paid',)","Columbus city, Ohio","3,729","±1,018",(X),(X)
"('No rent paid',)","Corpus Christi city, Texas","2,058",±881,(X),(X)
"('No rent paid',)","Dallas city, Texas","4,706",±923,(X),(X)
"('No rent paid',)","Denver city, Colorado","2,979",±854,(X),(X)
"('No rent paid',)","Detroit city, Michigan","8,603","±1,152",(X),(X)
"('No rent paid',)","Durham city, North Carolina","1,817",±649,(X),(X)
"('No rent paid',)","El Paso city, Texas","4,098","±1,144",(X),(X)
"('No rent paid',)","Fort Worth city, Texas","3,482",±923,(X),(X)
"('No rent paid',)","Fresno city, California","1,880",±605,(X),(X)
"('No rent paid',)","Greensboro city, North Carolina","1,582",±830,(X),(X)
"('No rent paid',)","Henderson city, Nevada",523,±407,(X),(X)
"('No rent paid',)","Houston city, Texas","12,465","±1,812",(X),(X)
"('No rent paid',)","Indianapolis city (balance), Indiana","4,385","±1,038",(X),(X)
"('No rent paid',)","Irvine city, California",N,N,(X),(X)
"('No rent paid',)","Jacksonville city, Florida","5,212","±1,374",(X),(X)
"('No rent paid',)","Jersey City city, New Jersey","1,179",±861,(X),(X)
"('No rent paid',)","Kansas City city, Missouri","2,486",±705,(X),(X)
"('No rent paid',)","Las Vegas city, Nevada","3,702","±1,591",(X),(X)
"('No rent paid',)","Lincoln city, Nebraska","1,054",±427,(X),(X)
"('No rent paid',)","Long Beach city, California","1,788",±621,(X),(X)
"('No rent paid',)","Los Angeles city, California","18,446","±2,499",(X),(X)
"('No rent paid',)","Memphis city, Tennessee","4,420",±953,(X),(X)
"('No rent paid',)","Mesa city, Arizona","1,233",±581,(X),(X)
"('No rent paid',)","Miami city, Florida","1,120",±542,(X),(X)
"('No rent paid',)","Milwaukee city, Wisconsin","2,822",±836,(X),(X)
"('No rent paid',)","Minneapolis city, Minnesota","1,655",±834,(X),(X)
"('No rent paid',)","New Orleans city, Louisiana","3,848",±900,(X),(X)
"('No rent paid',)","New York city, New York","52,488","±4,019",(X),(X)
"('No rent paid',)","Newark city, New Jersey",991,±407,(X),(X)
"('No rent paid',)","Oakland city, California","3,441",±980,(X),(X)
"('No rent paid',)","Oklahoma City city, Oklahoma","4,043","±1,009",(X),(X)
"('No rent paid',)","Omaha city, Nebraska","1,455",±543,(X),(X)
"('No rent paid',)","Orlando city, Florida","1,069",±480,(X),(X)
"('No rent paid',)","Philadelphia city, Pennsylvania","11,901","±1,954",(X),(X)
"('No rent paid',)","Phoenix city, Arizona","6,966","±1,280",(X),(X)
"('No rent paid',)","Pittsburgh city, Pennsylvania","2,434",±740,(X),(X)
"('No rent paid',)","Plano city, Texas","1,018",±731,(X),(X)
"('No rent paid',)","Portland city, Oregon","3,033",±761,(X),(X)
"('No rent paid',)","Raleigh city, North Carolina","1,981",±791,(X),(X)
"('No rent paid',)","Riverside city, California","1,028",±528,(X),(X)
"('No rent paid',)","Sacramento city, California","2,139",±825,(X),(X)
"('No rent paid',)","San Antonio city, Texas","10,248","±2,006",(X),(X)
"('No rent paid',)","San Diego city, California","5,607","±1,270",(X),(X)
"('No rent paid',)","San Francisco city, California","5,810","±1,140",(X),(X)
"('No rent paid',)","San Jose city, California","2,088",±827,(X),(X)
"('No rent paid',)","Santa Ana city, California",489,±255,(X),(X)
"('No rent paid',)","Seattle city, Washington","3,801","±1,094",(X),(X)
"('No rent paid',)","St. Louis city, Missouri","1,808",±645,(X),(X)
"('No rent paid',)","St. Paul city, Minnesota","2,060",±689,(X),(X)
"('No rent paid',)","Stockton city, California","1,260",±617,(X),(X)
"('No rent paid',)","Tampa city, Florida","1,925",±737,(X),(X)
"('No rent paid',)","Tucson city, Arizona","4,234","±1,098",(X),(X)
"('No rent paid',)","Tulsa city, Oklahoma","3,113",±795,(X),(X)
"('No rent paid',)","Virginia Beach city, Virginia","1,978",±626,(X),(X)
"('No rent paid',)","Washington city, District of Columbia","3,753","±1,110",(X),(X)
"('No rent paid',)","Wichita city, Kansas","2,550",±726,(X),(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Albuquerque city, New Mexico","85,692","±4,535","85,692",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Anaheim city, California","50,099","±2,726","50,099",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Anchorage municipality, Alaska","41,202","±2,646","41,202",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Arlington city, Texas","52,044","±3,674","52,044",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Atlanta city, Georgia","91,461","±5,166","91,461",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Aurora city, Colorado","49,597","±2,940","49,597",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Austin city, Texas","181,120","±5,708","181,120",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Bakersfield city, California","46,213","±2,835","46,213",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Baltimore city, Maryland","115,376","±3,629","115,376",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Boston city, Massachusetts","156,994","±4,307","156,994",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Charlotte city, North Carolina","121,281","±6,050","121,281",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Chicago city, Illinois","533,251","±8,644","533,251",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Cincinnati city, Ohio","66,917","±2,981","66,917",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Cleveland city, Ohio","84,155","±3,338","84,155",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Colorado Springs city, Colorado","68,672","±3,448","68,672",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Columbus city, Ohio","165,067","±5,037","165,067",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Corpus Christi city, Texas","46,207","±3,170","46,207",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Dallas city, Texas","242,387","±7,514","242,387",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Denver city, Colorado","130,870","±4,084","130,870",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Detroit city, Michigan","106,831","±4,173","106,831",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Durham city, North Carolina","46,268","±2,394","46,268",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","El Paso city, Texas","86,006","±4,340","86,006",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Fort Worth city, Texas","103,697","±4,613","103,697",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Fresno city, California","77,085","±3,492","77,085",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Greensboro city, North Carolina","45,729","±3,032","45,729",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Henderson city, Nevada","35,192","±2,909","35,192",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Houston city, Texas","401,844","±7,670","401,844",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Indianapolis city (balance), Indiana","138,078","±5,595","138,078",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Irvine city, California","32,988","±2,435","32,988",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Jacksonville city, Florida","108,147","±5,209","108,147",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Jersey City city, New Jersey","63,805","±3,090","63,805",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Kansas City city, Missouri","79,603","±3,455","79,603",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Las Vegas city, Nevada","94,502","±4,331","94,502",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Lincoln city, Nebraska","42,638","±2,221","42,638",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Long Beach city, California","92,039","±3,471","92,039",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Los Angeles city, California","781,312","±10,030","781,312",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Memphis city, Tennessee","115,483","±4,410","115,483",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Mesa city, Arizona","63,303","±3,296","63,303",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Miami city, Florida","98,195","±4,487","98,195",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Milwaukee city, Wisconsin","126,223","±3,932","126,223",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Minneapolis city, Minnesota","80,466","±3,322","80,466",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","New Orleans city, Louisiana","73,287","±2,522","73,287",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","New York city, New York","1,973,029","±16,607","1,973,029",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Newark city, New Jersey","67,251","±2,703","67,251",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Oakland city, California","89,408","±3,538","89,408",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Oklahoma City city, Oklahoma","88,209","±4,125","88,209",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Omaha city, Nebraska","65,203","±2,925","65,203",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Orlando city, Florida","57,308","±2,717","57,308",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Philadelphia city, Pennsylvania","242,853","±6,687","242,853",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Phoenix city, Arizona","214,149","±7,288","214,149",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Pittsburgh city, Pennsylvania","63,644","±2,551","63,644",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Plano city, Texas","37,711","±3,031","37,711",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Portland city, Oregon","116,318","±3,854","116,318",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Raleigh city, North Carolina","68,352","±4,995","68,352",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Riverside city, California","35,567","±2,743","35,567",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Sacramento city, California","84,395","±3,820","84,395",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","San Antonio city, Texas","200,500","±6,527","200,500",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","San Diego city, California","232,326","±5,485","232,326",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","San Francisco city, California","208,040","±5,697","208,040",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","San Jose city, California","128,866","±4,456","128,866",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Santa Ana city, California","36,307","±2,761","36,307",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Seattle city, Washington","145,774","±4,305","145,774",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","St. Louis city, Missouri","70,299","±3,659","70,299",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","St. Paul city, Minnesota","55,642","±2,745","55,642",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Stockton city, California","41,901","±2,252","41,901",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Tampa city, Florida","64,971","±3,376","64,971",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Tucson city, Arizona","93,669","±4,017","93,669",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Tulsa city, Oklahoma","67,840","±2,729","67,840",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Virginia Beach city, Virginia","53,793","±3,136","53,793",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Washington city, District of Columbia","148,645","±4,174","148,645",(X)
"('Occupied units paying rent (excluding units where GRAPI cannot be computed)',)","Wichita city, Kansas","54,728","±2,510","54,728",(X)
"('Less than 15.0 percent',)","Albuquerque city, New Mexico","8,409","±1,645",9.80%,±1.7
"('Less than 15.0 percent',)","Anaheim city, California","1,910",±708,3.80%,±1.4
"('Less than 15.0 percent',)","Anchorage municipality, Alaska","5,428","±1,355",13.20%,±3.2
"('Less than 15.0 percent',)","Arlington city, Texas","5,022","±1,519",9.60%,±2.8
"('Less than 15.0 percent',)","Atlanta city, Georgia","10,122","±1,901",11.10%,±1.9
"('Less than 15.0 percent',)","Aurora city, Colorado","3,332","±1,012",6.70%,±2.0
"('Less than 15.0 percent',)","Austin city, Texas","18,330","±2,376",10.10%,±1.3
"('Less than 15.0 percent',)","Bakersfield city, California","5,288","±1,191",11.40%,±2.5
"('Less than 15.0 percent',)","Baltimore city, Maryland","9,906","±1,315",8.60%,±1.1
"('Less than 15.0 percent',)","Boston city, Massachusetts","17,566","±2,103",11.20%,±1.3
"('Less than 15.0 percent',)","Charlotte city, North Carolina","16,884","±2,744",13.90%,±2.1
"('Less than 15.0 percent',)","Chicago city, Illinois","51,141","±4,448",9.60%,±0.8
"('Less than 15.0 percent',)","Cincinnati city, Ohio","7,311","±1,241",10.90%,±1.8
"('Less than 15.0 percent',)","Cleveland city, Ohio","8,442","±1,235",10.00%,±1.4
"('Less than 15.0 percent',)","Colorado Springs city, Colorado","6,683","±1,514",9.70%,±2.1
"('Less than 15.0 percent',)","Columbus city, Ohio","17,896","±2,580",10.80%,±1.6
"('Less than 15.0 percent',)","Corpus Christi city, Texas","4,433","±1,438",9.60%,±3.0
"('Less than 15.0 percent',)","Dallas city, Texas","32,120","±3,377",13.30%,±1.3
"('Less than 15.0 percent',)","Denver city, Colorado","12,414","±1,756",9.50%,±1.3
"('Less than 15.0 percent',)","Detroit city, Michigan","8,130","±1,520",7.60%,±1.3
"('Less than 15.0 percent',)","Durham city, North Carolina","3,939",±994,8.50%,±2.2
"('Less than 15.0 percent',)","El Paso city, Texas","10,521","±1,984",12.20%,±2.0
"('Less than 15.0 percent',)","Fort Worth city, Texas","10,551","±2,074",10.20%,±2.0
"('Less than 15.0 percent',)","Fresno city, California","5,052","±1,192",6.60%,±1.6
"('Less than 15.0 percent',)","Greensboro city, North Carolina","4,494","±1,310",9.80%,±2.8
"('Less than 15.0 percent',)","Henderson city, Nevada","3,761","±1,211",10.70%,±3.3
"('Less than 15.0 percent',)","Houston city, Texas","54,401","±5,060",13.50%,±1.1
"('Less than 15.0 percent',)","Indianapolis city (balance), Indiana","11,953","±1,935",8.70%,±1.3
"('Less than 15.0 percent',)","Irvine city, California","3,436","±1,099",10.40%,±3.2
"('Less than 15.0 percent',)","Jacksonville city, Florida","9,567","±1,976",8.80%,±1.8
"('Less than 15.0 percent',)","Jersey City city, New Jersey","9,946","±1,825",15.60%,±2.7
"('Less than 15.0 percent',)","Kansas City city, Missouri","10,273","±1,714",12.90%,±2.0
"('Less than 15.0 percent',)","Las Vegas city, Nevada","9,309","±2,318",9.90%,±2.3
"('Less than 15.0 percent',)","Lincoln city, Nebraska","3,543",±937,8.30%,±2.1
"('Less than 15.0 percent',)","Long Beach city, California","8,632","±1,719",9.40%,±1.9
"('Less than 15.0 percent',)","Los Angeles city, California","58,625","±4,214",7.50%,±0.5
"('Less than 15.0 percent',)","Memphis city, Tennessee","10,294","±2,045",8.90%,±1.8
"('Less than 15.0 percent',)","Mesa city, Arizona","5,217","±1,394",8.20%,±2.2
"('Less than 15.0 percent',)","Miami city, Florida","6,476","±2,146",6.60%,±2.1
"('Less than 15.0 percent',)","Milwaukee city, Wisconsin","11,592","±1,637",9.20%,±1.3
"('Less than 15.0 percent',)","Minneapolis city, Minnesota","7,512","±1,357",9.30%,±1.6
"('Less than 15.0 percent',)","New Orleans city, Louisiana","6,116",±952,8.30%,±1.3
"('Less than 15.0 percent',)","New York city, New York","249,221","±9,572",12.60%,±0.5
"('Less than 15.0 percent',)","Newark city, New Jersey","6,640","±1,131",9.90%,±1.7
"('Less than 15.0 percent',)","Oakland city, California","8,231","±1,520",9.20%,±1.6
"('Less than 15.0 percent',)","Oklahoma City city, Oklahoma","11,544","±1,915",13.10%,±2.0
"('Less than 15.0 percent',)","Omaha city, Nebraska","7,454","±1,291",11.40%,±1.9
"('Less than 15.0 percent',)","Orlando city, Florida","4,037","±1,189",7.00%,±2.1
"('Less than 15.0 percent',)","Philadelphia city, Pennsylvania","21,575","±2,570",8.90%,±1.0
"('Less than 15.0 percent',)","Phoenix city, Arizona","23,133","±2,740",10.80%,±1.2
"('Less than 15.0 percent',)","Pittsburgh city, Pennsylvania","8,088","±1,272",12.70%,±1.9
"('Less than 15.0 percent',)","Plano city, Texas","5,873","±1,599",15.60%,±4.0
"('Less than 15.0 percent',)","Portland city, Oregon","8,969","±1,465",7.70%,±1.2
"('Less than 15.0 percent',)","Raleigh city, North Carolina","7,914","±2,144",11.60%,±2.9
"('Less than 15.0 percent',)","Riverside city, California","2,023",±778,5.70%,±2.1
"('Less than 15.0 percent',)","Sacramento city, California","7,525","±1,733",8.90%,±2.0
"('Less than 15.0 percent',)","San Antonio city, Texas","23,160","±3,012",11.60%,±1.5
"('Less than 15.0 percent',)","San Diego city, California","21,292","±2,479",9.20%,±1.1
"('Less than 15.0 percent',)","San Francisco city, California","27,910","±3,247",13.40%,±1.4
"('Less than 15.0 percent',)","San Jose city, California","10,303","±1,918",8.00%,±1.5
"('Less than 15.0 percent',)","Santa Ana city, California","2,644",±902,7.30%,±2.4
"('Less than 15.0 percent',)","Seattle city, Washington","15,882","±2,218",10.90%,±1.5
"('Less than 15.0 percent',)","St. Louis city, Missouri","8,119","±1,468",11.50%,±1.9
"('Less than 15.0 percent',)","St. Paul city, Minnesota","5,377","±1,223",9.70%,±2.1
"('Less than 15.0 percent',)","Stockton city, California","4,464","±1,086",10.70%,±2.6
"('Less than 15.0 percent',)","Tampa city, Florida","5,944","±1,374",9.10%,±2.1
"('Less than 15.0 percent',)","Tucson city, Arizona","9,076","±1,779",9.70%,±1.9
"('Less than 15.0 percent',)","Tulsa city, Oklahoma","8,379","±1,347",12.40%,±1.8
"('Less than 15.0 percent',)","Virginia Beach city, Virginia","3,040","±1,159",5.70%,±2.1
"('Less than 15.0 percent',)","Washington city, District of Columbia","20,781","±2,687",14.00%,±1.7
"('Less than 15.0 percent',)","Wichita city, Kansas","7,036","±1,415",12.90%,±2.5
"('15.0 to 19.9 percent',)","Albuquerque city, New Mexico","10,812","±1,987",12.60%,±2.2
"('15.0 to 19.9 percent',)","Anaheim city, California","4,572","±1,337",9.10%,±2.5
"('15.0 to 19.9 percent',)","Anchorage municipality, Alaska","5,410","±1,042",13.10%,±2.5
"('15.0 to 19.9 percent',)","Arlington city, Texas","7,962","±1,854",15.30%,±3.5
"('15.0 to 19.9 percent',)","Atlanta city, Georgia","11,800","±2,260",12.90%,±2.2
"('15.0 to 19.9 percent',)","Aurora city, Colorado","6,805","±1,712",13.70%,±3.3
"('15.0 to 19.9 percent',)","Austin city, Texas","21,492","±2,209",11.90%,±1.2
"('15.0 to 19.9 percent',)","Bakersfield city, California","5,038","±1,443",10.90%,±3.0
"('15.0 to 19.9 percent',)","Baltimore city, Maryland","11,957","±1,751",10.40%,±1.5
"('15.0 to 19.9 percent',)","Boston city, Massachusetts","16,952","±2,149",10.80%,±1.3
"('15.0 to 19.9 percent',)","Charlotte city, North Carolina","13,792","±2,108",11.40%,±1.6
"('15.0 to 19.9 percent',)","Chicago city, Illinois","63,967","±4,483",12.00%,±0.8
"('15.0 to 19.9 percent',)","Cincinnati city, Ohio","6,879","±1,439",10.30%,±2.1
"('15.0 to 19.9 percent',)","Cleveland city, Ohio","8,051","±1,053",9.60%,±1.2
"('15.0 to 19.9 percent',)","Colorado Springs city, Colorado","10,088","±2,048",14.70%,±2.7
"('15.0 to 19.9 percent',)","Columbus city, Ohio","20,641","±2,480",12.50%,±1.4
"('15.0 to 19.9 percent',)","Corpus Christi city, Texas","6,584","±1,819",14.20%,±3.7
