Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('30.0 to 34.9 percent',)","Greensboro city, North Carolina",365,±260,2.20%,±1.5
"('30.0 to 34.9 percent',)","Henderson city, Nevada",353,±304,1.70%,±1.4
"('30.0 to 34.9 percent',)","Houston city, Texas","5,446","±1,372",3.30%,±0.8
"('30.0 to 34.9 percent',)","Indianapolis city (balance), Indiana","2,045","±1,049",3.60%,±1.9
"('30.0 to 34.9 percent',)","Irvine city, California",509,±284,4.80%,±2.8
"('30.0 to 34.9 percent',)","Jacksonville city, Florida","1,651",±718,2.80%,±1.2
"('30.0 to 34.9 percent',)","Jersey City city, New Jersey",358,±238,4.00%,±2.8
"('30.0 to 34.9 percent',)","Kansas City city, Missouri","1,109",±449,3.00%,±1.2
"('30.0 to 34.9 percent',)","Las Vegas city, Nevada",669,±398,1.90%,±1.1
"('30.0 to 34.9 percent',)","Lincoln city, Nebraska",87,±102,0.40%,±0.5
"('30.0 to 34.9 percent',)","Long Beach city, California",379,±270,2.40%,±1.7
"('30.0 to 34.9 percent',)","Los Angeles city, California","5,009",±959,3.60%,±0.7
"('30.0 to 34.9 percent',)","Memphis city, Tennessee","1,785",±743,4.00%,±1.6
"('30.0 to 34.9 percent',)","Mesa city, Arizona","1,036",±447,2.80%,±1.2
"('30.0 to 34.9 percent',)","Miami city, Florida",845,±453,4.10%,±2.2
"('30.0 to 34.9 percent',)","Milwaukee city, Wisconsin","1,103",±380,3.50%,±1.2
"('30.0 to 34.9 percent',)","Minneapolis city, Minnesota",487,±322,2.20%,±1.4
"('30.0 to 34.9 percent',)","New Orleans city, Louisiana","1,542",±518,4.80%,±1.6
"('30.0 to 34.9 percent',)","New York city, New York","14,246","±1,905",3.40%,±0.4
"('30.0 to 34.9 percent',)","Newark city, New Jersey",424,±355,5.60%,±4.8
"('30.0 to 34.9 percent',)","Oakland city, California",492,±359,2.90%,±2.0
"('30.0 to 34.9 percent',)","Oklahoma City city, Oklahoma","1,145",±409,2.30%,±0.8
"('30.0 to 34.9 percent',)","Omaha city, Nebraska","1,309",±475,4.00%,±1.4
"('30.0 to 34.9 percent',)","Orlando city, Florida",419,±390,3.90%,±3.5
"('30.0 to 34.9 percent',)","Philadelphia city, Pennsylvania","4,227","±1,082",3.80%,±1.0
"('30.0 to 34.9 percent',)","Phoenix city, Arizona","1,831",±844,2.10%,±0.9
"('30.0 to 34.9 percent',)","Pittsburgh city, Pennsylvania",696,±274,2.40%,±0.9
"('30.0 to 34.9 percent',)","Plano city, Texas",680,±378,2.90%,±1.6
"('30.0 to 34.9 percent',)","Portland city, Oregon","1,511",±548,3.90%,±1.4
"('30.0 to 34.9 percent',)","Raleigh city, North Carolina",499,±296,2.50%,±1.4
"('30.0 to 34.9 percent',)","Riverside city, California",201,±190,1.70%,±1.6
"('30.0 to 34.9 percent',)","Sacramento city, California","1,018",±524,3.80%,±1.9
"('30.0 to 34.9 percent',)","San Antonio city, Texas","3,507","±1,010",3.20%,±0.9
"('30.0 to 34.9 percent',)","San Diego city, California","1,824",±711,2.90%,±1.1
"('30.0 to 34.9 percent',)","San Francisco city, California","1,352",±628,3.10%,±1.4
"('30.0 to 34.9 percent',)","San Jose city, California","1,954",±666,3.80%,±1.3
"('30.0 to 34.9 percent',)","Santa Ana city, California",68,±83,0.60%,±0.7
"('30.0 to 34.9 percent',)","Seattle city, Washington","1,413",±640,3.40%,±1.5
"('30.0 to 34.9 percent',)","St. Louis city, Missouri",448,±282,2.10%,±1.3
"('30.0 to 34.9 percent',)","St. Paul city, Minnesota",452,±274,3.00%,±1.8
"('30.0 to 34.9 percent',)","Stockton city, California",412,±358,3.50%,±3.0
"('30.0 to 34.9 percent',)","Tampa city, Florida",328,±225,1.30%,±0.9
"('30.0 to 34.9 percent',)","Tucson city, Arizona",779,±489,2.10%,±1.3
"('30.0 to 34.9 percent',)","Tulsa city, Oklahoma","1,351",±454,3.90%,±1.3
"('30.0 to 34.9 percent',)","Virginia Beach city, Virginia",957,±452,3.60%,±1.7
"('30.0 to 34.9 percent',)","Washington city, District of Columbia",442,±280,1.60%,±1.0
"('30.0 to 34.9 percent',)","Wichita city, Kansas",910,±376,2.80%,±1.2
"('35.0 percent or more',)","Albuquerque city, New Mexico","4,165",±954,9.70%,±2.1
"('35.0 percent or more',)","Anaheim city, California","1,680",±631,14.10%,±4.9
"('35.0 percent or more',)","Anchorage municipality, Alaska","2,358",±883,13.50%,±4.7
"('35.0 percent or more',)","Arlington city, Texas","2,228",±644,8.50%,±2.4
"('35.0 percent or more',)","Atlanta city, Georgia","3,227",±972,11.70%,±3.4
"('35.0 percent or more',)","Aurora city, Colorado","1,403",±457,8.10%,±2.5
"('35.0 percent or more',)","Austin city, Texas","6,196","±1,363",12.10%,±2.4
"('35.0 percent or more',)","Bakersfield city, California","1,611",±591,10.20%,±3.5
"('35.0 percent or more',)","Baltimore city, Maryland","5,809","±1,354",15.70%,±3.4
"('35.0 percent or more',)","Boston city, Massachusetts","3,970",±911,16.20%,±3.8
"('35.0 percent or more',)","Charlotte city, North Carolina","2,346",±647,6.30%,±1.7
"('35.0 percent or more',)","Chicago city, Illinois","30,472","±2,612",19.10%,±1.4
"('35.0 percent or more',)","Cincinnati city, Ohio","2,214",±612,15.80%,±3.9
"('35.0 percent or more',)","Cleveland city, Ohio","4,007",±946,13.60%,±3.2
"('35.0 percent or more',)","Colorado Springs city, Colorado","2,593",±665,9.20%,±2.4
"('35.0 percent or more',)","Columbus city, Ohio","3,824",±915,9.40%,±2.1
"('35.0 percent or more',)","Corpus Christi city, Texas","2,867",±880,9.30%,±2.7
"('35.0 percent or more',)","Dallas city, Texas","9,986","±1,592",12.20%,±1.8
"('35.0 percent or more',)","Denver city, Colorado","3,516",±967,10.00%,±2.7
"('35.0 percent or more',)","Detroit city, Michigan","13,175","±1,661",16.10%,±1.9
"('35.0 percent or more',)","Durham city, North Carolina",868,±468,6.90%,±3.5
"('35.0 percent or more',)","El Paso city, Texas","5,598","±1,185",10.50%,±2.2
"('35.0 percent or more',)","Fort Worth city, Texas","5,268","±1,068",9.20%,±1.8
"('35.0 percent or more',)","Fresno city, California","1,855",±675,8.10%,±2.7
"('35.0 percent or more',)","Greensboro city, North Carolina","1,406",±563,8.40%,±3.4
"('35.0 percent or more',)","Henderson city, Nevada","1,352",±626,6.30%,±2.7
"('35.0 percent or more',)","Houston city, Texas","15,812","±2,086",9.70%,±1.1
"('35.0 percent or more',)","Indianapolis city (balance), Indiana","5,275","±1,193",9.40%,±2.0
"('35.0 percent or more',)","Irvine city, California","1,770",±736,16.70%,±6.0
"('35.0 percent or more',)","Jacksonville city, Florida","7,131","±1,368",12.10%,±2.2
"('35.0 percent or more',)","Jersey City city, New Jersey","2,283",±733,25.70%,±6.6
"('35.0 percent or more',)","Kansas City city, Missouri","3,521",±832,9.50%,±2.0
"('35.0 percent or more',)","Las Vegas city, Nevada","3,887",±822,11.00%,±2.4
"('35.0 percent or more',)","Lincoln city, Nebraska","1,023",±408,5.10%,±1.9
"('35.0 percent or more',)","Long Beach city, California","1,884",±615,12.00%,±3.7
"('35.0 percent or more',)","Los Angeles city, California","22,643","±2,096",16.30%,±1.3
"('35.0 percent or more',)","Memphis city, Tennessee","4,715","±1,036",10.40%,±2.2
"('35.0 percent or more',)","Mesa city, Arizona","3,875",±810,10.60%,±2.1
"('35.0 percent or more',)","Miami city, Florida","4,385","±1,198",21.10%,±5.2
"('35.0 percent or more',)","Milwaukee city, Wisconsin","3,887",±788,12.40%,±2.4
"('35.0 percent or more',)","Minneapolis city, Minnesota","2,827",±761,12.70%,±3.3
"('35.0 percent or more',)","New Orleans city, Louisiana","4,381",±906,13.60%,±2.6
"('35.0 percent or more',)","New York city, New York","75,325","±4,845",18.00%,±1.0
"('35.0 percent or more',)","Newark city, New Jersey","2,778",±897,36.80%,±9.3
"('35.0 percent or more',)","Oakland city, California","2,876",±727,17.10%,±3.8
"('35.0 percent or more',)","Oklahoma City city, Oklahoma","4,081",±715,8.00%,±1.4
"('35.0 percent or more',)","Omaha city, Nebraska","3,799",±814,11.50%,±2.3
"('35.0 percent or more',)","Orlando city, Florida","1,562",±547,14.50%,±4.5
"('35.0 percent or more',)","Philadelphia city, Pennsylvania","16,292","±2,026",14.60%,±1.8
"('35.0 percent or more',)","Phoenix city, Arizona","7,316","±1,069",8.30%,±1.2
"('35.0 percent or more',)","Pittsburgh city, Pennsylvania","3,453",±836,12.00%,±2.9
"('35.0 percent or more',)","Plano city, Texas","1,902",±770,8.20%,±3.0
"('35.0 percent or more',)","Portland city, Oregon","6,087","±1,194",15.80%,±2.9
"('35.0 percent or more',)","Raleigh city, North Carolina","1,361",±487,6.80%,±2.2
"('35.0 percent or more',)","Riverside city, California","1,350",±438,11.70%,±3.8
"('35.0 percent or more',)","Sacramento city, California","3,148",±772,11.80%,±2.8
"('35.0 percent or more',)","San Antonio city, Texas","11,739","±1,832",10.80%,±1.5
"('35.0 percent or more',)","San Diego city, California","6,386","±1,029",10.30%,±1.6
"('35.0 percent or more',)","San Francisco city, California","4,970","±1,092",11.40%,±2.5
"('35.0 percent or more',)","San Jose city, California","7,074","±1,086",13.90%,±2.0
"('35.0 percent or more',)","Santa Ana city, California",777,±321,6.70%,±2.8
"('35.0 percent or more',)","Seattle city, Washington","4,561","±1,097",10.90%,±2.6
"('35.0 percent or more',)","St. Louis city, Missouri","2,829",±776,13.20%,±3.2
"('35.0 percent or more',)","St. Paul city, Minnesota",947,±323,6.30%,±2.0
"('35.0 percent or more',)","Stockton city, California","1,972",±719,17.00%,±5.5
"('35.0 percent or more',)","Tampa city, Florida","2,941",±839,11.40%,±2.9
"('35.0 percent or more',)","Tucson city, Arizona","2,604",±656,7.10%,±1.8
"('35.0 percent or more',)","Tulsa city, Oklahoma","3,769",±604,10.90%,±1.7
"('35.0 percent or more',)","Virginia Beach city, Virginia","1,974",±553,7.50%,±2.1
"('35.0 percent or more',)","Washington city, District of Columbia","2,490",±742,8.80%,±2.5
"('35.0 percent or more',)","Wichita city, Kansas","2,620",±784,8.20%,±2.4
"('Not computed',)","Albuquerque city, New Mexico",767,±474,(X),(X)
"('Not computed',)","Anaheim city, California",127,±131,(X),(X)
"('Not computed',)","Anchorage municipality, Alaska",145,±173,(X),(X)
"('Not computed',)","Arlington city, Texas",503,±326,(X),(X)
"('Not computed',)","Atlanta city, Georgia",415,±277,(X),(X)
"('Not computed',)","Aurora city, Colorado",41,±68,(X),(X)
"('Not computed',)","Austin city, Texas",692,±524,(X),(X)
"('Not computed',)","Bakersfield city, California",237,±247,(X),(X)
"('Not computed',)","Baltimore city, Maryland",912,±515,(X),(X)
"('Not computed',)","Boston city, Massachusetts",621,±323,(X),(X)
"('Not computed',)","Charlotte city, North Carolina",749,±482,(X),(X)
"('Not computed',)","Chicago city, Illinois","3,177","±1,010",(X),(X)
"('Not computed',)","Cincinnati city, Ohio",67,±68,(X),(X)
"('Not computed',)","Cleveland city, Ohio","1,022",±476,(X),(X)
"('Not computed',)","Colorado Springs city, Colorado",369,±301,(X),(X)
"('Not computed',)","Columbus city, Ohio",761,±541,(X),(X)
"('Not computed',)","Corpus Christi city, Texas",81,±97,(X),(X)
"('Not computed',)","Dallas city, Texas","1,261",±537,(X),(X)
"('Not computed',)","Denver city, Colorado",607,±390,(X),(X)
"('Not computed',)","Detroit city, Michigan","4,196",±863,(X),(X)
"('Not computed',)","Durham city, North Carolina",320,±249,(X),(X)
"('Not computed',)","El Paso city, Texas",635,±383,(X),(X)
"('Not computed',)","Fort Worth city, Texas",623,±369,(X),(X)
"('Not computed',)","Fresno city, California",555,±476,(X),(X)
"('Not computed',)","Greensboro city, North Carolina",203,±250,(X),(X)
"('Not computed',)","Henderson city, Nevada",159,±185,(X),(X)
"('Not computed',)","Houston city, Texas","2,479",±899,(X),(X)
"('Not computed',)","Indianapolis city (balance), Indiana",969,±481,(X),(X)
"('Not computed',)","Irvine city, California",309,±317,(X),(X)
"('Not computed',)","Jacksonville city, Florida",719,±452,(X),(X)
"('Not computed',)","Jersey City city, New Jersey",144,±133,(X),(X)
"('Not computed',)","Kansas City city, Missouri",369,±206,(X),(X)
"('Not computed',)","Las Vegas city, Nevada",960,±443,(X),(X)
"('Not computed',)","Lincoln city, Nebraska",181,±156,(X),(X)
"('Not computed',)","Long Beach city, California",150,±151,(X),(X)
"('Not computed',)","Los Angeles city, California","2,595",±720,(X),(X)
"('Not computed',)","Memphis city, Tennessee","1,183",±470,(X),(X)
"('Not computed',)","Mesa city, Arizona",793,±424,(X),(X)
"('Not computed',)","Miami city, Florida",640,±488,(X),(X)
"('Not computed',)","Milwaukee city, Wisconsin",313,±189,(X),(X)
"('Not computed',)","Minneapolis city, Minnesota",430,±305,(X),(X)
"('Not computed',)","New Orleans city, Louisiana",541,±288,(X),(X)
"('Not computed',)","New York city, New York","6,770","±1,599",(X),(X)
"('Not computed',)","Newark city, New Jersey",242,±233,(X),(X)
"('Not computed',)","Oakland city, California",342,±258,(X),(X)
"('Not computed',)","Oklahoma City city, Oklahoma","1,154",±589,(X),(X)
"('Not computed',)","Omaha city, Nebraska",155,±144,(X),(X)
"('Not computed',)","Orlando city, Florida",288,±237,(X),(X)
"('Not computed',)","Philadelphia city, Pennsylvania","6,086","±1,554",(X),(X)
"('Not computed',)","Phoenix city, Arizona","1,600",±659,(X),(X)
"('Not computed',)","Pittsburgh city, Pennsylvania",287,±267,(X),(X)
"('Not computed',)","Plano city, Texas","1,088",±582,(X),(X)
"('Not computed',)","Portland city, Oregon",479,±269,(X),(X)
"('Not computed',)","Raleigh city, North Carolina",44,±75,(X),(X)
"('Not computed',)","Riverside city, California",79,±64,(X),(X)
"('Not computed',)","Sacramento city, California",343,±172,(X),(X)
"('Not computed',)","San Antonio city, Texas","1,936",±683,(X),(X)
"('Not computed',)","San Diego city, California",627,±298,(X),(X)
"('Not computed',)","San Francisco city, California",109,±125,(X),(X)
"('Not computed',)","San Jose city, California",840,±453,(X),(X)
"('Not computed',)","Santa Ana city, California",26,±43,(X),(X)
"('Not computed',)","Seattle city, Washington",490,±351,(X),(X)
"('Not computed',)","St. Louis city, Missouri",268,±223,(X),(X)
"('Not computed',)","St. Paul city, Minnesota",103,±149,(X),(X)
"('Not computed',)","Stockton city, California",369,±264,(X),(X)
"('Not computed',)","Tampa city, Florida",112,±111,(X),(X)
"('Not computed',)","Tucson city, Arizona",633,±317,(X),(X)
"('Not computed',)","Tulsa city, Oklahoma",534,±235,(X),(X)
"('Not computed',)","Virginia Beach city, Virginia",336,±242,(X),(X)
"('Not computed',)","Washington city, District of Columbia",180,±173,(X),(X)
"('Not computed',)","Wichita city, Kansas",411,±293,(X),(X)
"('Occupied units paying rent',)","Albuquerque city, New Mexico","84,228","±3,680","84,228",(X)
"('Occupied units paying rent',)","Anaheim city, California","54,795","±2,699","54,795",(X)
"('Occupied units paying rent',)","Anchorage municipality, Alaska","43,289","±2,504","43,289",(X)
"('Occupied units paying rent',)","Arlington city, Texas","57,149","±3,641","57,149",(X)
"('Occupied units paying rent',)","Atlanta city, Georgia","109,464","±4,446","109,464",(X)
"('Occupied units paying rent',)","Aurora city, Colorado","49,614","±2,784","49,614",(X)
"('Occupied units paying rent',)","Austin city, Texas","203,369","±6,890","203,369",(X)
"('Occupied units paying rent',)","Bakersfield city, California","50,114","±3,318","50,114",(X)
"('Occupied units paying rent',)","Baltimore city, Maryland","122,593","±4,222","122,593",(X)
"('Occupied units paying rent',)","Boston city, Massachusetts","170,457","±4,073","170,457",(X)
"('Occupied units paying rent',)","Charlotte city, North Carolina","153,138","±4,302","153,138",(X)
"('Occupied units paying rent',)","Chicago city, Illinois","562,989","±9,859","562,989",(X)
"('Occupied units paying rent',)","Cincinnati city, Ohio","87,453","±2,776","87,453",(X)
"('Occupied units paying rent',)","Cleveland city, Ohio","97,993","±3,298","97,993",(X)
"('Occupied units paying rent',)","Colorado Springs city, Colorado","75,137","±3,105","75,137",(X)
"('Occupied units paying rent',)","Columbus city, Ohio","192,977","±5,583","192,977",(X)
"('Occupied units paying rent',)","Corpus Christi city, Texas","48,945","±3,198","48,945",(X)
"('Occupied units paying rent',)","Dallas city, Texas","303,764","±6,449","303,764",(X)
"('Occupied units paying rent',)","Denver city, Colorado","144,773","±4,865","144,773",(X)
"('Occupied units paying rent',)","Detroit city, Michigan","130,912","±4,601","130,912",(X)
"('Occupied units paying rent',)","Durham city, North Carolina","56,812","±2,579","56,812",(X)
"('Occupied units paying rent',)","El Paso city, Texas","90,855","±4,096","90,855",(X)
"('Occupied units paying rent',)","Fort Worth city, Texas","125,743","±5,054","125,743",(X)
"('Occupied units paying rent',)","Fresno city, California","87,873","±3,535","87,873",(X)
"('Occupied units paying rent',)","Greensboro city, North Carolina","56,544","±3,470","56,544",(X)
"('Occupied units paying rent',)","Henderson city, Nevada","40,564","±2,511","40,564",(X)
"('Occupied units paying rent',)","Houston city, Texas","465,685","±9,743","465,685",(X)
"('Occupied units paying rent',)","Indianapolis city (balance), Indiana","151,173","±5,415","151,173",(X)
"('Occupied units paying rent',)","Irvine city, California",N,N,N,N
"('Occupied units paying rent',)","Jacksonville city, Florida","146,426","±5,395","146,426",(X)
"('Occupied units paying rent',)","Jersey City city, New Jersey","67,239","±3,167","67,239",(X)
"('Occupied units paying rent',)","Kansas City city, Missouri","91,783","±3,452","91,783",(X)
"('Occupied units paying rent',)","Las Vegas city, Nevada","109,562","±4,503","109,562",(X)
"('Occupied units paying rent',)","Lincoln city, Nebraska","44,360","±2,523","44,360",(X)
"('Occupied units paying rent',)","Long Beach city, California","98,673","±3,492","98,673",(X)
"('Occupied units paying rent',)","Los Angeles city, California","861,808","±10,735","861,808",(X)
"('Occupied units paying rent',)","Memphis city, Tennessee","128,688","±4,488","128,688",(X)
"('Occupied units paying rent',)","Mesa city, Arizona","66,027","±3,522","66,027",(X)
"('Occupied units paying rent',)","Miami city, Florida","118,346","±4,809","118,346",(X)
"('Occupied units paying rent',)","Milwaukee city, Wisconsin","132,171","±4,290","132,171",(X)
"('Occupied units paying rent',)","Minneapolis city, Minnesota","90,541","±3,446","90,541",(X)
"('Occupied units paying rent',)","New Orleans city, Louisiana","78,422","±2,661","78,422",(X)
"('Occupied units paying rent',)","New York city, New York","2,076,517","±15,854","2,076,517",(X)
"('Occupied units paying rent',)","Newark city, New Jersey","72,668","±3,329","72,668",(X)
"('Occupied units paying rent',)","Oakland city, California","94,305","±3,810","94,305",(X)
"('Occupied units paying rent',)","Oklahoma City city, Oklahoma","91,901","±3,417","91,901",(X)
"('Occupied units paying rent',)","Omaha city, Nebraska","78,055","±3,041","78,055",(X)
"('Occupied units paying rent',)","Orlando city, Florida","70,807","±3,326","70,807",(X)
"('Occupied units paying rent',)","Philadelphia city, Pennsylvania","286,192","±7,019","286,192",(X)
"('Occupied units paying rent',)","Phoenix city, Arizona","240,096","±6,091","240,096",(X)
"('Occupied units paying rent',)","Pittsburgh city, Pennsylvania","68,842","±3,394","68,842",(X)
"('Occupied units paying rent',)","Plano city, Texas",N,N,N,N
"('Occupied units paying rent',)","Portland city, Oregon","120,500","±3,904","120,500",(X)
"('Occupied units paying rent',)","Raleigh city, North Carolina","84,470","±4,246","84,470",(X)
"('Occupied units paying rent',)","Riverside city, California","39,363","±2,557","39,363",(X)
"('Occupied units paying rent',)","Sacramento city, California","95,102","±3,964","95,102",(X)
"('Occupied units paying rent',)","San Antonio city, Texas","217,293","±6,236","217,293",(X)
"('Occupied units paying rent',)","San Diego city, California","260,635","±6,687","260,635",(X)
"('Occupied units paying rent',)","San Francisco city, California","223,346","±5,115","223,346",(X)
"('Occupied units paying rent',)","San Jose city, California","134,163","±4,156","134,163",(X)
"('Occupied units paying rent',)","Santa Ana city, California",N,N,N,N
"('Occupied units paying rent',)","Seattle city, Washington","170,489","±6,413","170,489",(X)
"('Occupied units paying rent',)","St. Louis city, Missouri","76,619","±2,956","76,619",(X)
"('Occupied units paying rent',)","St. Paul city, Minnesota","56,724","±2,998","56,724",(X)
"('Occupied units paying rent',)","Stockton city, California","43,985","±2,784","43,985",(X)
"('Occupied units paying rent',)","Tampa city, Florida","78,973","±4,232","78,973",(X)
"('Occupied units paying rent',)","Tucson city, Arizona","99,436","±3,904","99,436",(X)
"('Occupied units paying rent',)","Tulsa city, Oklahoma","76,458","±2,656","76,458",(X)
"('Occupied units paying rent',)","Virginia Beach city, Virginia","57,949","±3,033","57,949",(X)
"('Occupied units paying rent',)","Washington city, District of Columbia","158,550","±4,053","158,550",(X)
"('Occupied units paying rent',)","Wichita city, Kansas","61,256","±3,089","61,256",(X)
"('Less than $500',)","Albuquerque city, New Mexico","6,647","±1,208",7.90%,±1.4
"('Less than $500',)","Anaheim city, California","2,156",±787,3.90%,±1.4
"('Less than $500',)","Anchorage municipality, Alaska","1,672",±607,3.90%,±1.4
"('Less than $500',)","Arlington city, Texas","1,995",±751,3.50%,±1.3
"('Less than $500',)","Atlanta city, Georgia","14,018","±2,293",12.80%,±2.0
"('Less than $500',)","Aurora city, Colorado","1,049",±559,2.10%,±1.1
"('Less than $500',)","Austin city, Texas","6,540","±1,434",3.20%,±0.7
"('Less than $500',)","Bakersfield city, California","2,940","±1,025",5.90%,±1.9
"('Less than $500',)","Baltimore city, Maryland","21,539","±2,003",17.60%,±1.5
"('Less than $500',)","Boston city, Massachusetts","30,511","±2,863",17.90%,±1.6
"('Less than $500',)","Charlotte city, North Carolina","5,425","±1,155",3.50%,±0.8
"('Less than $500',)","Chicago city, Illinois","56,261","±3,700",10.00%,±0.6
"('Less than $500',)","Cincinnati city, Ohio","18,271","±2,067",20.90%,±2.2
"('Less than $500',)","Cleveland city, Ohio","23,199","±2,329",23.70%,±2.3
"('Less than $500',)","Colorado Springs city, Colorado","3,525","±1,113",4.70%,±1.4
"('Less than $500',)","Columbus city, Ohio","15,402","±2,304",8.00%,±1.1
"('Less than $500',)","Corpus Christi city, Texas","4,712","±1,307",9.60%,±2.5
"('Less than $500',)","Dallas city, Texas","12,130","±1,425",4.00%,±0.5
"('Less than $500',)","Denver city, Colorado","11,244","±1,572",7.80%,±1.1
"('Less than $500',)","Detroit city, Michigan","22,436","±2,079",17.10%,±1.4
"('Less than $500',)","Durham city, North Carolina","4,561","±1,319",8.00%,±2.3
"('Less than $500',)","El Paso city, Texas","13,044","±1,712",14.40%,±1.8
"('Less than $500',)","Fort Worth city, Texas","6,243","±1,445",5.00%,±1.2
"('Less than $500',)","Fresno city, California","8,067","±1,350",9.20%,±1.5
"('Less than $500',)","Greensboro city, North Carolina","4,674","±1,339",8.30%,±2.3
"('Less than $500',)","Henderson city, Nevada",581,±312,1.40%,±0.8
"('Less than $500',)","Houston city, Texas","18,995","±2,417",4.10%,±0.5
"('Less than $500',)","Indianapolis city (balance), Indiana","10,137","±1,526",6.70%,±1.0
"('Less than $500',)","Irvine city, California",N,N,N,N
"('Less than $500',)","Jacksonville city, Florida","11,952","±1,848",8.20%,±1.2
"('Less than $500',)","Jersey City city, New Jersey","5,362","±1,176",8.00%,±1.7
"('Less than $500',)","Kansas City city, Missouri","7,051","±1,263",7.70%,±1.4
"('Less than $500',)","Las Vegas city, Nevada","5,432","±1,095",5.00%,±1.0
"('Less than $500',)","Lincoln city, Nebraska","5,083",±959,11.50%,±2.0
"('Less than $500',)","Long Beach city, California","4,331","±1,066",4.40%,±1.0
"('Less than $500',)","Los Angeles city, California","46,642","±3,566",5.40%,±0.4
"('Less than $500',)","Memphis city, Tennessee","10,342","±1,587",8.00%,±1.2
"('Less than $500',)","Mesa city, Arizona","1,793",±801,2.70%,±1.2
"('Less than $500',)","Miami city, Florida","12,647","±1,698",10.70%,±1.4
"('Less than $500',)","Milwaukee city, Wisconsin","12,761","±1,437",9.70%,±1.0
"('Less than $500',)","Minneapolis city, Minnesota","11,815","±1,889",13.00%,±1.9
"('Less than $500',)","New Orleans city, Louisiana","9,877","±1,015",12.60%,±1.2
"('Less than $500',)","New York city, New York","234,949","±8,121",11.30%,±0.4
"('Less than $500',)","Newark city, New Jersey","11,072","±1,568",15.20%,±1.9
"('Less than $500',)","Oakland city, California","8,489","±1,250",9.00%,±1.2
"('Less than $500',)","Oklahoma City city, Oklahoma","7,926","±1,093",8.60%,±1.2
"('Less than $500',)","Omaha city, Nebraska","5,935","±1,021",7.60%,±1.3
"('Less than $500',)","Orlando city, Florida","2,146",±771,3.00%,±1.1
"('Less than $500',)","Philadelphia city, Pennsylvania","34,485","±3,115",12.00%,±1.0
"('Less than $500',)","Phoenix city, Arizona","11,707","±1,613",4.90%,±0.7
"('Less than $500',)","Pittsburgh city, Pennsylvania","10,286","±1,359",14.90%,±1.8
"('Less than $500',)","Plano city, Texas",N,N,N,N
"('Less than $500',)","Portland city, Oregon","9,457","±1,815",7.80%,±1.4
"('Less than $500',)","Raleigh city, North Carolina","2,679",±916,3.20%,±1.1
"('Less than $500',)","Riverside city, California","1,430",±655,3.60%,±1.6
"('Less than $500',)","Sacramento city, California","6,393","±1,432",6.70%,±1.4
"('Less than $500',)","San Antonio city, Texas","18,557","±2,395",8.50%,±1.0
"('Less than $500',)","San Diego city, California","9,970","±1,737",3.80%,±0.7
"('Less than $500',)","San Francisco city, California","23,647","±2,431",10.60%,±1.1
"('Less than $500',)","San Jose city, California","5,449","±1,148",4.10%,±0.9
"('Less than $500',)","Santa Ana city, California",N,N,N,N
"('Less than $500',)","Seattle city, Washington","12,214","±2,108",7.20%,±1.2
"('Less than $500',)","St. Louis city, Missouri","10,745","±1,781",14.00%,±2.2
"('Less than $500',)","St. Paul city, Minnesota","7,481","±1,264",13.20%,±2.1
"('Less than $500',)","Stockton city, California","2,708",±725,6.20%,±1.6
"('Less than $500',)","Tampa city, Florida","6,128","±1,235",7.80%,±1.6
"('Less than $500',)","Tucson city, Arizona","9,031","±1,537",9.10%,±1.5
"('Less than $500',)","Tulsa city, Oklahoma","9,058",±978,11.80%,±1.3
"('Less than $500',)","Virginia Beach city, Virginia","2,504",±997,4.30%,±1.7
"('Less than $500',)","Washington city, District of Columbia","15,985","±2,335",10.10%,±1.5
"('Less than $500',)","Wichita city, Kansas","7,470","±1,137",12.20%,±1.7
"('$500 to $999',)","Albuquerque city, New Mexico","48,760","±3,076",57.90%,±2.5
"('$500 to $999',)","Anaheim city, California","2,812",±876,5.10%,±1.6
"('$500 to $999',)","Anchorage municipality, Alaska","11,157","±1,894",25.80%,±3.9
"('$500 to $999',)","Arlington city, Texas","27,453","±3,039",48.00%,±4.2
"('$500 to $999',)","Atlanta city, Georgia","32,912","±3,168",30.10%,±2.7
"('$500 to $999',)","Aurora city, Colorado","9,263","±1,402",18.70%,±2.7
"('$500 to $999',)","Austin city, Texas","41,686","±3,741",20.50%,±1.6
"('$500 to $999',)","Bakersfield city, California","19,300","±2,450",38.50%,±4.0
"('$500 to $999',)","Baltimore city, Maryland","36,547","±2,857",29.80%,±2.1
"('$500 to $999',)","Boston city, Massachusetts","18,985","±2,192",11.10%,±1.3
"('$500 to $999',)","Charlotte city, North Carolina","55,347","±3,715",36.10%,±2.1
"('$500 to $999',)","Chicago city, Illinois","196,845","±7,589",35.00%,±1.2
"('$500 to $999',)","Cincinnati city, Ohio","49,894","±2,832",57.10%,±2.8
"('$500 to $999',)","Cleveland city, Ohio","57,682","±3,676",58.90%,±2.8
"('$500 to $999',)","Colorado Springs city, Colorado","28,400","±2,529",37.80%,±3.0
"('$500 to $999',)","Columbus city, Ohio","102,831","±5,387",53.30%,±2.4
"('$500 to $999',)","Corpus Christi city, Texas","21,579","±2,118",44.10%,±3.4
"('$500 to $999',)","Dallas city, Texas","142,811","±5,628",47.00%,±1.5
"('$500 to $999',)","Denver city, Colorado","27,796","±2,943",19.20%,±1.9
