Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$500 to $999',)","Santa Ana city, California","2,942",±426,7.00%,±1.0
"('$500 to $999',)","Seattle city, Washington","14,977",±998,8.10%,±0.5
"('$500 to $999',)","St. Louis city, Missouri","44,016","±1,586",56.60%,±1.6
"('$500 to $999',)","St. Paul city, Minnesota","20,769",±958,37.70%,±1.6
"('$500 to $999',)","Stockton city, California","13,695",±720,29.40%,±1.5
"('$500 to $999',)","Tampa city, Florida","20,491","±1,129",26.60%,±1.4
"('$500 to $999',)","Tucson city, Arizona","57,341","±1,794",56.90%,±1.4
"('$500 to $999',)","Tulsa city, Oklahoma","44,799","±1,207",59.20%,±1.2
"('$500 to $999',)","Virginia Beach city, Virginia","6,810",±992,11.50%,±1.6
"('$500 to $999',)","Washington city, District of Columbia","19,671","±1,128",12.20%,±0.7
"('$500 to $999',)","Wichita city, Kansas","38,814","±1,319",61.90%,±1.7
"('$1,000 to $1,499',)","Albuquerque city, New Mexico","26,491","±1,312",30.10%,±1.3
"('$1,000 to $1,499',)","Anaheim city, California","13,037",±848,23.50%,±1.4
"('$1,000 to $1,499',)","Anchorage municipality, Alaska","14,608",±911,37.40%,±1.9
"('$1,000 to $1,499',)","Arlington city, Texas","23,668","±1,295",40.50%,±2.0
"('$1,000 to $1,499',)","Atlanta city, Georgia","38,895","±1,620",33.50%,±1.3
"('$1,000 to $1,499',)","Aurora city, Colorado","21,817",±979,43.50%,±1.7
"('$1,000 to $1,499',)","Austin city, Texas","94,726","±2,456",44.70%,±1.1
"('$1,000 to $1,499',)","Bakersfield city, California","17,365","±1,081",37.10%,±2.0
"('$1,000 to $1,499',)","Baltimore city, Maryland","44,063","±1,445",35.70%,±1.1
"('$1,000 to $1,499',)","Boston city, Massachusetts","26,991","±1,249",15.60%,±0.7
"('$1,000 to $1,499',)","Charlotte city, North Carolina","76,434","±2,329",48.70%,±1.2
"('$1,000 to $1,499',)","Chicago city, Illinois","182,534","±3,263",31.70%,±0.5
"('$1,000 to $1,499',)","Cincinnati city, Ohio","15,559",±861,18.90%,±1.0
"('$1,000 to $1,499',)","Cleveland city, Ohio","16,156","±1,062",16.80%,±1.0
"('$1,000 to $1,499',)","Colorado Springs city, Colorado","28,935","±1,020",40.00%,±1.3
"('$1,000 to $1,499',)","Columbus city, Ohio","75,676","±2,308",38.60%,±1.0
"('$1,000 to $1,499',)","Corpus Christi city, Texas","18,852","±1,073",38.20%,±2.0
"('$1,000 to $1,499',)","Dallas city, Texas","120,477","±2,759",40.00%,±0.8
"('$1,000 to $1,499',)","Denver city, Colorado","49,470","±1,597",35.30%,±1.0
"('$1,000 to $1,499',)","Detroit city, Michigan","36,703","±1,392",27.60%,±1.0
"('$1,000 to $1,499',)","Durham city, North Carolina","23,525","±1,181",43.10%,±1.9
"('$1,000 to $1,499',)","El Paso city, Texas","23,402","±1,342",26.20%,±1.3
"('$1,000 to $1,499',)","Fort Worth city, Texas","48,332","±1,949",37.60%,±1.3
"('$1,000 to $1,499',)","Fresno city, California","30,879","±1,399",35.00%,±1.3
"('$1,000 to $1,499',)","Greensboro city, North Carolina","15,877",±973,27.30%,±1.7
"('$1,000 to $1,499',)","Henderson city, Nevada","19,404","±1,090",46.40%,±2.2
"('$1,000 to $1,499',)","Houston city, Texas","181,639","±4,236",37.30%,±0.8
"('$1,000 to $1,499',)","Indianapolis city (balance), Indiana","44,667","±1,889",29.00%,±1.1
"('$1,000 to $1,499',)","Irvine city, California","3,145",±519,6.10%,±0.9
"('$1,000 to $1,499',)","Jacksonville city, Florida","63,659","±2,036",43.40%,±1.2
"('$1,000 to $1,499',)","Jersey City city, New Jersey","20,002",±977,27.80%,±1.3
"('$1,000 to $1,499',)","Kansas City city, Missouri","32,815","±1,387",35.70%,±1.3
"('$1,000 to $1,499',)","Las Vegas city, Nevada","46,474","±1,493",43.10%,±1.2
"('$1,000 to $1,499',)","Lexington-Fayette urban county, Kentucky","18,001","±1,281",31.40%,±1.9
"('$1,000 to $1,499',)","Lincoln city, Nebraska","13,429",±839,27.20%,±1.6
"('$1,000 to $1,499',)","Long Beach city, California","40,203","±1,151",41.00%,±1.0
"('$1,000 to $1,499',)","Los Angeles city, California","259,348","±3,328",30.00%,±0.4
"('$1,000 to $1,499',)","Memphis city, Tennessee","42,105","±2,137",31.80%,±1.5
"('$1,000 to $1,499',)","Mesa city, Arizona","28,971","±1,161",42.70%,±1.4
"('$1,000 to $1,499',)","Miami city, Florida","38,559","±1,712",31.20%,±1.2
"('$1,000 to $1,499',)","Milwaukee city, Wisconsin","33,320","±1,221",25.10%,±0.8
"('$1,000 to $1,499',)","Minneapolis city, Minnesota","28,665","±1,063",31.00%,±1.1
"('$1,000 to $1,499',)","Nashville-Davidson metropolitan government (balance), Tennessee","51,178","±1,823",41.20%,±1.2
"('$1,000 to $1,499',)","New Orleans city, Louisiana","25,404",±996,34.50%,±1.3
"('$1,000 to $1,499',)","New York city, New York","555,773","±5,644",26.60%,±0.3
"('$1,000 to $1,499',)","Newark city, New Jersey","30,255","±1,079",39.20%,±1.3
"('$1,000 to $1,499',)","Oakland city, California","24,099","±1,039",26.10%,±1.1
"('$1,000 to $1,499',)","Oklahoma City city, Oklahoma","27,031","±1,193",28.20%,±1.1
"('$1,000 to $1,499',)","Omaha city, Nebraska","25,335","±1,032",33.30%,±1.1
"('$1,000 to $1,499',)","Orlando city, Florida","33,892","±1,584",48.40%,±2.0
"('$1,000 to $1,499',)","Philadelphia city, Pennsylvania","101,290","±2,900",36.50%,±0.9
"('$1,000 to $1,499',)","Phoenix city, Arizona","105,488","±2,820",42.00%,±0.9
"('$1,000 to $1,499',)","Pittsburgh city, Pennsylvania","21,368","±1,082",29.60%,±1.3
"('$1,000 to $1,499',)","Plano city, Texas","19,410","±1,212",44.90%,±2.3
"('$1,000 to $1,499',)","Portland city, Oregon","48,709","±1,652",38.50%,±1.2
"('$1,000 to $1,499',)","Raleigh city, North Carolina","44,699","±1,948",49.90%,±1.7
"('$1,000 to $1,499',)","Riverside city, California","14,358",±901,36.10%,±1.9
"('$1,000 to $1,499',)","Sacramento city, California","33,273","±1,267",36.40%,±1.3
"('$1,000 to $1,499',)","San Antonio city, Texas","86,347","±2,394",38.20%,±1.0
"('$1,000 to $1,499',)","San Diego city, California","62,745","±1,870",23.80%,±0.6
"('$1,000 to $1,499',)","San Francisco city, California","31,924","±1,304",14.60%,±0.6
"('$1,000 to $1,499',)","San Jose city, California","15,766",±962,11.50%,±0.7
"('$1,000 to $1,499',)","Santa Ana city, California","13,337",±846,31.90%,±1.9
"('$1,000 to $1,499',)","Seattle city, Washington","46,338","±1,818",24.90%,±0.9
"('$1,000 to $1,499',)","St. Louis city, Missouri","19,637",±997,25.30%,±1.2
"('$1,000 to $1,499',)","St. Paul city, Minnesota","18,239","±1,108",33.10%,±1.7
"('$1,000 to $1,499',)","Stockton city, California","16,787",±971,36.00%,±1.8
"('$1,000 to $1,499',)","Tampa city, Florida","29,737","±1,572",38.60%,±1.6
"('$1,000 to $1,499',)","Tucson city, Arizona","28,082","±1,166",27.90%,±1.1
"('$1,000 to $1,499',)","Tulsa city, Oklahoma","19,163",±859,25.30%,±1.0
"('$1,000 to $1,499',)","Virginia Beach city, Virginia","27,732","±1,208",46.70%,±1.8
"('$1,000 to $1,499',)","Washington city, District of Columbia","37,527","±1,650",23.20%,±1.0
"('$1,000 to $1,499',)","Wichita city, Kansas","14,133",±848,22.50%,±1.3
"('$1,500 to $1,999',)","Albuquerque city, New Mexico","6,111",±659,6.90%,±0.7
"('$1,500 to $1,999',)","Anaheim city, California","21,710",±974,39.20%,±1.7
"('$1,500 to $1,999',)","Anchorage municipality, Alaska","7,630",±617,19.50%,±1.4
"('$1,500 to $1,999',)","Arlington city, Texas","8,947","±1,075",15.30%,±1.6
"('$1,500 to $1,999',)","Atlanta city, Georgia","24,746","±1,171",21.30%,±1.0
"('$1,500 to $1,999',)","Aurora city, Colorado","14,216",±858,28.30%,±1.5
"('$1,500 to $1,999',)","Austin city, Texas","51,335","±1,845",24.20%,±0.8
"('$1,500 to $1,999',)","Bakersfield city, California","7,752",±780,16.60%,±1.6
"('$1,500 to $1,999',)","Baltimore city, Maryland","18,619","±1,057",15.10%,±0.8
"('$1,500 to $1,999',)","Boston city, Massachusetts","37,616","±1,518",21.70%,±0.9
"('$1,500 to $1,999',)","Charlotte city, North Carolina","25,352","±1,336",16.20%,±0.9
"('$1,500 to $1,999',)","Chicago city, Illinois","94,058","±2,276",16.30%,±0.4
"('$1,500 to $1,999',)","Cincinnati city, Ohio","4,401",±419,5.40%,±0.5
"('$1,500 to $1,999',)","Cleveland city, Ohio","3,228",±440,3.30%,±0.5
"('$1,500 to $1,999',)","Colorado Springs city, Colorado","14,291",±923,19.80%,±1.2
"('$1,500 to $1,999',)","Columbus city, Ohio","14,928",±939,7.60%,±0.5
"('$1,500 to $1,999',)","Corpus Christi city, Texas","5,845",±700,11.90%,±1.3
"('$1,500 to $1,999',)","Dallas city, Texas","40,461","±1,778",13.40%,±0.6
"('$1,500 to $1,999',)","Denver city, Colorado","36,212","±1,380",25.90%,±0.9
"('$1,500 to $1,999',)","Detroit city, Michigan","5,443",±552,4.10%,±0.4
"('$1,500 to $1,999',)","Durham city, North Carolina","7,383",±968,13.50%,±1.7
"('$1,500 to $1,999',)","El Paso city, Texas","5,195",±735,5.80%,±0.8
"('$1,500 to $1,999',)","Fort Worth city, Texas","21,957","±1,467",17.10%,±1.0
"('$1,500 to $1,999',)","Fresno city, California","12,186",±882,13.80%,±1.0
"('$1,500 to $1,999',)","Greensboro city, North Carolina","2,476",±418,4.30%,±0.7
"('$1,500 to $1,999',)","Henderson city, Nevada","11,164",±847,26.70%,±1.7
"('$1,500 to $1,999',)","Houston city, Texas","67,786","±2,720",13.90%,±0.5
"('$1,500 to $1,999',)","Indianapolis city (balance), Indiana","9,513",±770,6.20%,±0.5
"('$1,500 to $1,999',)","Irvine city, California","6,087",±764,11.70%,±1.4
"('$1,500 to $1,999',)","Jacksonville city, Florida","18,740","±1,618",12.80%,±1.1
"('$1,500 to $1,999',)","Jersey City city, New Jersey","13,725",±751,19.10%,±1.0
"('$1,500 to $1,999',)","Kansas City city, Missouri","8,458",±752,9.20%,±0.8
"('$1,500 to $1,999',)","Las Vegas city, Nevada","17,217","±1,130",16.00%,±1.0
"('$1,500 to $1,999',)","Lexington-Fayette urban county, Kentucky","3,596",±545,6.30%,±0.9
"('$1,500 to $1,999',)","Lincoln city, Nebraska","2,700",±392,5.50%,±0.8
"('$1,500 to $1,999',)","Long Beach city, California","23,484","±1,095",24.00%,±1.1
"('$1,500 to $1,999',)","Los Angeles city, California","203,998","±2,702",23.60%,±0.3
"('$1,500 to $1,999',)","Memphis city, Tennessee","7,786",±768,5.90%,±0.6
"('$1,500 to $1,999',)","Mesa city, Arizona","9,137",±829,13.50%,±1.1
"('$1,500 to $1,999',)","Miami city, Florida","22,257","±1,366",18.00%,±1.0
"('$1,500 to $1,999',)","Milwaukee city, Wisconsin","6,222",±470,4.70%,±0.4
"('$1,500 to $1,999',)","Minneapolis city, Minnesota","14,832",±711,16.00%,±0.7
"('$1,500 to $1,999',)","Nashville-Davidson metropolitan government (balance), Tennessee","21,126","±1,235",17.00%,±1.0
"('$1,500 to $1,999',)","New Orleans city, Louisiana","8,864",±541,12.00%,±0.8
"('$1,500 to $1,999',)","New York city, New York","469,812","±5,489",22.50%,±0.3
"('$1,500 to $1,999',)","Newark city, New Jersey","13,305",±983,17.30%,±1.3
"('$1,500 to $1,999',)","Oakland city, California","19,994",±862,21.60%,±0.9
"('$1,500 to $1,999',)","Oklahoma City city, Oklahoma","5,893",±594,6.10%,±0.6
"('$1,500 to $1,999',)","Omaha city, Nebraska","5,924",±588,7.80%,±0.8
"('$1,500 to $1,999',)","Orlando city, Florida","14,666","±1,300",20.90%,±1.8
"('$1,500 to $1,999',)","Philadelphia city, Pennsylvania","35,700","±1,650",12.80%,±0.6
"('$1,500 to $1,999',)","Phoenix city, Arizona","35,069","±1,825",14.00%,±0.7
"('$1,500 to $1,999',)","Pittsburgh city, Pennsylvania","8,839",±723,12.20%,±0.9
"('$1,500 to $1,999',)","Plano city, Texas","13,134",±952,30.40%,±2.0
"('$1,500 to $1,999',)","Portland city, Oregon","29,325","±1,452",23.20%,±1.1
"('$1,500 to $1,999',)","Raleigh city, North Carolina","14,114","±1,077",15.80%,±1.2
"('$1,500 to $1,999',)","Riverside city, California","12,348",±833,31.00%,±1.8
"('$1,500 to $1,999',)","Sacramento city, California","24,434","±1,377",26.70%,±1.2
"('$1,500 to $1,999',)","San Antonio city, Texas","24,312","±1,218",10.80%,±0.5
"('$1,500 to $1,999',)","San Diego city, California","73,740","±1,975",28.00%,±0.7
"('$1,500 to $1,999',)","San Francisco city, California","32,129","±1,641",14.70%,±0.7
"('$1,500 to $1,999',)","San Jose city, California","26,364","±1,134",19.20%,±0.8
"('$1,500 to $1,999',)","Santa Ana city, California","14,095",±864,33.70%,±1.9
"('$1,500 to $1,999',)","Seattle city, Washington","51,968","±2,141",28.00%,±1.1
"('$1,500 to $1,999',)","St. Louis city, Missouri","3,921",±486,5.00%,±0.6
"('$1,500 to $1,999',)","St. Paul city, Minnesota","7,438",±546,13.50%,±1.0
"('$1,500 to $1,999',)","Stockton city, California","9,472",±851,20.30%,±1.7
"('$1,500 to $1,999',)","Tampa city, Florida","13,580",±754,17.60%,±0.9
"('$1,500 to $1,999',)","Tucson city, Arizona","6,157",±570,6.10%,±0.6
"('$1,500 to $1,999',)","Tulsa city, Oklahoma","2,752",±272,3.60%,±0.4
"('$1,500 to $1,999',)","Virginia Beach city, Virginia","16,934","±1,075",28.50%,±1.6
"('$1,500 to $1,999',)","Washington city, District of Columbia","34,146","±1,576",21.10%,±0.9
"('$1,500 to $1,999',)","Wichita city, Kansas","2,504",±416,4.00%,±0.7
"('$2,000 to $2,499',)","Albuquerque city, New Mexico",876,±259,1.00%,±0.3
"('$2,000 to $2,499',)","Anaheim city, California","10,258",±718,18.50%,±1.2
"('$2,000 to $2,499',)","Anchorage municipality, Alaska","4,610",±589,11.80%,±1.5
"('$2,000 to $2,499',)","Arlington city, Texas","1,826",±332,3.10%,±0.6
"('$2,000 to $2,499',)","Atlanta city, Georgia","8,669","±1,027",7.50%,±0.8
"('$2,000 to $2,499',)","Aurora city, Colorado","5,313",±576,10.60%,±1.1
"('$2,000 to $2,499',)","Austin city, Texas","18,041","±1,340",8.50%,±0.6
"('$2,000 to $2,499',)","Bakersfield city, California","1,981",±410,4.20%,±0.9
"('$2,000 to $2,499',)","Baltimore city, Maryland","5,414",±443,4.40%,±0.4
"('$2,000 to $2,499',)","Boston city, Massachusetts","28,661","±1,455",16.50%,±0.8
"('$2,000 to $2,499',)","Charlotte city, North Carolina","5,460",±545,3.50%,±0.3
"('$2,000 to $2,499',)","Chicago city, Illinois","44,218","±1,654",7.70%,±0.3
"('$2,000 to $2,499',)","Cincinnati city, Ohio","1,158",±222,1.40%,±0.3
"('$2,000 to $2,499',)","Cleveland city, Ohio","1,098",±228,1.10%,±0.2
"('$2,000 to $2,499',)","Colorado Springs city, Colorado","3,375",±385,4.70%,±0.5
"('$2,000 to $2,499',)","Columbus city, Ohio","3,404",±427,1.70%,±0.2
"('$2,000 to $2,499',)","Corpus Christi city, Texas","2,087",±411,4.20%,±0.8
"('$2,000 to $2,499',)","Dallas city, Texas","12,658",±967,4.20%,±0.3
"('$2,000 to $2,499',)","Denver city, Colorado","15,738",±960,11.20%,±0.6
"('$2,000 to $2,499',)","Detroit city, Michigan","1,262",±402,0.90%,±0.3
"('$2,000 to $2,499',)","Durham city, North Carolina","1,386",±331,2.50%,±0.6
"('$2,000 to $2,499',)","El Paso city, Texas",476,±132,0.50%,±0.1
"('$2,000 to $2,499',)","Fort Worth city, Texas","5,134",±790,4.00%,±0.6
"('$2,000 to $2,499',)","Fresno city, California","2,915",±546,3.30%,±0.6
"('$2,000 to $2,499',)","Greensboro city, North Carolina",510,±174,0.90%,±0.3
"('$2,000 to $2,499',)","Henderson city, Nevada","3,240",±572,7.70%,±1.3
"('$2,000 to $2,499',)","Houston city, Texas","17,097","±1,089",3.50%,±0.2
"('$2,000 to $2,499',)","Indianapolis city (balance), Indiana","1,964",±434,1.30%,±0.3
"('$2,000 to $2,499',)","Irvine city, California","17,076","±1,243",32.90%,±2.0
"('$2,000 to $2,499',)","Jacksonville city, Florida","3,778",±599,2.60%,±0.4
"('$2,000 to $2,499',)","Jersey City city, New Jersey","6,740",±621,9.40%,±0.8
"('$2,000 to $2,499',)","Kansas City city, Missouri","1,569",±320,1.70%,±0.3
"('$2,000 to $2,499',)","Las Vegas city, Nevada","4,002",±570,3.70%,±0.5
"('$2,000 to $2,499',)","Lexington-Fayette urban county, Kentucky","1,354",±420,2.40%,±0.7
"('$2,000 to $2,499',)","Lincoln city, Nebraska",610,±229,1.20%,±0.5
"('$2,000 to $2,499',)","Long Beach city, California","9,571",±677,9.80%,±0.7
"('$2,000 to $2,499',)","Los Angeles city, California","116,140","±2,354",13.40%,±0.3
"('$2,000 to $2,499',)","Memphis city, Tennessee","1,174",±338,0.90%,±0.3
"('$2,000 to $2,499',)","Mesa city, Arizona","2,159",±492,3.20%,±0.7
"('$2,000 to $2,499',)","Miami city, Florida","12,213","±1,246",9.90%,±1.0
"('$2,000 to $2,499',)","Milwaukee city, Wisconsin","1,697",±293,1.30%,±0.2
"('$2,000 to $2,499',)","Minneapolis city, Minnesota","5,138",±514,5.50%,±0.5
"('$2,000 to $2,499',)","Nashville-Davidson metropolitan government (balance), Tennessee","6,290",±784,5.10%,±0.6
"('$2,000 to $2,499',)","New Orleans city, Louisiana","3,183",±555,4.30%,±0.7
"('$2,000 to $2,499',)","New York city, New York","247,585","±4,271",11.90%,±0.2
"('$2,000 to $2,499',)","Newark city, New Jersey","2,071",±375,2.70%,±0.5
"('$2,000 to $2,499',)","Oakland city, California","12,493",±798,13.50%,±0.8
"('$2,000 to $2,499',)","Oklahoma City city, Oklahoma","1,261",±429,1.30%,±0.4
"('$2,000 to $2,499',)","Omaha city, Nebraska",899,±172,1.20%,±0.2
"('$2,000 to $2,499',)","Orlando city, Florida","3,379",±520,4.80%,±0.7
"('$2,000 to $2,499',)","Philadelphia city, Pennsylvania","13,368",±835,4.80%,±0.3
"('$2,000 to $2,499',)","Phoenix city, Arizona","6,970",±668,2.80%,±0.3
"('$2,000 to $2,499',)","Pittsburgh city, Pennsylvania","3,088",±390,4.30%,±0.5
"('$2,000 to $2,499',)","Plano city, Texas","4,288",±561,9.90%,±1.3
"('$2,000 to $2,499',)","Portland city, Oregon","11,458",±924,9.10%,±0.7
"('$2,000 to $2,499',)","Raleigh city, North Carolina","2,515",±469,2.80%,±0.5
"('$2,000 to $2,499',)","Riverside city, California","5,160",±532,13.00%,±1.3
"('$2,000 to $2,499',)","Sacramento city, California","7,309",±660,8.00%,±0.7
"('$2,000 to $2,499',)","San Antonio city, Texas","4,817",±716,2.10%,±0.3
"('$2,000 to $2,499',)","San Diego city, California","50,751","±1,774",19.30%,±0.6
"('$2,000 to $2,499',)","San Francisco city, California","28,988","±1,272",13.20%,±0.6
"('$2,000 to $2,499',)","San Jose city, California","27,094","±1,137",19.70%,±0.8
"('$2,000 to $2,499',)","Santa Ana city, California","6,698",±651,16.00%,±1.4
"('$2,000 to $2,499',)","Seattle city, Washington","32,849","±1,480",17.70%,±0.7
"('$2,000 to $2,499',)","St. Louis city, Missouri","1,115",±222,1.40%,±0.3
"('$2,000 to $2,499',)","St. Paul city, Minnesota","1,695",±227,3.10%,±0.4
"('$2,000 to $2,499',)","Stockton city, California","2,930",±584,6.30%,±1.2
"('$2,000 to $2,499',)","Tampa city, Florida","4,655",±528,6.00%,±0.7
"('$2,000 to $2,499',)","Tucson city, Arizona",891,±223,0.90%,±0.2
"('$2,000 to $2,499',)","Tulsa city, Oklahoma",800,±253,1.10%,±0.3
"('$2,000 to $2,499',)","Virginia Beach city, Virginia","4,115",±516,6.90%,±0.8
"('$2,000 to $2,499',)","Washington city, District of Columbia","23,548","±1,234",14.60%,±0.7
"('$2,000 to $2,499',)","Wichita city, Kansas",340,±138,0.50%,±0.2
"('$2,500 to $2,999',)","Albuquerque city, New Mexico",290,±120,0.30%,±0.1
"('$2,500 to $2,999',)","Anaheim city, California","3,913",±551,7.10%,±0.9
"('$2,500 to $2,999',)","Anchorage municipality, Alaska","1,337",±237,3.40%,±0.6
"('$2,500 to $2,999',)","Arlington city, Texas",287,±114,0.50%,±0.2
"('$2,500 to $2,999',)","Atlanta city, Georgia","2,472",±427,2.10%,±0.4
"('$2,500 to $2,999',)","Aurora city, Colorado",941,±245,1.90%,±0.5
"('$2,500 to $2,999',)","Austin city, Texas","5,462",±660,2.60%,±0.3
"('$2,500 to $2,999',)","Bakersfield city, California",468,±174,1.00%,±0.4
"('$2,500 to $2,999',)","Baltimore city, Maryland","1,961",±325,1.60%,±0.3
"('$2,500 to $2,999',)","Boston city, Massachusetts","15,679","±1,040",9.00%,±0.6
"('$2,500 to $2,999',)","Charlotte city, North Carolina","1,787",±473,1.10%,±0.3
"('$2,500 to $2,999',)","Chicago city, Illinois","19,480","±1,476",3.40%,±0.3
"('$2,500 to $2,999',)","Cincinnati city, Ohio",471,±118,0.60%,±0.1
"('$2,500 to $2,999',)","Cleveland city, Ohio",478,±221,0.50%,±0.2
"('$2,500 to $2,999',)","Colorado Springs city, Colorado","1,689",±413,2.30%,±0.6
"('$2,500 to $2,999',)","Columbus city, Ohio",725,±157,0.40%,±0.1
"('$2,500 to $2,999',)","Corpus Christi city, Texas",285,±130,0.60%,±0.3
"('$2,500 to $2,999',)","Dallas city, Texas","4,866",±670,1.60%,±0.2
"('$2,500 to $2,999',)","Denver city, Colorado","5,175",±618,3.70%,±0.4
"('$2,500 to $2,999',)","Detroit city, Michigan",166,±66,0.10%,±0.1
"('$2,500 to $2,999',)","Durham city, North Carolina",142,±66,0.30%,±0.1
"('$2,500 to $2,999',)","El Paso city, Texas",242,±128,0.30%,±0.1
"('$2,500 to $2,999',)","Fort Worth city, Texas","1,378",±433,1.10%,±0.3
"('$2,500 to $2,999',)","Fresno city, California",627,±255,0.70%,±0.3
"('$2,500 to $2,999',)","Greensboro city, North Carolina",137,±96,0.20%,±0.2
"('$2,500 to $2,999',)","Henderson city, Nevada",527,±289,1.30%,±0.7
"('$2,500 to $2,999',)","Houston city, Texas","7,165",±678,1.50%,±0.1
"('$2,500 to $2,999',)","Indianapolis city (balance), Indiana",382,±144,0.20%,±0.1
"('$2,500 to $2,999',)","Irvine city, California","12,206",±965,23.50%,±1.8
"('$2,500 to $2,999',)","Jacksonville city, Florida",453,±191,0.30%,±0.1
"('$2,500 to $2,999',)","Jersey City city, New Jersey","6,646",±632,9.20%,±0.9
"('$2,500 to $2,999',)","Kansas City city, Missouri",578,±203,0.60%,±0.2
"('$2,500 to $2,999',)","Las Vegas city, Nevada",951,±151,0.90%,±0.1
"('$2,500 to $2,999',)","Lexington-Fayette urban county, Kentucky",154,±67,0.30%,±0.1
"('$2,500 to $2,999',)","Lincoln city, Nebraska",92,±43,0.20%,±0.1
"('$2,500 to $2,999',)","Long Beach city, California","4,511",±607,4.60%,±0.6
"('$2,500 to $2,999',)","Los Angeles city, California","60,439","±2,214",7.00%,±0.2
"('$2,500 to $2,999',)","Memphis city, Tennessee",262,±103,0.20%,±0.1
"('$2,500 to $2,999',)","Mesa city, Arizona",780,±385,1.10%,±0.6
"('$2,500 to $2,999',)","Miami city, Florida","4,791",±702,3.90%,±0.6
"('$2,500 to $2,999',)","Milwaukee city, Wisconsin",567,±161,0.40%,±0.1
"('$2,500 to $2,999',)","Minneapolis city, Minnesota","1,486",±267,1.60%,±0.3
"('$2,500 to $2,999',)","Nashville-Davidson metropolitan government (balance), Tennessee","1,776",±442,1.40%,±0.4
"('$2,500 to $2,999',)","New Orleans city, Louisiana",537,±129,0.70%,±0.2
"('$2,500 to $2,999',)","New York city, New York","122,473","±2,937",5.90%,±0.1
"('$2,500 to $2,999',)","Newark city, New Jersey",366,±158,0.50%,±0.2
"('$2,500 to $2,999',)","Oakland city, California","7,126",±683,7.70%,±0.7
"('$2,500 to $2,999',)","Oklahoma City city, Oklahoma",267,±102,0.30%,±0.1
"('$2,500 to $2,999',)","Omaha city, Nebraska",224,±85,0.30%,±0.1
"('$2,500 to $2,999',)","Orlando city, Florida",901,±256,1.30%,±0.4
"('$2,500 to $2,999',)","Philadelphia city, Pennsylvania","4,544",±549,1.60%,±0.2
"('$2,500 to $2,999',)","Phoenix city, Arizona","1,686",±365,0.70%,±0.1
"('$2,500 to $2,999',)","Pittsburgh city, Pennsylvania","1,123",±254,1.60%,±0.4
"('$2,500 to $2,999',)","Plano city, Texas","1,320",±278,3.10%,±0.6
"('$2,500 to $2,999',)","Portland city, Oregon","4,236",±555,3.30%,±0.4
"('$2,500 to $2,999',)","Raleigh city, North Carolina",620,±204,0.70%,±0.2
"('$2,500 to $2,999',)","Riverside city, California",887,±192,2.20%,±0.5
"('$2,500 to $2,999',)","Sacramento city, California","1,580",±246,1.70%,±0.3
"('$2,500 to $2,999',)","San Antonio city, Texas","1,483",±482,0.70%,±0.2
"('$2,500 to $2,999',)","San Diego city, California","26,550","±1,133",10.10%,±0.4
"('$2,500 to $2,999',)","San Francisco city, California","25,956","±1,166",11.80%,±0.5
"('$2,500 to $2,999',)","San Jose city, California","24,499","±1,164",17.80%,±0.8
"('$2,500 to $2,999',)","Santa Ana city, California","2,611",±335,6.20%,±0.8
"('$2,500 to $2,999',)","Seattle city, Washington","14,719","±1,072",7.90%,±0.5
"('$2,500 to $2,999',)","St. Louis city, Missouri",206,±107,0.30%,±0.1
"('$2,500 to $2,999',)","St. Paul city, Minnesota",453,±230,0.80%,±0.4
"('$2,500 to $2,999',)","Stockton city, California",617,±213,1.30%,±0.5
"('$2,500 to $2,999',)","Tampa city, Florida","1,560",±300,2.00%,±0.4
"('$2,500 to $2,999',)","Tucson city, Arizona",525,±205,0.50%,±0.2
"('$2,500 to $2,999',)","Tulsa city, Oklahoma",329,±164,0.40%,±0.2
"('$2,500 to $2,999',)","Virginia Beach city, Virginia","1,208",±312,2.00%,±0.5
"('$2,500 to $2,999',)","Washington city, District of Columbia","13,832",±873,8.60%,±0.5
"('$2,500 to $2,999',)","Wichita city, Kansas",145,±122,0.20%,±0.2
"('$3,000 or more',)","Albuquerque city, New Mexico",325,±121,0.40%,±0.1
"('$3,000 or more',)","Anaheim city, California","2,368",±418,4.30%,±0.7
"('$3,000 or more',)","Anchorage municipality, Alaska",627,±160,1.60%,±0.4
"('$3,000 or more',)","Arlington city, Texas",75,±58,0.10%,±0.1
"('$3,000 or more',)","Atlanta city, Georgia","2,132",±428,1.80%,±0.4
"('$3,000 or more',)","Aurora city, Colorado",437,±126,0.90%,±0.2
"('$3,000 or more',)","Austin city, Texas","4,022",±588,1.90%,±0.3
"('$3,000 or more',)","Bakersfield city, California",429,±188,0.90%,±0.4
"('$3,000 or more',)","Baltimore city, Maryland","1,163",±354,0.90%,±0.3
"('$3,000 or more',)","Boston city, Massachusetts","18,615",±983,10.70%,±0.5
"('$3,000 or more',)","Charlotte city, North Carolina","1,690",±574,1.10%,±0.4
"('$3,000 or more',)","Chicago city, Illinois","13,956",±915,2.40%,±0.2
"('$3,000 or more',)","Cincinnati city, Ohio",485,±114,0.60%,±0.1
"('$3,000 or more',)","Cleveland city, Ohio",234,±86,0.20%,±0.1
"('$3,000 or more',)","Colorado Springs city, Colorado",624,±215,0.90%,±0.3
"('$3,000 or more',)","Columbus city, Ohio",717,±229,0.40%,±0.1
