Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('25.0 to 29.9 percent',)","Orlando city, Florida",763,±423,6.10%,±3.4
"('25.0 to 29.9 percent',)","Philadelphia city, Pennsylvania","6,294",±989,5.00%,±0.7
"('25.0 to 29.9 percent',)","Phoenix city, Arizona","3,491",±911,3.90%,±1.0
"('25.0 to 29.9 percent',)","Pittsburgh city, Pennsylvania","1,898",±547,6.70%,±1.7
"('25.0 to 29.9 percent',)","Plano city, Texas",422,±289,1.90%,±1.3
"('25.0 to 29.9 percent',)","Portland city, Oregon","1,832",±683,4.50%,±1.6
"('25.0 to 29.9 percent',)","Raleigh city, North Carolina",576,±464,2.70%,±2.2
"('25.0 to 29.9 percent',)","Riverside city, California",408,±240,3.00%,±1.8
"('25.0 to 29.9 percent',)","Sacramento city, California","1,310",±548,5.00%,±2.1
"('25.0 to 29.9 percent',)","San Antonio city, Texas","6,401","±1,308",5.60%,±1.1
"('25.0 to 29.9 percent',)","San Diego city, California","3,565",±814,5.20%,±1.2
"('25.0 to 29.9 percent',)","San Francisco city, California","1,916",±764,4.00%,±1.6
"('25.0 to 29.9 percent',)","San Jose city, California","2,398",±845,4.60%,±1.6
"('25.0 to 29.9 percent',)","Santa Ana city, California",369,±223,3.50%,±2.1
"('25.0 to 29.9 percent',)","Seattle city, Washington","1,636",±552,3.80%,±1.3
"('25.0 to 29.9 percent',)","St. Louis city, Missouri",930,±393,4.10%,±1.7
"('25.0 to 29.9 percent',)","St. Paul city, Minnesota",797,±340,4.80%,±2.0
"('25.0 to 29.9 percent',)","Stockton city, California",454,±258,3.60%,±2.0
"('25.0 to 29.9 percent',)","Tampa city, Florida","1,267",±581,5.00%,±2.2
"('25.0 to 29.9 percent',)","Tucson city, Arizona","1,389",±487,3.50%,±1.2
"('25.0 to 29.9 percent',)","Tulsa city, Oklahoma","1,340",±411,3.70%,±1.1
"('25.0 to 29.9 percent',)","Virginia Beach city, Virginia","1,259",±644,4.60%,±2.3
"('25.0 to 29.9 percent',)","Washington city, District of Columbia",430,±278,1.50%,±0.9
"('25.0 to 29.9 percent',)","Wichita city, Kansas","1,435",±536,4.20%,±1.5
"('30.0 to 34.9 percent',)","Albuquerque city, New Mexico",666,±329,1.50%,±0.7
"('30.0 to 34.9 percent',)","Anaheim city, California",257,±219,1.80%,±1.6
"('30.0 to 34.9 percent',)","Anchorage municipality, Alaska",507,±303,2.40%,±1.5
"('30.0 to 34.9 percent',)","Arlington city, Texas",842,±609,3.00%,±2.1
"('30.0 to 34.9 percent',)","Atlanta city, Georgia",810,±461,3.30%,±1.8
"('30.0 to 34.9 percent',)","Aurora city, Colorado",533,±353,3.20%,±2.1
"('30.0 to 34.9 percent',)","Austin city, Texas","1,652",±753,2.90%,±1.3
"('30.0 to 34.9 percent',)","Bakersfield city, California",451,±386,2.60%,±2.2
"('30.0 to 34.9 percent',)","Baltimore city, Maryland","1,057",±393,2.90%,±1.1
"('30.0 to 34.9 percent',)","Boston city, Massachusetts",291,±181,1.20%,±0.7
"('30.0 to 34.9 percent',)","Charlotte city, North Carolina","1,218",±465,2.90%,±1.1
"('30.0 to 34.9 percent',)","Chicago city, Illinois","8,686","±1,609",5.20%,±0.9
"('30.0 to 34.9 percent',)","Cincinnati city, Ohio",572,±319,3.10%,±1.7
"('30.0 to 34.9 percent',)","Cleveland city, Ohio","1,180",±502,3.90%,±1.6
"('30.0 to 34.9 percent',)","Colorado Springs city, Colorado",827,±407,2.60%,±1.3
"('30.0 to 34.9 percent',)","Columbus city, Ohio",990,±465,2.10%,±1.0
"('30.0 to 34.9 percent',)","Corpus Christi city, Texas","1,189",±537,4.10%,±1.8
"('30.0 to 34.9 percent',)","Dallas city, Texas","2,820",±883,3.10%,±0.9
"('30.0 to 34.9 percent',)","Denver city, Colorado","1,083",±537,2.60%,±1.3
"('30.0 to 34.9 percent',)","Detroit city, Michigan","4,210",±992,5.00%,±1.1
"('30.0 to 34.9 percent',)","Durham city, North Carolina",601,±354,4.50%,±2.6
"('30.0 to 34.9 percent',)","El Paso city, Texas","1,385",±499,2.40%,±0.9
"('30.0 to 34.9 percent',)","Fort Worth city, Texas","2,403","±1,131",3.80%,±1.7
"('30.0 to 34.9 percent',)","Fresno city, California",575,±350,2.50%,±1.6
"('30.0 to 34.9 percent',)","Greensboro city, North Carolina",341,±303,1.90%,±1.7
"('30.0 to 34.9 percent',)","Henderson city, Nevada",261,±218,1.30%,±1.0
"('30.0 to 34.9 percent',)","Houston city, Texas","5,174","±1,114",3.20%,±0.7
"('30.0 to 34.9 percent',)","Indianapolis city (balance), Indiana",997,±544,1.80%,±1.0
"('30.0 to 34.9 percent',)","Irvine city, California",589,±425,4.40%,±3.2
"('30.0 to 34.9 percent',)","Jacksonville city, Florida","1,293",±479,2.10%,±0.8
"('30.0 to 34.9 percent',)","Jersey City city, New Jersey",277,±207,3.50%,±2.6
"('30.0 to 34.9 percent',)","Kansas City city, Missouri","1,674",±539,4.20%,±1.4
"('30.0 to 34.9 percent',)","Las Vegas city, Nevada",597,±325,1.50%,±0.8
"('30.0 to 34.9 percent',)","Lincoln city, Nebraska",898,±444,4.00%,±2.0
"('30.0 to 34.9 percent',)","Long Beach city, California",773,±380,4.30%,±2.0
"('30.0 to 34.9 percent',)","Los Angeles city, California","5,650","±1,092",4.10%,±0.8
"('30.0 to 34.9 percent',)","Memphis city, Tennessee",672,±472,1.60%,±1.1
"('30.0 to 34.9 percent',)","Mesa city, Arizona","1,245",±590,3.10%,±1.5
"('30.0 to 34.9 percent',)","Miami city, Florida","1,775",±950,6.70%,±3.4
"('30.0 to 34.9 percent',)","Milwaukee city, Wisconsin","1,091",±396,3.40%,±1.2
"('30.0 to 34.9 percent',)","Minneapolis city, Minnesota",653,±368,2.80%,±1.6
"('30.0 to 34.9 percent',)","New Orleans city, Louisiana","1,649",±543,4.60%,±1.5
"('30.0 to 34.9 percent',)","New York city, New York","18,984","±2,269",4.20%,±0.5
"('30.0 to 34.9 percent',)","Newark city, New Jersey",129,±129,2.00%,±2.1
"('30.0 to 34.9 percent',)","Oakland city, California",803,±392,4.30%,±2.1
"('30.0 to 34.9 percent',)","Oklahoma City city, Oklahoma","1,402",±578,2.50%,±1.0
"('30.0 to 34.9 percent',)","Omaha city, Nebraska","1,289",±439,3.70%,±1.2
"('30.0 to 34.9 percent',)","Orlando city, Florida",370,±257,3.00%,±2.1
"('30.0 to 34.9 percent',)","Philadelphia city, Pennsylvania","6,095","±1,251",4.80%,±1.0
"('30.0 to 34.9 percent',)","Phoenix city, Arizona","1,242",±450,1.40%,±0.5
"('30.0 to 34.9 percent',)","Pittsburgh city, Pennsylvania",933,±348,3.30%,±1.2
"('30.0 to 34.9 percent',)","Plano city, Texas",566,±302,2.60%,±1.3
"('30.0 to 34.9 percent',)","Portland city, Oregon","1,517",±764,3.70%,±1.8
"('30.0 to 34.9 percent',)","Raleigh city, North Carolina",642,±418,3.00%,±1.9
"('30.0 to 34.9 percent',)","Riverside city, California",447,±297,3.30%,±2.2
"('30.0 to 34.9 percent',)","Sacramento city, California",682,±371,2.60%,±1.4
"('30.0 to 34.9 percent',)","San Antonio city, Texas","2,937",±836,2.60%,±0.7
"('30.0 to 34.9 percent',)","San Diego city, California","1,723",±527,2.50%,±0.8
"('30.0 to 34.9 percent',)","San Francisco city, California",946,±458,2.00%,±0.9
"('30.0 to 34.9 percent',)","San Jose city, California","1,332",±462,2.60%,±0.8
"('30.0 to 34.9 percent',)","Santa Ana city, California",536,±394,5.10%,±3.6
"('30.0 to 34.9 percent',)","Seattle city, Washington","1,698",±616,3.90%,±1.4
"('30.0 to 34.9 percent',)","St. Louis city, Missouri",720,±396,3.20%,±1.8
"('30.0 to 34.9 percent',)","St. Paul city, Minnesota",288,±196,1.70%,±1.1
"('30.0 to 34.9 percent',)","Stockton city, California",230,±238,1.80%,±1.8
"('30.0 to 34.9 percent',)","Tampa city, Florida",652,±455,2.60%,±1.8
"('30.0 to 34.9 percent',)","Tucson city, Arizona","1,074",±367,2.70%,±0.9
"('30.0 to 34.9 percent',)","Tulsa city, Oklahoma","1,359",±429,3.80%,±1.2
"('30.0 to 34.9 percent',)","Virginia Beach city, Virginia",730,±317,2.70%,±1.2
"('30.0 to 34.9 percent',)","Washington city, District of Columbia",542,±284,1.80%,±1.0
"('30.0 to 34.9 percent',)","Wichita city, Kansas",934,±441,2.70%,±1.3
"('35.0 percent or more',)","Albuquerque city, New Mexico","4,192","±1,009",9.60%,±2.2
"('35.0 percent or more',)","Anaheim city, California",623,±312,4.40%,±2.2
"('35.0 percent or more',)","Anchorage municipality, Alaska","1,832",±607,8.70%,±2.8
"('35.0 percent or more',)","Arlington city, Texas","1,778",±633,6.30%,±2.2
"('35.0 percent or more',)","Atlanta city, Georgia","2,965",±912,12.20%,±3.6
"('35.0 percent or more',)","Aurora city, Colorado","1,579",±570,9.40%,±3.1
"('35.0 percent or more',)","Austin city, Texas","8,030","±1,548",13.90%,±2.5
"('35.0 percent or more',)","Bakersfield city, California","1,879",±787,10.90%,±4.4
"('35.0 percent or more',)","Baltimore city, Maryland","4,904","±1,177",13.60%,±3.2
"('35.0 percent or more',)","Boston city, Massachusetts","3,946",±911,16.30%,±3.3
"('35.0 percent or more',)","Charlotte city, North Carolina","3,593",±957,8.70%,±2.1
"('35.0 percent or more',)","Chicago city, Illinois","33,673","±2,710",20.00%,±1.5
"('35.0 percent or more',)","Cincinnati city, Ohio","2,595",±726,13.90%,±3.6
"('35.0 percent or more',)","Cleveland city, Ohio","3,541",±803,11.60%,±2.5
"('35.0 percent or more',)","Colorado Springs city, Colorado","1,935",±579,6.10%,±1.8
"('35.0 percent or more',)","Columbus city, Ohio","4,232",±996,9.10%,±2.2
"('35.0 percent or more',)","Corpus Christi city, Texas","2,317",±742,7.90%,±2.5
"('35.0 percent or more',)","Dallas city, Texas","13,179","±1,784",14.40%,±1.9
"('35.0 percent or more',)","Denver city, Colorado","5,242","±1,286",12.70%,±3.0
"('35.0 percent or more',)","Detroit city, Michigan","16,514","±2,237",19.50%,±2.5
"('35.0 percent or more',)","Durham city, North Carolina","1,052",±479,7.80%,±3.2
"('35.0 percent or more',)","El Paso city, Texas","5,296","±1,142",9.40%,±1.9
"('35.0 percent or more',)","Fort Worth city, Texas","8,752","±1,903",13.80%,±2.9
"('35.0 percent or more',)","Fresno city, California","2,704",±837,12.00%,±3.4
"('35.0 percent or more',)","Greensboro city, North Carolina","1,527",±633,8.70%,±3.2
"('35.0 percent or more',)","Henderson city, Nevada","1,243",±429,6.00%,±2.0
"('35.0 percent or more',)","Houston city, Texas","17,833","±2,214",11.10%,±1.3
"('35.0 percent or more',)","Indianapolis city (balance), Indiana","6,034","±1,178",10.70%,±1.8
"('35.0 percent or more',)","Irvine city, California","2,237",±850,16.70%,±5.6
"('35.0 percent or more',)","Jacksonville city, Florida","4,376","±1,049",7.30%,±1.8
"('35.0 percent or more',)","Jersey City city, New Jersey","1,023",±450,13.00%,±5.2
"('35.0 percent or more',)","Kansas City city, Missouri","5,155","±1,090",13.10%,±2.5
"('35.0 percent or more',)","Las Vegas city, Nevada","4,090",±855,10.40%,±2.1
"('35.0 percent or more',)","Lincoln city, Nebraska","2,079",±669,9.30%,±2.8
"('35.0 percent or more',)","Long Beach city, California","1,715",±642,9.60%,±3.4
"('35.0 percent or more',)","Los Angeles city, California","23,014","±2,212",16.50%,±1.5
"('35.0 percent or more',)","Memphis city, Tennessee","5,611","±1,368",13.20%,±2.9
"('35.0 percent or more',)","Mesa city, Arizona","3,403",±771,8.60%,±1.9
"('35.0 percent or more',)","Miami city, Florida","6,070","±1,293",22.80%,±4.3
"('35.0 percent or more',)","Milwaukee city, Wisconsin","4,367","±1,012",13.60%,±3.0
"('35.0 percent or more',)","Minneapolis city, Minnesota","2,722",±723,11.80%,±2.8
"('35.0 percent or more',)","New Orleans city, Louisiana","7,449","±1,206",20.90%,±3.2
"('35.0 percent or more',)","New York city, New York","85,461","±5,237",19.10%,±1.0
"('35.0 percent or more',)","Newark city, New Jersey","1,973",±593,31.20%,±8.6
"('35.0 percent or more',)","Oakland city, California","3,103",±946,16.70%,±4.6
"('35.0 percent or more',)","Oklahoma City city, Oklahoma","6,613","±1,269",11.70%,±2.1
"('35.0 percent or more',)","Omaha city, Nebraska","4,209",±984,12.10%,±2.8
"('35.0 percent or more',)","Orlando city, Florida","1,851",±975,14.80%,±6.9
"('35.0 percent or more',)","Philadelphia city, Pennsylvania","21,821","±2,495",17.20%,±1.8
"('35.0 percent or more',)","Phoenix city, Arizona","8,779","±1,810",9.90%,±1.9
"('35.0 percent or more',)","Pittsburgh city, Pennsylvania","3,797",±893,13.30%,±3.0
"('35.0 percent or more',)","Plano city, Texas","1,980",±582,9.00%,±2.6
"('35.0 percent or more',)","Portland city, Oregon","6,858","±1,298",16.70%,±3.1
"('35.0 percent or more',)","Raleigh city, North Carolina","1,298",±652,6.10%,±3.0
"('35.0 percent or more',)","Riverside city, California","1,469",±597,10.80%,±4.3
"('35.0 percent or more',)","Sacramento city, California","1,699",±491,6.40%,±1.9
"('35.0 percent or more',)","San Antonio city, Texas","11,118","±1,690",9.70%,±1.4
"('35.0 percent or more',)","San Diego city, California","8,498","±1,318",12.40%,±1.8
"('35.0 percent or more',)","San Francisco city, California","6,127","±1,266",12.70%,±2.5
"('35.0 percent or more',)","San Jose city, California","5,549","±1,107",10.70%,±2.0
"('35.0 percent or more',)","Santa Ana city, California",917,±341,8.70%,±3.2
"('35.0 percent or more',)","Seattle city, Washington","6,744","±1,484",15.50%,±3.1
"('35.0 percent or more',)","St. Louis city, Missouri","2,828",±784,12.50%,±3.2
"('35.0 percent or more',)","St. Paul city, Minnesota","1,514",±566,9.10%,±3.3
"('35.0 percent or more',)","Stockton city, California","1,220",±436,9.70%,±3.3
"('35.0 percent or more',)","Tampa city, Florida","3,155",±916,12.50%,±3.3
"('35.0 percent or more',)","Tucson city, Arizona","4,108",±906,10.50%,±2.3
"('35.0 percent or more',)","Tulsa city, Oklahoma","3,819",±605,10.50%,±1.6
"('35.0 percent or more',)","Virginia Beach city, Virginia","2,273",±753,8.30%,±2.6
"('35.0 percent or more',)","Washington city, District of Columbia","3,949","±1,048",13.30%,±3.3
"('35.0 percent or more',)","Wichita city, Kansas","2,506",±682,7.40%,±1.8
"('Not computed',)","Albuquerque city, New Mexico","1,140",±534,(X),(X)
"('Not computed',)","Anaheim city, California",52,±86,(X),(X)
"('Not computed',)","Anchorage municipality, Alaska",164,±192,(X),(X)
"('Not computed',)","Arlington city, Texas",217,±176,(X),(X)
"('Not computed',)","Atlanta city, Georgia",693,±491,(X),(X)
"('Not computed',)","Aurora city, Colorado",198,±200,(X),(X)
"('Not computed',)","Austin city, Texas",687,±491,(X),(X)
"('Not computed',)","Bakersfield city, California",121,±194,(X),(X)
"('Not computed',)","Baltimore city, Maryland",158,±129,(X),(X)
"('Not computed',)","Boston city, Massachusetts",138,±121,(X),(X)
"('Not computed',)","Charlotte city, North Carolina",347,±266,(X),(X)
"('Not computed',)","Chicago city, Illinois","2,418",±745,(X),(X)
"('Not computed',)","Cincinnati city, Ohio",237,±219,(X),(X)
"('Not computed',)","Cleveland city, Ohio",970,±479,(X),(X)
"('Not computed',)","Colorado Springs city, Colorado",517,±302,(X),(X)
"('Not computed',)","Columbus city, Ohio",718,±346,(X),(X)
"('Not computed',)","Corpus Christi city, Texas",216,±214,(X),(X)
"('Not computed',)","Dallas city, Texas","1,556",±727,(X),(X)
"('Not computed',)","Denver city, Colorado",302,±251,(X),(X)
"('Not computed',)","Detroit city, Michigan","3,582","±1,047",(X),(X)
"('Not computed',)","Durham city, North Carolina",317,±245,(X),(X)
"('Not computed',)","El Paso city, Texas",739,±365,(X),(X)
"('Not computed',)","Fort Worth city, Texas",336,±213,(X),(X)
"('Not computed',)","Fresno city, California",78,±105,(X),(X)
"('Not computed',)","Greensboro city, North Carolina",361,±265,(X),(X)
"('Not computed',)","Henderson city, Nevada",279,±205,(X),(X)
"('Not computed',)","Houston city, Texas","3,205",±937,(X),(X)
"('Not computed',)","Indianapolis city (balance), Indiana","1,210",±425,(X),(X)
"('Not computed',)","Irvine city, California",170,±173,(X),(X)
"('Not computed',)","Jacksonville city, Florida","1,254",±635,(X),(X)
"('Not computed',)","Jersey City city, New Jersey",102,±116,(X),(X)
"('Not computed',)","Kansas City city, Missouri",650,±452,(X),(X)
"('Not computed',)","Las Vegas city, Nevada",794,±477,(X),(X)
"('Not computed',)","Lincoln city, Nebraska",453,±289,(X),(X)
"('Not computed',)","Long Beach city, California",430,±245,(X),(X)
"('Not computed',)","Los Angeles city, California","2,354",±808,(X),(X)
"('Not computed',)","Memphis city, Tennessee","1,233",±406,(X),(X)
"('Not computed',)","Mesa city, Arizona","1,216",±467,(X),(X)
"('Not computed',)","Miami city, Florida",579,±335,(X),(X)
"('Not computed',)","Milwaukee city, Wisconsin",580,±283,(X),(X)
"('Not computed',)","Minneapolis city, Minnesota",343,±275,(X),(X)
"('Not computed',)","New Orleans city, Louisiana",944,±474,(X),(X)
"('Not computed',)","New York city, New York","6,488","±1,372",(X),(X)
"('Not computed',)","Newark city, New Jersey",170,±152,(X),(X)
"('Not computed',)","Oakland city, California",288,±232,(X),(X)
"('Not computed',)","Oklahoma City city, Oklahoma",601,±357,(X),(X)
"('Not computed',)","Omaha city, Nebraska",391,±206,(X),(X)
"('Not computed',)","Orlando city, Florida",395,±211,(X),(X)
"('Not computed',)","Philadelphia city, Pennsylvania","2,898",±844,(X),(X)
"('Not computed',)","Phoenix city, Arizona","1,019",±466,(X),(X)
"('Not computed',)","Pittsburgh city, Pennsylvania",347,±198,(X),(X)
"('Not computed',)","Plano city, Texas",0,±228,(X),(X)
"('Not computed',)","Portland city, Oregon",372,±272,(X),(X)
"('Not computed',)","Raleigh city, North Carolina",138,±132,(X),(X)
"('Not computed',)","Riverside city, California",176,±136,(X),(X)
"('Not computed',)","Sacramento city, California",140,±150,(X),(X)
"('Not computed',)","San Antonio city, Texas","3,719","±1,101",(X),(X)
"('Not computed',)","San Diego city, California","1,169",±506,(X),(X)
"('Not computed',)","San Francisco city, California","1,044",±510,(X),(X)
"('Not computed',)","San Jose city, California",551,±264,(X),(X)
"('Not computed',)","Santa Ana city, California",134,±139,(X),(X)
"('Not computed',)","Seattle city, Washington",495,±371,(X),(X)
"('Not computed',)","St. Louis city, Missouri",314,±233,(X),(X)
"('Not computed',)","St. Paul city, Minnesota",72,±118,(X),(X)
"('Not computed',)","Stockton city, California",236,±221,(X),(X)
"('Not computed',)","Tampa city, Florida",274,±194,(X),(X)
"('Not computed',)","Tucson city, Arizona",591,±339,(X),(X)
"('Not computed',)","Tulsa city, Oklahoma",484,±240,(X),(X)
"('Not computed',)","Virginia Beach city, Virginia",170,±162,(X),(X)
"('Not computed',)","Washington city, District of Columbia",712,±501,(X),(X)
"('Not computed',)","Wichita city, Kansas",732,±507,(X),(X)
"('Occupied units paying rent',)","Albuquerque city, New Mexico","92,321","±3,948","92,321",(X)
"('Occupied units paying rent',)","Anaheim city, California","51,558","±2,907","51,558",(X)
"('Occupied units paying rent',)","Anchorage municipality, Alaska","36,156","±2,599","36,156",(X)
"('Occupied units paying rent',)","Arlington city, Texas","60,426","±3,867","60,426",(X)
"('Occupied units paying rent',)","Atlanta city, Georgia","113,553","±4,663","113,553",(X)
"('Occupied units paying rent',)","Aurora city, Colorado","53,230","±3,000","53,230",(X)
"('Occupied units paying rent',)","Austin city, Texas","212,100","±5,435","212,100",(X)
"('Occupied units paying rent',)","Bakersfield city, California","48,471","±3,580","48,471",(X)
"('Occupied units paying rent',)","Baltimore city, Maryland","121,239","±4,196","121,239",(X)
"('Occupied units paying rent',)","Boston city, Massachusetts","176,257","±4,355","176,257",(X)
"('Occupied units paying rent',)","Charlotte city, North Carolina","156,593","±5,315","156,593",(X)
"('Occupied units paying rent',)","Chicago city, Illinois","571,314","±9,636","571,314",(X)
"('Occupied units paying rent',)","Cincinnati city, Ohio","84,489","±3,740","84,489",(X)
"('Occupied units paying rent',)","Cleveland city, Ohio","99,097","±3,873","99,097",(X)
"('Occupied units paying rent',)","Colorado Springs city, Colorado","69,541","±3,730","69,541",(X)
"('Occupied units paying rent',)","Columbus city, Ohio","195,232","±5,528","195,232",(X)
"('Occupied units paying rent',)","Corpus Christi city, Texas","49,403","±3,075","49,403",(X)
"('Occupied units paying rent',)","Dallas city, Texas","305,604","±7,107","305,604",(X)
"('Occupied units paying rent',)","Denver city, Colorado","154,722","±4,372","154,722",(X)
"('Occupied units paying rent',)","Detroit city, Michigan","133,024","±4,181","133,024",(X)
"('Occupied units paying rent',)","Durham city, North Carolina","54,569","±2,769","54,569",(X)
"('Occupied units paying rent',)","El Paso city, Texas","90,054","±4,586","90,054",(X)
"('Occupied units paying rent',)","Fort Worth city, Texas","131,061","±4,675","131,061",(X)
"('Occupied units paying rent',)","Fresno city, California","92,685","±3,689","92,685",(X)
"('Occupied units paying rent',)","Greensboro city, North Carolina","59,956","±3,253","59,956",(X)
"('Occupied units paying rent',)","Henderson city, Nevada","42,450","±2,975","42,450",(X)
"('Occupied units paying rent',)","Houston city, Texas","480,571","±8,771","480,571",(X)
"('Occupied units paying rent',)","Indianapolis city (balance), Indiana","156,352","±5,394","156,352",(X)
"('Occupied units paying rent',)","Irvine city, California",N,N,N,N
"('Occupied units paying rent',)","Jacksonville city, Florida","155,124","±6,246","155,124",(X)
"('Occupied units paying rent',)","Jersey City city, New Jersey","71,213","±2,966","71,213",(X)
"('Occupied units paying rent',)","Kansas City city, Missouri","93,577","±3,889","93,577",(X)
"('Occupied units paying rent',)","Las Vegas city, Nevada","107,261","±4,282","107,261",(X)
"('Occupied units paying rent',)","Lincoln city, Nebraska","48,240","±2,448","48,240",(X)
"('Occupied units paying rent',)","Long Beach city, California","101,351","±4,160","101,351",(X)
"('Occupied units paying rent',)","Los Angeles city, California","862,830","±10,255","862,830",(X)
"('Occupied units paying rent',)","Memphis city, Tennessee","129,843","±5,328","129,843",(X)
"('Occupied units paying rent',)","Mesa city, Arizona","71,911","±3,616","71,911",(X)
"('Occupied units paying rent',)","Miami city, Florida","124,221","±4,483","124,221",(X)
"('Occupied units paying rent',)","Milwaukee city, Wisconsin","130,498","±3,863","130,498",(X)
"('Occupied units paying rent',)","Minneapolis city, Minnesota","89,972","±3,716","89,972",(X)
"('Occupied units paying rent',)","New Orleans city, Louisiana","75,357","±2,459","75,357",(X)
"('Occupied units paying rent',)","New York city, New York","2,083,021","±16,484","2,083,021",(X)
"('Occupied units paying rent',)","Newark city, New Jersey","78,246","±3,091","78,246",(X)
"('Occupied units paying rent',)","Oakland city, California","94,704","±3,912","94,704",(X)
"('Occupied units paying rent',)","Oklahoma City city, Oklahoma","96,671","±3,907","96,671",(X)
"('Occupied units paying rent',)","Omaha city, Nebraska","75,313","±2,779","75,313",(X)
"('Occupied units paying rent',)","Orlando city, Florida","71,480","±3,903","71,480",(X)
"('Occupied units paying rent',)","Philadelphia city, Pennsylvania","274,189","±6,732","274,189",(X)
"('Occupied units paying rent',)","Phoenix city, Arizona","260,777","±6,302","260,777",(X)
"('Occupied units paying rent',)","Pittsburgh city, Pennsylvania","73,156","±3,088","73,156",(X)
"('Occupied units paying rent',)","Plano city, Texas",N,N,N,N
"('Occupied units paying rent',)","Portland city, Oregon","126,408","±3,725","126,408",(X)
"('Occupied units paying rent',)","Raleigh city, North Carolina","91,117","±3,713","91,117",(X)
"('Occupied units paying rent',)","Riverside city, California","38,607","±3,067","38,607",(X)
"('Occupied units paying rent',)","Sacramento city, California","90,512","±3,868","90,512",(X)
"('Occupied units paying rent',)","San Antonio city, Texas","223,189","±5,643","223,189",(X)
"('Occupied units paying rent',)","San Diego city, California","268,470","±6,068","268,470",(X)
"('Occupied units paying rent',)","San Francisco city, California","222,587","±5,845","222,587",(X)
"('Occupied units paying rent',)","San Jose city, California","143,438","±5,306","143,438",(X)
"('Occupied units paying rent',)","Santa Ana city, California","43,057","±2,422","43,057",(X)
"('Occupied units paying rent',)","Seattle city, Washington","184,005","±5,636","184,005",(X)
"('Occupied units paying rent',)","St. Louis city, Missouri","79,525","±3,491","79,525",(X)
"('Occupied units paying rent',)","St. Paul city, Minnesota","57,953","±2,640","57,953",(X)
"('Occupied units paying rent',)","Stockton city, California","52,078","±2,805","52,078",(X)
"('Occupied units paying rent',)","Tampa city, Florida","77,213","±3,049","77,213",(X)
"('Occupied units paying rent',)","Tucson city, Arizona","101,469","±4,331","101,469",(X)
"('Occupied units paying rent',)","Tulsa city, Oklahoma","77,631","±2,327","77,631",(X)
"('Occupied units paying rent',)","Virginia Beach city, Virginia","59,565","±3,620","59,565",(X)
"('Occupied units paying rent',)","Washington city, District of Columbia","163,373","±4,293","163,373",(X)
"('Occupied units paying rent',)","Wichita city, Kansas","60,686","±3,108","60,686",(X)
"('Less than $500',)","Albuquerque city, New Mexico","8,197","±1,628",8.90%,±1.6
"('Less than $500',)","Anaheim city, California","1,709",±548,3.30%,±1.1
"('Less than $500',)","Anchorage municipality, Alaska","1,434",±711,4.00%,±2.0
"('Less than $500',)","Arlington city, Texas","1,987",±777,3.30%,±1.3
"('Less than $500',)","Atlanta city, Georgia","13,814","±1,879",12.20%,±1.7
"('Less than $500',)","Aurora city, Colorado","1,810",±854,3.40%,±1.6
"('Less than $500',)","Austin city, Texas","5,895","±1,379",2.80%,±0.7
"('Less than $500',)","Bakersfield city, California","1,541",±801,3.20%,±1.6
"('Less than $500',)","Baltimore city, Maryland","23,283","±2,038",19.20%,±1.6
"('Less than $500',)","Boston city, Massachusetts","28,379","±2,698",16.10%,±1.5
"('Less than $500',)","Charlotte city, North Carolina","6,468","±1,221",4.10%,±0.8
"('Less than $500',)","Chicago city, Illinois","54,441","±3,931",9.50%,±0.7
"('Less than $500',)","Cincinnati city, Ohio","14,673","±2,103",17.40%,±2.3
"('Less than $500',)","Cleveland city, Ohio","22,488","±2,496",22.70%,±2.3
"('Less than $500',)","Colorado Springs city, Colorado","2,744","±1,085",3.90%,±1.5
"('Less than $500',)","Columbus city, Ohio","11,981","±1,645",6.10%,±0.8
"('Less than $500',)","Corpus Christi city, Texas","4,535","±1,087",9.20%,±2.2
"('Less than $500',)","Dallas city, Texas","11,752","±1,579",3.80%,±0.5
"('Less than $500',)","Denver city, Colorado","13,608","±2,075",8.80%,±1.3
"('Less than $500',)","Detroit city, Michigan","21,012","±2,047",15.80%,±1.4
"('Less than $500',)","Durham city, North Carolina","2,860",±961,5.20%,±1.8
"('Less than $500',)","El Paso city, Texas","15,326","±2,097",17.00%,±2.2
"('Less than $500',)","Fort Worth city, Texas","8,145","±1,683",6.20%,±1.3
"('Less than $500',)","Fresno city, California","7,341","±1,339",7.90%,±1.4
"('Less than $500',)","Greensboro city, North Carolina","4,169","±1,034",7.00%,±1.7
"('Less than $500',)","Henderson city, Nevada",697,±344,1.60%,±0.8
"('Less than $500',)","Houston city, Texas","19,048","±2,513",4.00%,±0.5
"('Less than $500',)","Indianapolis city (balance), Indiana","9,683","±1,674",6.20%,±1.0
"('Less than $500',)","Irvine city, California",N,N,N,N
"('Less than $500',)","Jacksonville city, Florida","10,411","±1,628",6.70%,±1.0
"('Less than $500',)","Jersey City city, New Jersey","6,629","±1,472",9.30%,±2.0
"('Less than $500',)","Kansas City city, Missouri","8,575","±1,427",9.20%,±1.4
"('Less than $500',)","Las Vegas city, Nevada","4,648",±873,4.30%,±0.8
"('Less than $500',)","Lincoln city, Nebraska","4,489","±1,009",9.30%,±2.1
"('Less than $500',)","Long Beach city, California","4,835","±1,111",4.80%,±1.1
"('Less than $500',)","Los Angeles city, California","44,765","±2,740",5.20%,±0.3
