Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('30.0 to 34.9 percent',)","Omaha city, Nebraska","3,728",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±868,5.10%,±1.2
"('30.0 to 34.9 percent',)","Orlando city, Florida","2,336",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±934,8.20%,±3.1
"('30.0 to 34.9 percent',)","Philadelphia city, Pennsylvania","11,216",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,843",5.90%,±1.0
"('30.0 to 34.9 percent',)","Phoenix city, Arizona","12,823",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,059",5.90%,±0.9
"('30.0 to 34.9 percent',)","Pittsburgh city, Pennsylvania","1,091",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±458,3.10%,±1.3
"('30.0 to 34.9 percent',)","Plano city, Texas","2,676",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±864,7.20%,±2.2
"('30.0 to 34.9 percent',)","Portland city, Oregon","9,611",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,885",8.90%,±1.7
"('30.0 to 34.9 percent',)","Raleigh city, North Carolina","4,616",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,437",6.40%,±2.0
"('30.0 to 34.9 percent',)","Riverside city, California","2,553",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±773,7.40%,±2.2
"('30.0 to 34.9 percent',)","Sacramento city, California","5,248",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,047",8.20%,±1.5
"('30.0 to 34.9 percent',)","San Antonio city, Texas","12,170",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,194",7.70%,±1.3
"('30.0 to 34.9 percent',)","San Diego city, California","15,988",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,995",9.50%,±1.1
"('30.0 to 34.9 percent',)","San Francisco city, California","7,016",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,329",8.00%,±1.5
"('30.0 to 34.9 percent',)","San Jose city, California","10,715",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,466",8.70%,±1.2
"('30.0 to 34.9 percent',)","Santa Ana city, California","1,881",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±616,8.40%,±2.6
"('30.0 to 34.9 percent',)","Seattle city, Washington","6,572",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,379",6.00%,±1.2
"('30.0 to 34.9 percent',)","St. Louis city, Missouri","2,549",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±779,6.10%,±1.8
"('30.0 to 34.9 percent',)","St. Paul city, Minnesota","3,346",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±869,7.90%,±1.9
"('30.0 to 34.9 percent',)","Stockton city, California","2,266",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±897,7.20%,±2.7
"('30.0 to 34.9 percent',)","Tampa city, Florida","3,672",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±958,7.00%,±1.8
"('30.0 to 34.9 percent',)","Tucson city, Arizona","3,967",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,146",5.90%,±1.6
"('30.0 to 34.9 percent',)","Tulsa city, Oklahoma","2,982",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±607,6.00%,±1.2
"('30.0 to 34.9 percent',)","Virginia Beach city, Virginia","6,446",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,259",7.80%,±1.5
"('30.0 to 34.9 percent',)","Washington city, District of Columbia","7,485",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,434",8.10%,±1.5
"('30.0 to 34.9 percent',)","Wichita city, Kansas","3,006",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,029",5.30%,±1.7
"('35.0 percent or more',)","Albuquerque city, New Mexico","19,407",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,480",22.00%,±2.8
"('35.0 percent or more',)","Anaheim city, California","11,078",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,025",31.50%,±4.8
"('35.0 percent or more',)","Anchorage municipality, Alaska","8,056",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,488",18.70%,±3.4
"('35.0 percent or more',)","Arlington city, Texas","10,076",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,308",23.10%,±4.7
"('35.0 percent or more',)","Atlanta city, Georgia","13,892",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,116",19.80%,±2.7
"('35.0 percent or more',)","Aurora city, Colorado","16,293",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,062",24.90%,±2.9
"('35.0 percent or more',)","Austin city, Texas","24,377",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,529",20.20%,±1.8
"('35.0 percent or more',)","Bakersfield city, California","12,718",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,383",25.80%,±4.3
"('35.0 percent or more',)","Baltimore city, Maryland","14,210",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,735",18.30%,±2.0
"('35.0 percent or more',)","Boston city, Massachusetts","14,988",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,872",22.30%,±2.5
"('35.0 percent or more',)","Charlotte city, North Carolina","24,986",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,490",18.10%,±1.7
"('35.0 percent or more',)","Chicago city, Illinois","77,036",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,893",24.80%,±1.1
"('35.0 percent or more',)","Cincinnati city, Ohio","4,944",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,087",13.90%,±2.8
"('35.0 percent or more',)","Cleveland city, Ohio","9,052",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,390",25.30%,±3.7
"('35.0 percent or more',)","Colorado Springs city, Colorado","16,683",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,182",20.00%,±2.2
"('35.0 percent or more',)","Columbus city, Ohio","17,353",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,348",14.50%,±1.8
"('35.0 percent or more',)","Corpus Christi city, Texas","8,409",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,737",22.00%,±3.9
"('35.0 percent or more',)","Dallas city, Texas","29,477",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,505",25.50%,±2.0
"('35.0 percent or more',)","Denver city, Colorado","26,730",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,806",22.30%,±2.1
"('35.0 percent or more',)","Detroit city, Michigan","12,454",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,746",30.30%,±3.7
"('35.0 percent or more',)","Durham city, North Carolina","6,551",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,608",14.20%,±3.2
"('35.0 percent or more',)","El Paso city, Texas","15,759",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,272",22.30%,±3.0
"('35.0 percent or more',)","Fort Worth city, Texas","22,576",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,488",19.50%,±2.7
"('35.0 percent or more',)","Fresno city, California","14,835",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,097",25.60%,±3.1
"('35.0 percent or more',)","Greensboro city, North Carolina","7,015",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,298",17.60%,±3.0
"('35.0 percent or more',)","Henderson city, Nevada","10,825",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,729",19.80%,±2.8
"('35.0 percent or more',)","Houston city, Texas","37,363",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,514",20.80%,±1.8
"('35.0 percent or more',)","Indianapolis city (balance), Indiana","21,239",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,722",17.30%,±2.2
"('35.0 percent or more',)","Irvine city, California","8,789",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,088",31.00%,±6.1
"('35.0 percent or more',)","Jacksonville city, Florida","28,206",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,408",21.20%,±2.5
"('35.0 percent or more',)","Jersey City city, New Jersey","8,210",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,547",33.90%,±5.7
"('35.0 percent or more',)","Kansas City city, Missouri","9,517",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,571",14.20%,±2.1
"('35.0 percent or more',)","Las Vegas city, Nevada","19,005",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,297",21.90%,±2.3
"('35.0 percent or more',)","Lincoln city, Nebraska","5,076",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,068",11.70%,±2.4
"('35.0 percent or more',)","Long Beach city, California","13,800",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,879",29.60%,±3.4
"('35.0 percent or more',)","Los Angeles city, California","131,846",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±5,822",36.30%,±1.3
"('35.0 percent or more',)","Memphis city, Tennessee","14,049",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,148",19.70%,±2.8
"('35.0 percent or more',)","Mesa city, Arizona","12,007",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,393",16.00%,±1.8
"('35.0 percent or more',)","Miami city, Florida","11,827",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,981",42.30%,±5.7
"('35.0 percent or more',)","Milwaukee city, Wisconsin","13,567",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,755",21.90%,±2.6
"('35.0 percent or more',)","Minneapolis city, Minnesota","10,781",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,341",17.70%,±1.8
"('35.0 percent or more',)","New Orleans city, Louisiana","12,478",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,542",29.50%,±3.1
"('35.0 percent or more',)","New York city, New York","195,618",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±6,282",33.60%,±1.1
"('35.0 percent or more',)","Newark city, New Jersey","8,184",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,854",48.50%,±8.6
"('35.0 percent or more',)","Oakland city, California","14,824",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,786",29.50%,±3.2
"('35.0 percent or more',)","Oklahoma City city, Oklahoma","11,773",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,528",13.80%,±1.7
"('35.0 percent or more',)","Omaha city, Nebraska","11,639",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,394",16.00%,±1.8
"('35.0 percent or more',)","Orlando city, Florida","7,390",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,573",26.00%,±4.5
"('35.0 percent or more',)","Philadelphia city, Pennsylvania","52,168",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±4,104",27.60%,±1.9
"('35.0 percent or more',)","Phoenix city, Arizona","41,226",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,491",18.90%,±1.4
"('35.0 percent or more',)","Pittsburgh city, Pennsylvania","5,453",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,200",15.60%,±3.2
"('35.0 percent or more',)","Plano city, Texas","6,435",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,248",17.20%,±3.1
"('35.0 percent or more',)","Portland city, Oregon","22,670",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,430",20.90%,±2.0
"('35.0 percent or more',)","Raleigh city, North Carolina","7,739",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,516",10.70%,±2.0
"('35.0 percent or more',)","Riverside city, California","8,522",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,386",24.50%,±3.6
"('35.0 percent or more',)","Sacramento city, California","14,222",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,861",22.20%,±2.6
"('35.0 percent or more',)","San Antonio city, Texas","34,993",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,726",22.30%,±1.6
"('35.0 percent or more',)","San Diego city, California","44,258",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,234",26.40%,±1.7
"('35.0 percent or more',)","San Francisco city, California","25,776",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,959",29.30%,±2.8
"('35.0 percent or more',)","San Jose city, California","28,614",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,320",23.30%,±1.8
"('35.0 percent or more',)","Santa Ana city, California","7,042",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,273",31.50%,±4.6
"('35.0 percent or more',)","Seattle city, Washington","21,949",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,298",19.90%,±2.0
"('35.0 percent or more',)","St. Louis city, Missouri","7,800",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,424",18.80%,±3.2
"('35.0 percent or more',)","St. Paul city, Minnesota","6,536",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,315",15.50%,±2.8
"('35.0 percent or more',)","Stockton city, California","8,071",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,469",25.70%,±3.9
"('35.0 percent or more',)","Tampa city, Florida","12,205",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,936",23.40%,±3.2
"('35.0 percent or more',)","Tucson city, Arizona","14,768",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,130",21.80%,±2.8
"('35.0 percent or more',)","Tulsa city, Oklahoma","8,459",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±938,17.00%,±1.6
"('35.0 percent or more',)","Virginia Beach city, Virginia","18,267",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,115",22.10%,±2.3
"('35.0 percent or more',)","Washington city, District of Columbia","15,790",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,752",17.20%,±1.8
"('35.0 percent or more',)","Wichita city, Kansas","9,104",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,402",16.00%,±2.2
"('Not computed',)","Albuquerque city, New Mexico",671,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±374,(X),(X)
"('Not computed',)","Anaheim city, California",204,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±258,(X),(X)
"('Not computed',)","Anchorage municipality, Alaska",83,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±95,(X),(X)
"('Not computed',)","Arlington city, Texas",258,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±264,(X),(X)
"('Not computed',)","Atlanta city, Georgia",545,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±454,(X),(X)
"('Not computed',)","Aurora city, Colorado",640,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±604,(X),(X)
"('Not computed',)","Austin city, Texas",561,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±535,(X),(X)
"('Not computed',)","Bakersfield city, California",71,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±117,(X),(X)
"('Not computed',)","Baltimore city, Maryland",487,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±308,(X),(X)
"('Not computed',)","Boston city, Massachusetts",317,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±295,(X),(X)
"('Not computed',)","Charlotte city, North Carolina","1,174",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±649,(X),(X)
"('Not computed',)","Chicago city, Illinois","1,582",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±592,(X),(X)
"('Not computed',)","Cincinnati city, Ohio",91,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±107,(X),(X)
"('Not computed',)","Cleveland city, Ohio",482,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±448,(X),(X)
"('Not computed',)","Colorado Springs city, Colorado",244,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±185,(X),(X)
"('Not computed',)","Columbus city, Ohio",172,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±175,(X),(X)
"('Not computed',)","Corpus Christi city, Texas",44,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±75,(X),(X)
"('Not computed',)","Dallas city, Texas",361,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±447,(X),(X)
"('Not computed',)","Denver city, Colorado",252,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±198,(X),(X)
"('Not computed',)","Detroit city, Michigan",222,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±202,(X),(X)
"('Not computed',)","Durham city, North Carolina",37,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±62,(X),(X)
"('Not computed',)","El Paso city, Texas",811,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±630,(X),(X)
"('Not computed',)","Fort Worth city, Texas",509,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±293,(X),(X)
"('Not computed',)","Fresno city, California",72,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±123,(X),(X)
"('Not computed',)","Greensboro city, North Carolina",417,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±311,(X),(X)
"('Not computed',)","Henderson city, Nevada",296,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±249,(X),(X)
"('Not computed',)","Houston city, Texas","1,303",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±828,(X),(X)
"('Not computed',)","Indianapolis city (balance), Indiana",727,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±469,(X),(X)
"('Not computed',)","Irvine city, California",241,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±291,(X),(X)
"('Not computed',)","Jacksonville city, Florida","1,189",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±737,(X),(X)
"('Not computed',)","Jersey City city, New Jersey",67,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±114,(X),(X)
"('Not computed',)","Kansas City city, Missouri",330,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±247,(X),(X)
"('Not computed',)","Las Vegas city, Nevada",418,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±283,(X),(X)
"('Not computed',)","Lincoln city, Nebraska",443,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±441,(X),(X)
"('Not computed',)","Long Beach city, California",249,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±395,(X),(X)
"('Not computed',)","Los Angeles city, California","2,132",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±732,(X),(X)
"('Not computed',)","Memphis city, Tennessee",207,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±173,(X),(X)
"('Not computed',)","Mesa city, Arizona",233,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±187,(X),(X)
"('Not computed',)","Miami city, Florida",402,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±403,(X),(X)
"('Not computed',)","Milwaukee city, Wisconsin",59,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±72,(X),(X)
"('Not computed',)","Minneapolis city, Minnesota",159,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±159,(X),(X)
"('Not computed',)","New Orleans city, Louisiana",299,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±159,(X),(X)
"('Not computed',)","New York city, New York","2,899",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±868,(X),(X)
"('Not computed',)","Newark city, New Jersey",0,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±213,(X),(X)
"('Not computed',)","Oakland city, California",296,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±271,(X),(X)
"('Not computed',)","Oklahoma City city, Oklahoma",298,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±296,(X),(X)
"('Not computed',)","Omaha city, Nebraska",79,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±94,(X),(X)
"('Not computed',)","Orlando city, Florida",168,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±199,(X),(X)
"('Not computed',)","Philadelphia city, Pennsylvania","1,860",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,105",(X),(X)
"('Not computed',)","Phoenix city, Arizona","1,094",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±474,(X),(X)
"('Not computed',)","Pittsburgh city, Pennsylvania",185,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±303,(X),(X)
"('Not computed',)","Plano city, Texas",408,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±462,(X),(X)
"('Not computed',)","Portland city, Oregon",491,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±379,(X),(X)
"('Not computed',)","Raleigh city, North Carolina",376,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±347,(X),(X)
"('Not computed',)","Riverside city, California",35,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±57,(X),(X)
"('Not computed',)","Sacramento city, California",190,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±261,(X),(X)
"('Not computed',)","San Antonio city, Texas",705,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±544,(X),(X)
"('Not computed',)","San Diego city, California",952,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±401,(X),(X)
"('Not computed',)","San Francisco city, California",398,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±252,(X),(X)
"('Not computed',)","San Jose city, California",334,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±300,(X),(X)
"('Not computed',)","Santa Ana city, California",105,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±129,(X),(X)
"('Not computed',)","Seattle city, Washington",161,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±166,(X),(X)
"('Not computed',)","St. Louis city, Missouri",0,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±195,(X),(X)
"('Not computed',)","St. Paul city, Minnesota",0,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±149,(X),(X)
"('Not computed',)","Stockton city, California",40,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±66,(X),(X)
"('Not computed',)","Tampa city, Florida",573,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±421,(X),(X)
"('Not computed',)","Tucson city, Arizona",240,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±221,(X),(X)
"('Not computed',)","Tulsa city, Oklahoma",65,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±77,(X),(X)
"('Not computed',)","Virginia Beach city, Virginia",390,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±482,(X),(X)
"('Not computed',)","Washington city, District of Columbia",524,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±406,(X),(X)
"('Not computed',)","Wichita city, Kansas",261,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±206,(X),(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Albuquerque city, New Mexico","47,168",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,593","47,168",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Anaheim city, California","13,152",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,633","13,152",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Anchorage municipality, Alaska","21,092",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,320","21,092",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Arlington city, Texas","31,134",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,728","31,134",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Atlanta city, Georgia","32,784",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,605","32,784",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Aurora city, Colorado","18,495",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,855","18,495",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Austin city, Texas","60,005",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±3,295","60,005",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Bakersfield city, California","19,090",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,262","19,090",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Baltimore city, Maryland","36,827",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,855","36,827",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Boston city, Massachusetts","26,188",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,199","26,188",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Charlotte city, North Carolina","40,095",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,827","40,095",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Chicago city, Illinois","162,708",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±6,167","162,708",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Cincinnati city, Ohio","17,792",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,745","17,792",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Cleveland city, Ohio","31,964",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,756","31,964",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Colorado Springs city, Colorado","29,053",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,438","29,053",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Columbus city, Ohio","46,699",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,866","46,699",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Corpus Christi city, Texas","30,530",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,742","30,530",(X)
"('Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)',)","Dallas city, Texas","93,333",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±5,303","93,333",(X)
