Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('30.0 to 34.9 percent',)","Detroit city, Michigan","4,124",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±935,6.50%,±1.4
"('30.0 to 34.9 percent',)","Durham city, North Carolina",62,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±111,0.70%,±1.3
"('30.0 to 34.9 percent',)","El Paso city, Texas",995,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±412,2.10%,±0.9
"('30.0 to 34.9 percent',)","Fort Worth city, Texas","1,799",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±739,3.80%,±1.5
"('30.0 to 34.9 percent',)","Fresno city, California",350,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±229,2.10%,±1.4
"('30.0 to 34.9 percent',)","Greensboro city, North Carolina",523,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±335,3.30%,±2.0
"('30.0 to 34.9 percent',)","Henderson city, Nevada",577,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±415,4.00%,±2.8
"('30.0 to 34.9 percent',)","Houston city, Texas","3,916",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±834,2.80%,±0.6
"('30.0 to 34.9 percent',)","Indianapolis city (balance), Indiana","1,557",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±622,3.40%,±1.3
"('30.0 to 34.9 percent',)","Irvine city, California",155,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±150,2.00%,±1.8
"('30.0 to 34.9 percent',)","Jacksonville city, Florida","2,302",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±845,4.30%,±1.6
"('30.0 to 34.9 percent',)","Jersey City city, New Jersey",483,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±347,6.00%,±4.3
"('30.0 to 34.9 percent',)","Kansas City city, Missouri","1,096",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±512,3.50%,±1.6
"('30.0 to 34.9 percent',)","Las Vegas city, Nevada",927,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±533,3.50%,±2.0
"('30.0 to 34.9 percent',)","Lincoln city, Nebraska",280,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±210,1.60%,±1.2
"('30.0 to 34.9 percent',)","Long Beach city, California",629,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±523,4.00%,±3.3
"('30.0 to 34.9 percent',)","Los Angeles city, California","3,642",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±732,3.40%,±0.7
"('30.0 to 34.9 percent',)","Memphis city, Tennessee","1,826",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±535,5.00%,±1.4
"('30.0 to 34.9 percent',)","Mesa city, Arizona",834,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±424,2.60%,±1.3
"('30.0 to 34.9 percent',)","Miami city, Florida",633,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±393,3.40%,±2.1
"('30.0 to 34.9 percent',)","Milwaukee city, Wisconsin","1,484",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±479,5.30%,±1.7
"('30.0 to 34.9 percent',)","Minneapolis city, Minnesota",620,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±251,3.20%,±1.2
"('30.0 to 34.9 percent',)","New Orleans city, Louisiana",933,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±344,3.20%,±1.1
"('30.0 to 34.9 percent',)","New York city, New York","15,659",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,048",4.50%,±0.6
"('30.0 to 34.9 percent',)","Newark city, New Jersey",440,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±296,9.20%,±5.9
"('30.0 to 34.9 percent',)","Oakland city, California",496,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±264,3.40%,±1.7
"('30.0 to 34.9 percent',)","Oklahoma City city, Oklahoma","1,356",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±429,3.00%,±1.0
"('30.0 to 34.9 percent',)","Omaha city, Nebraska","1,400",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±596,5.20%,±2.1
"('30.0 to 34.9 percent',)","Orlando city, Florida",479,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±310,4.50%,±2.7
"('30.0 to 34.9 percent',)","Philadelphia city, Pennsylvania","6,552",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,332",5.40%,±1.0
"('30.0 to 34.9 percent',)","Phoenix city, Arizona","1,851",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±585,3.10%,±0.9
"('30.0 to 34.9 percent',)","Pittsburgh city, Pennsylvania","1,535",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±541,5.80%,±2.0
"('30.0 to 34.9 percent',)","Plano city, Texas",414,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±247,2.60%,±1.5
"('30.0 to 34.9 percent',)","Portland city, Oregon","1,660",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±532,5.40%,±1.7
"('30.0 to 34.9 percent',)","Raleigh city, North Carolina",322,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±275,2.20%,±1.8
"('30.0 to 34.9 percent',)","Riverside city, California",527,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±346,4.70%,±3.1
"('30.0 to 34.9 percent',)","Sacramento city, California",588,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±367,2.90%,±1.8
"('30.0 to 34.9 percent',)","San Antonio city, Texas","2,411",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±744,2.50%,±0.8
"('30.0 to 34.9 percent',)","San Diego city, California","1,513",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±617,2.80%,±1.1
"('30.0 to 34.9 percent',)","San Francisco city, California","1,404",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±692,3.90%,±1.9
"('30.0 to 34.9 percent',)","San Jose city, California","1,239",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±432,3.20%,±1.1
"('30.0 to 34.9 percent',)","Santa Ana city, California",35,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±58,0.50%,±0.8
"('30.0 to 34.9 percent',)","Seattle city, Washington","1,468",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±570,4.70%,±1.9
"('30.0 to 34.9 percent',)","St. Louis city, Missouri",973,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±368,5.50%,±2.0
"('30.0 to 34.9 percent',)","St. Paul city, Minnesota",502,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±254,3.90%,±2.0
"('30.0 to 34.9 percent',)","Stockton city, California",230,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±247,2.00%,±2.2
"('30.0 to 34.9 percent',)","Tampa city, Florida",351,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±209,1.60%,±1.0
"('30.0 to 34.9 percent',)","Tucson city, Arizona",737,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±342,2.30%,±1.0
"('30.0 to 34.9 percent',)","Tulsa city, Oklahoma","1,317",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±495,4.20%,±1.5
"('30.0 to 34.9 percent',)","Virginia Beach city, Virginia",783,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±430,4.20%,±2.3
"('30.0 to 34.9 percent',)","Washington city, District of Columbia",749,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±385,3.20%,±1.6
"('30.0 to 34.9 percent',)","Wichita city, Kansas","1,378",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±814,4.70%,±2.7
"('35.0 percent or more',)","Albuquerque city, New Mexico","3,805",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±979,10.40%,±2.7
"('35.0 percent or more',)","Anaheim city, California","1,221",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±500,12.40%,±4.3
"('35.0 percent or more',)","Anchorage municipality, Alaska","1,453",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±566,9.20%,±3.4
"('35.0 percent or more',)","Arlington city, Texas","1,552",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±532,7.30%,±2.4
"('35.0 percent or more',)","Atlanta city, Georgia","4,633",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,149",24.30%,±4.9
"('35.0 percent or more',)","Aurora city, Colorado",977,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±477,8.60%,±4.1
"('35.0 percent or more',)","Austin city, Texas","4,966",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,128",12.20%,±2.7
"('35.0 percent or more',)","Bakersfield city, California","1,102",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±407,8.80%,±3.1
"('35.0 percent or more',)","Baltimore city, Maryland","6,176",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,169",19.00%,±3.1
"('35.0 percent or more',)","Boston city, Massachusetts","4,064",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,044",20.10%,±4.6
"('35.0 percent or more',)","Charlotte city, North Carolina","3,343",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±994,11.10%,±2.9
"('35.0 percent or more',)","Chicago city, Illinois","24,084",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,510",19.40%,±1.7
"('35.0 percent or more',)","Cincinnati city, Ohio","2,556",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±643,17.00%,±4.2
"('35.0 percent or more',)","Cleveland city, Ohio","3,681",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±652,13.50%,±2.3
"('35.0 percent or more',)","Colorado Springs city, Colorado","2,044",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±546,9.00%,±2.2
"('35.0 percent or more',)","Columbus city, Ohio","4,337",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±845,13.40%,±2.6
"('35.0 percent or more',)","Corpus Christi city, Texas","2,854",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±725,11.20%,±2.7
"('35.0 percent or more',)","Dallas city, Texas","11,760",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,498",16.50%,±2.0
"('35.0 percent or more',)","Denver city, Colorado","2,791",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±737,9.90%,±2.4
"('35.0 percent or more',)","Detroit city, Michigan","16,041",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,735",25.40%,±2.5
"('35.0 percent or more',)","Durham city, North Carolina",419,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±198,4.80%,±2.4
"('35.0 percent or more',)","El Paso city, Texas","4,671",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,186",10.00%,±2.5
"('35.0 percent or more',)","Fort Worth city, Texas","7,966",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,621",16.90%,±3.2
"('35.0 percent or more',)","Fresno city, California","1,952",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±613,11.70%,±3.3
"('35.0 percent or more',)","Greensboro city, North Carolina","1,823",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±682,11.50%,±4.2
"('35.0 percent or more',)","Henderson city, Nevada","1,102",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±512,7.70%,±3.5
"('35.0 percent or more',)","Houston city, Texas","18,337",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,220",13.20%,±1.4
"('35.0 percent or more',)","Indianapolis city (balance), Indiana","5,376",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,027",11.80%,±2.2
"('35.0 percent or more',)","Irvine city, California",907,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±450,11.50%,±5.8
"('35.0 percent or more',)","Jacksonville city, Florida","8,264",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,648",15.30%,±2.9
"('35.0 percent or more',)","Jersey City city, New Jersey","2,872",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±766,35.90%,±7.3
"('35.0 percent or more',)","Kansas City city, Missouri","4,010",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±719,13.00%,±2.3
"('35.0 percent or more',)","Las Vegas city, Nevada","3,016",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±871,11.50%,±2.9
"('35.0 percent or more',)","Lincoln city, Nebraska","1,382",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±505,7.90%,±2.8
"('35.0 percent or more',)","Long Beach city, California","1,189",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±425,7.60%,±2.6
"('35.0 percent or more',)","Los Angeles city, California","16,653",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,810",15.70%,±1.5
"('35.0 percent or more',)","Memphis city, Tennessee","5,761",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,232",15.60%,±3.0
"('35.0 percent or more',)","Mesa city, Arizona","4,282",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,048",13.50%,±3.0
"('35.0 percent or more',)","Miami city, Florida","4,531",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,310",24.20%,±5.6
"('35.0 percent or more',)","Milwaukee city, Wisconsin","4,716",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±810,16.90%,±2.8
"('35.0 percent or more',)","Minneapolis city, Minnesota","2,847",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±716,14.90%,±3.5
"('35.0 percent or more',)","New Orleans city, Louisiana","4,689",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±810,16.00%,±2.5
"('35.0 percent or more',)","New York city, New York","72,875",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±4,197",21.00%,±1.1
"('35.0 percent or more',)","Newark city, New Jersey","1,109",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±326,23.20%,±6.0
"('35.0 percent or more',)","Oakland city, California","1,953",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±549,13.40%,±3.4
"('35.0 percent or more',)","Oklahoma City city, Oklahoma","4,192",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±918,9.30%,±1.9
"('35.0 percent or more',)","Omaha city, Nebraska","2,960",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±643,10.90%,±2.2
"('35.0 percent or more',)","Orlando city, Florida","1,780",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±750,16.80%,±6.5
"('35.0 percent or more',)","Philadelphia city, Pennsylvania","21,732",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±2,671",17.90%,±2.0
"('35.0 percent or more',)","Phoenix city, Arizona","6,954",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,436",11.50%,±2.3
"('35.0 percent or more',)","Pittsburgh city, Pennsylvania","3,571",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±723,13.50%,±2.6
"('35.0 percent or more',)","Plano city, Texas","1,181",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±552,7.40%,±3.2
"('35.0 percent or more',)","Portland city, Oregon","5,521",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,161",18.10%,±3.4
"('35.0 percent or more',)","Raleigh city, North Carolina","1,065",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±436,7.30%,±2.9
"('35.0 percent or more',)","Riverside city, California",897,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±375,8.00%,±3.4
"('35.0 percent or more',)","Sacramento city, California","1,970",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±648,9.60%,±2.7
"('35.0 percent or more',)","San Antonio city, Texas","9,169",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,362",9.50%,±1.4
"('35.0 percent or more',)","San Diego city, California","6,212",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,128",11.50%,±2.0
"('35.0 percent or more',)","San Francisco city, California","4,408",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,185",12.40%,±3.0
"('35.0 percent or more',)","San Jose city, California","3,975",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±992,10.30%,±2.3
"('35.0 percent or more',)","Santa Ana city, California",420,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±216,5.70%,±2.8
"('35.0 percent or more',)","Seattle city, Washington","3,936",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±899,12.70%,±2.6
"('35.0 percent or more',)","St. Louis city, Missouri","2,850",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±697,16.10%,±3.5
"('35.0 percent or more',)","St. Paul city, Minnesota","1,244",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±383,9.60%,±2.7
"('35.0 percent or more',)","Stockton city, California","1,198",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±602,10.50%,±5.0
"('35.0 percent or more',)","Tampa city, Florida","3,829",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,039",18.00%,±4.1
"('35.0 percent or more',)","Tucson city, Arizona","4,409",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,004",13.50%,±2.8
"('35.0 percent or more',)","Tulsa city, Oklahoma","3,118",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±651,9.90%,±2.0
"('35.0 percent or more',)","Virginia Beach city, Virginia","1,831",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±683,9.80%,±3.5
"('35.0 percent or more',)","Washington city, District of Columbia","2,131",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±572,9.20%,±2.3
"('35.0 percent or more',)","Wichita city, Kansas","2,141",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±646,7.30%,±2.2
"('Not computed',)","Albuquerque city, New Mexico",502,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±327,(X),(X)
"('Not computed',)","Anaheim city, California",36,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±60,(X),(X)
"('Not computed',)","Anchorage municipality, Alaska",71,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±81,(X),(X)
"('Not computed',)","Arlington city, Texas",114,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±140,(X),(X)
"('Not computed',)","Atlanta city, Georgia",439,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±290,(X),(X)
"('Not computed',)","Aurora city, Colorado",112,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±186,(X),(X)
"('Not computed',)","Austin city, Texas",424,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±352,(X),(X)
"('Not computed',)","Bakersfield city, California",105,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±124,(X),(X)
"('Not computed',)","Baltimore city, Maryland",512,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±421,(X),(X)
"('Not computed',)","Boston city, Massachusetts",764,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±528,(X),(X)
"('Not computed',)","Charlotte city, North Carolina",425,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±305,(X),(X)
"('Not computed',)","Chicago city, Illinois","1,407",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±456,(X),(X)
"('Not computed',)","Cincinnati city, Ohio",33,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±55,(X),(X)
"('Not computed',)","Cleveland city, Ohio",395,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±338,(X),(X)
"('Not computed',)","Colorado Springs city, Colorado",151,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±186,(X),(X)
"('Not computed',)","Columbus city, Ohio",229,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±167,(X),(X)
"('Not computed',)","Corpus Christi city, Texas",531,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±389,(X),(X)
"('Not computed',)","Dallas city, Texas","1,399",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±582,(X),(X)
"('Not computed',)","Denver city, Colorado",694,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±492,(X),(X)
"('Not computed',)","Detroit city, Michigan","2,214",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±699,(X),(X)
"('Not computed',)","Durham city, North Carolina",107,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±126,(X),(X)
"('Not computed',)","El Paso city, Texas",454,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±313,(X),(X)
"('Not computed',)","Fort Worth city, Texas",970,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±498,(X),(X)
"('Not computed',)","Fresno city, California",321,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±254,(X),(X)
"('Not computed',)","Greensboro city, North Carolina",39,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±65,(X),(X)
"('Not computed',)","Henderson city, Nevada",0,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±234,(X),(X)
"('Not computed',)","Houston city, Texas","2,920",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,113",(X),(X)
"('Not computed',)","Indianapolis city (balance), Indiana",796,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±384,(X),(X)
"('Not computed',)","Irvine city, California",77,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±129,(X),(X)
"('Not computed',)","Jacksonville city, Florida","1,128",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±709,(X),(X)
"('Not computed',)","Jersey City city, New Jersey",143,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±128,(X),(X)
"('Not computed',)","Kansas City city, Missouri",404,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±225,(X),(X)
"('Not computed',)","Las Vegas city, Nevada",725,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±513,(X),(X)
"('Not computed',)","Lincoln city, Nebraska",60,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±105,(X),(X)
"('Not computed',)","Long Beach city, California",118,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±113,(X),(X)
"('Not computed',)","Los Angeles city, California","1,203",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±452,(X),(X)
"('Not computed',)","Memphis city, Tennessee",959,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±482,(X),(X)
"('Not computed',)","Mesa city, Arizona","1,069",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±498,(X),(X)
"('Not computed',)","Miami city, Florida",557,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±465,(X),(X)
"('Not computed',)","Milwaukee city, Wisconsin",363,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±171,(X),(X)
"('Not computed',)","Minneapolis city, Minnesota",25,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±43,(X),(X)
"('Not computed',)","New Orleans city, Louisiana",516,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±274,(X),(X)
"('Not computed',)","New York city, New York","3,580",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±938,(X),(X)
"('Not computed',)","Newark city, New Jersey",72,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±81,(X),(X)
"('Not computed',)","Oakland city, California",202,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±166,(X),(X)
"('Not computed',)","Oklahoma City city, Oklahoma",412,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±329,(X),(X)
"('Not computed',)","Omaha city, Nebraska",507,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±286,(X),(X)
"('Not computed',)","Orlando city, Florida",286,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±240,(X),(X)
"('Not computed',)","Philadelphia city, Pennsylvania","3,206",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),"±1,078",(X),(X)
"('Not computed',)","Phoenix city, Arizona","1,867",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±811,(X),(X)
"('Not computed',)","Pittsburgh city, Pennsylvania",97,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±107,(X),(X)
"('Not computed',)","Plano city, Texas",237,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±226,(X),(X)
"('Not computed',)","Portland city, Oregon",520,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±256,(X),(X)
"('Not computed',)","Raleigh city, North Carolina",35,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±59,(X),(X)
"('Not computed',)","Riverside city, California",53,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±90,(X),(X)
"('Not computed',)","Sacramento city, California",49,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±81,(X),(X)
"('Not computed',)","San Antonio city, Texas","1,341",selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±580,(X),(X)
"('Not computed',)","San Diego city, California",850,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±477,(X),(X)
"('Not computed',)","San Francisco city, California",487,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±432,(X),(X)
"('Not computed',)","San Jose city, California",269,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±181,(X),(X)
"('Not computed',)","Santa Ana city, California",203,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±165,(X),(X)
"('Not computed',)","Seattle city, Washington",164,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±158,(X),(X)
"('Not computed',)","St. Louis city, Missouri",212,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±152,(X),(X)
"('Not computed',)","St. Paul city, Minnesota",183,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±148,(X),(X)
"('Not computed',)","Stockton city, California",174,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±172,(X),(X)
"('Not computed',)","Tampa city, Florida",540,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±278,(X),(X)
"('Not computed',)","Tucson city, Arizona",79,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±128,(X),(X)
"('Not computed',)","Tulsa city, Oklahoma",376,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±227,(X),(X)
"('Not computed',)","Virginia Beach city, Virginia",250,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±262,(X),(X)
"('Not computed',)","Washington city, District of Columbia",245,selected_monthly_owner_costs_as_a_percentage_of_household_income_(smocapi),±172,(X),(X)
